date,ssn,ssn_std,ssn_sesc,sunspot_area,new_regions,solar_mean_field,xray_bkgd,kp_daily_mean,kp_daily_max,dst_daily_mean,dst_daily_min,dst_daily_max,dst_daily_std,dst_hours_valid,f107,flare_C,flare_M,flare_X,flare_S,flare_xray_total,flare_optical_total,year,month,day_of_year,storm_category,solar_activity_level,kp_storm_level
1986-01-13,14.0000,3.5000,,,0.0000,,,0.7917,1.0000,1.7917,-3.0000,8.0000,3.3877,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,1,13,quiet,,quiet
1986-01-14,17.0000,1.2000,,,0.0000,,,0.9167,1.3330,1.0000,-3.0000,5.0000,1.9781,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,1,14,quiet,,quiet
1986-01-15,14.0000,0.9000,,,0.0000,,,1.2499,2.3330,1.9583,-9.0000,19.0000,7.2979,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,1,15,quiet,,quiet
1986-01-16,11.0000,6.1000,,,0.0000,,,0.5834,1.0000,-4.3750,-8.0000,0.0000,3.0760,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,1,16,quiet,,quiet
1986-01-17,0.0000,2.0000,,,0.0000,,,1.4166,3.0000,7.4167,-15.0000,20.0000,10.9104,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,1,17,quiet,,quiet
1986-01-18,0.0000,2.0000,,,0.0000,,,1.7500,3.0000,-8.3750,-15.0000,1.0000,5.3146,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,1,18,quiet,,quiet
1986-01-19,0.0000,2.0000,,,0.0000,,,1.0419,1.6670,-8.2917,-18.0000,-2.0000,4.2883,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,1,19,quiet,,quiet
1986-01-20,0.0000,2.0000,,,0.0000,,,2.8333,4.0000,-16.0833,-32.0000,5.0000,12.4967,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,1,20,quiet,,quiet
1986-01-21,0.0000,2.0000,,,0.0000,,,3.2917,5.6670,-33.7917,-76.0000,-9.0000,23.7303,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,1,21,moderate,,G1_minor
1986-01-22,0.0000,2.0000,,,0.0000,,,2.5834,3.3330,-33.5417,-44.0000,-14.0000,8.5464,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,1,22,quiet,,quiet
1986-01-23,0.0000,2.0000,,,0.0000,,,3.1251,4.0000,-20.2083,-34.0000,-5.0000,8.3665,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,1,23,quiet,,quiet
1986-01-24,0.0000,2.0000,,,0.0000,,,2.6250,3.3330,-19.2083,-27.0000,-11.0000,5.1159,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,1,24,quiet,,quiet
1986-01-25,0.0000,2.0000,,,0.0000,,,3.7501,5.3330,-10.3333,-39.0000,16.0000,17.1456,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,1,25,quiet,,G1_minor
1986-01-26,8.0000,6.7000,,,0.0000,,,2.4584,4.0000,-20.8333,-30.0000,-7.0000,5.4026,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,1,26,quiet,,quiet
1986-01-27,0.0000,2.0000,,,0.0000,,,4.3749,5.3330,-20.8750,-37.0000,0.0000,11.0820,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,1,27,quiet,,G1_minor
1986-01-28,0.0000,2.0000,,,0.0000,,,4.1668,4.6670,-23.2083,-34.0000,-12.0000,5.9708,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,1,28,quiet,,quiet
1986-01-29,0.0000,2.0000,,,0.0000,,,3.3333,4.3330,-18.5000,-27.0000,-3.0000,6.1644,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,1,29,quiet,,quiet
1986-01-30,11.0000,6.6000,,,0.0000,,,2.8751,4.0000,-16.5833,-25.0000,-5.0000,5.6099,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,1,30,quiet,,quiet
1986-01-31,11.0000,2.0000,,,0.0000,,,1.8750,3.0000,-13.6250,-21.0000,-6.0000,3.2278,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,1,31,quiet,,quiet
1986-02-01,22.0000,1.3000,,,0.0000,,,1.3334,2.6670,-6.5833,-13.0000,2.0000,3.9112,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,2,32,quiet,,quiet
1986-02-02,40.0000,5.1000,,,0.0000,,,1.7083,2.3330,2.8333,-10.0000,11.0000,5.6850,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,2,33,quiet,,quiet
1986-02-03,63.0000,5.5000,,,0.0000,,,1.6666,2.3330,3.9583,-3.0000,19.0000,5.7444,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,2,34,quiet,,quiet
1986-02-04,66.0000,3.8000,,,0.0000,,,1.2083,1.6670,3.5833,-5.0000,8.0000,4.0745,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,2,35,quiet,,quiet
1986-02-05,64.0000,3.1000,,,0.0000,,,1.6669,3.0000,3.9583,-8.0000,14.0000,6.6167,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,2,36,quiet,,quiet
1986-02-06,56.0000,2.4000,,,0.0000,,,1.9999,4.0000,-0.7083,-18.0000,24.0000,10.0368,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,2,37,quiet,,quiet
1986-02-07,63.0000,5.4000,,,0.0000,,,5.4169,7.6670,-46.4167,-121.0000,15.0000,44.3513,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,2,38,intense,,G3_strong
1986-02-08,65.0000,5.7000,,,0.0000,,,7.6668,9.0000,-135.2917,-259.0000,-87.0000,46.4060,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,2,39,severe,,G5_extreme
1986-02-09,56.0000,6.6000,,,0.0000,,,5.8750,8.6670,-164.0833,-307.0000,-117.0000,52.5877,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,2,40,severe,,G4_severe
1986-02-10,42.0000,3.1000,,,0.0000,,,2.1666,3.3330,-102.0417,-119.0000,-82.0000,9.0625,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,2,41,intense,,quiet
1986-02-11,44.0000,3.9000,,,0.0000,,,3.2501,4.6670,-80.0833,-98.0000,-67.0000,9.1884,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,2,42,moderate,,quiet
1986-02-12,30.0000,2.4000,,,0.0000,,,3.2919,4.0000,-73.8750,-82.0000,-62.0000,5.6593,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,2,43,moderate,,quiet
1986-02-13,26.0000,1.7000,,,0.0000,,,2.8750,4.3330,-62.2917,-70.0000,-55.0000,3.6293,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,2,44,moderate,,quiet
1986-02-14,19.0000,1.5000,,,0.0000,,,3.2085,4.6670,-46.0417,-66.0000,-26.0000,13.4697,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,2,45,moderate,,quiet
1986-02-15,13.0000,7.6000,,,0.0000,,,1.2500,2.3330,-39.5417,-45.0000,-28.0000,4.5776,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,2,46,quiet,,quiet
1986-02-16,0.0000,2.0000,,,0.0000,,,1.1667,3.0000,-30.4583,-44.0000,-12.0000,7.1929,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,2,47,quiet,,quiet
1986-02-17,0.0000,2.0000,,,0.0000,,,1.9583,4.0000,-26.5000,-48.0000,-18.0000,6.5142,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,2,48,quiet,,quiet
1986-02-18,0.0000,2.0000,,,0.0000,,,2.6249,4.3330,-41.0417,-59.0000,-30.0000,8.1480,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,2,49,moderate,,quiet
1986-02-19,0.0000,2.0000,,,0.0000,,,2.0834,3.6670,-28.4583,-38.0000,-11.0000,8.0756,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,2,50,quiet,,quiet
1986-02-20,12.0000,4.9000,,,0.0000,,,3.1250,4.0000,-38.6667,-53.0000,-28.0000,6.9886,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,2,51,moderate,,quiet
1986-02-21,12.0000,1.3000,,,0.0000,,,3.8334,5.3330,-40.0417,-64.0000,-28.0000,8.2593,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,2,52,moderate,,G1_minor
1986-02-22,12.0000,2.5000,,,0.0000,,,4.1668,4.6670,-47.3750,-64.0000,-32.0000,7.4531,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,2,53,moderate,,quiet
1986-02-23,12.0000,2.1000,,,0.0000,,,4.3751,5.3330,-54.0417,-66.0000,-40.0000,6.4098,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,2,54,moderate,,G1_minor
1986-02-24,10.0000,2.0000,,,0.0000,,,3.3750,4.0000,-45.4583,-56.0000,-37.0000,4.3035,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,2,55,moderate,,quiet
1986-02-25,13.0000,2.6000,,,0.0000,,,3.3335,3.6670,-40.9167,-48.0000,-36.0000,3.2560,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,2,56,quiet,,quiet
1986-02-26,11.0000,4.5000,,,0.0000,,,3.7500,5.6670,-41.6667,-56.0000,-35.0000,5.8060,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,2,57,moderate,,G1_minor
1986-02-27,18.0000,1.4000,,,0.0000,,,3.4165,4.3330,-40.8333,-49.0000,-34.0000,4.0931,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,2,58,quiet,,quiet
1986-02-28,12.0000,4.8000,,,0.0000,,,3.7084,5.0000,-39.5000,-61.0000,-23.0000,10.9624,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,2,59,moderate,,G1_minor
1986-03-01,15.0000,1.0000,,,0.0000,,,3.2083,4.3330,-37.7917,-50.0000,-27.0000,6.8460,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,3,60,moderate,,quiet
1986-03-02,30.0000,2.3000,,,0.0000,,,2.5834,3.3330,-31.6250,-40.0000,-26.0000,3.5116,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,3,61,quiet,,quiet
1986-03-03,31.0000,2.4000,,,0.0000,,,2.2916,4.6670,-27.2083,-48.0000,-8.0000,8.5668,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,3,62,quiet,,quiet
1986-03-04,29.0000,2.3000,,,0.0000,,,2.1667,2.6670,-32.9583,-43.0000,-24.0000,5.6988,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,3,63,quiet,,quiet
1986-03-05,30.0000,5.2000,,,0.0000,,,2.0416,3.0000,-32.9583,-44.0000,-24.0000,5.1708,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,3,64,quiet,,quiet
1986-03-06,30.0000,4.0000,,,0.0000,,,3.9584,5.6670,-50.2917,-84.0000,-21.0000,20.5310,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,3,65,moderate,,G1_minor
1986-03-07,35.0000,6.6000,,,0.0000,,,4.2500,5.0000,-57.5833,-72.0000,-41.0000,9.2168,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,3,66,moderate,,G1_minor
1986-03-08,27.0000,3.7000,,,0.0000,,,3.5834,5.0000,-44.1250,-64.0000,-30.0000,9.7905,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,3,67,moderate,,G1_minor
1986-03-09,20.0000,2.2000,,,0.0000,,,1.2081,2.3330,-28.4583,-38.0000,-22.0000,4.2219,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,3,68,quiet,,quiet
1986-03-10,18.0000,2.5000,,,0.0000,,,0.4582,1.3330,-21.5000,-27.0000,-15.0000,4.0540,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,3,69,quiet,,quiet
1986-03-11,17.0000,1.3000,,,0.0000,,,0.4999,1.3330,-16.1667,-21.0000,-13.0000,2.4257,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,3,70,quiet,,quiet
1986-03-12,12.0000,2.5000,,,0.0000,,,1.6666,3.0000,-14.8333,-23.0000,-3.0000,5.2475,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,3,71,quiet,,quiet
1986-03-13,7.0000,2.0000,,,0.0000,,,3.5000,4.0000,-33.9583,-56.0000,-1.0000,14.4748,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,3,72,moderate,,quiet
1986-03-14,0.0000,2.0000,,,0.0000,,,1.8334,4.0000,-26.8333,-41.0000,-18.0000,6.6638,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,3,73,quiet,,quiet
1986-03-15,9.0000,6.1000,,,0.0000,,,1.9583,3.0000,-19.5833,-29.0000,-10.0000,5.4207,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,3,74,quiet,,quiet
1986-03-16,0.0000,2.0000,,,0.0000,,,1.6666,2.3330,-20.5000,-26.0000,-16.0000,3.0787,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,3,75,quiet,,quiet
1986-03-17,0.0000,2.0000,,,0.0000,,,1.5835,2.6670,-11.3750,-21.0000,-4.0000,4.2714,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,3,76,quiet,,quiet
1986-03-18,0.0000,2.0000,,,0.0000,,,2.0417,2.6670,-17.6250,-29.0000,-6.0000,6.4929,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,3,77,quiet,,quiet
1986-03-19,0.0000,2.0000,,,0.0000,,,2.1665,3.0000,-19.2917,-24.0000,-15.0000,2.1765,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,3,78,quiet,,quiet
1986-03-20,11.0000,2.7000,,,0.0000,,,0.7083,1.3330,-7.8750,-20.0000,-3.0000,4.2765,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,3,79,quiet,,quiet
1986-03-21,12.0000,7.1000,,,0.0000,,,2.9584,4.6670,-15.2083,-33.0000,8.0000,12.2757,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,3,80,quiet,,quiet
1986-03-22,9.0000,3.7000,,,0.0000,,,3.3750,5.0000,-29.5833,-49.0000,-14.0000,10.0344,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,3,81,quiet,,G1_minor
1986-03-23,14.0000,7.1000,,,0.0000,,,2.5416,3.6670,-22.5833,-28.0000,-16.0000,3.4881,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,3,82,quiet,,quiet
1986-03-24,13.0000,3.8000,,,0.0000,,,3.4584,4.6670,-24.2500,-35.0000,-13.0000,7.7977,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,3,83,quiet,,quiet
1986-03-25,9.0000,3.5000,,,0.0000,,,3.8750,5.3330,-28.2083,-42.0000,-15.0000,7.5698,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,3,84,quiet,,G1_minor
1986-03-26,9.0000,6.3000,,,0.0000,,,2.5834,3.6670,-28.0833,-36.0000,-22.0000,3.9000,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,3,85,quiet,,quiet
1986-03-27,10.0000,2.3000,,,0.0000,,,3.0416,4.3330,-30.9167,-44.0000,-25.0000,4.9512,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,3,86,quiet,,quiet
1986-03-28,12.0000,0.8000,,,0.0000,,,2.9167,3.6670,-24.7917,-31.0000,-19.0000,3.1620,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,3,87,quiet,,quiet
1986-03-29,10.0000,5.6000,,,0.0000,,,1.9167,3.0000,-23.6250,-34.0000,-9.0000,7.8009,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,3,88,quiet,,quiet
1986-03-30,10.0000,4.1000,,,0.0000,,,1.3334,2.3330,-16.4167,-28.0000,-9.0000,4.8537,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,3,89,quiet,,quiet
1986-03-31,0.0000,2.0000,,,0.0000,,,1.7084,2.6670,-8.4583,-19.0000,3.0000,5.3648,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,3,90,quiet,,quiet
1986-04-01,11.0000,10.2000,,,0.0000,,,1.7916,3.0000,-14.2917,-23.0000,-5.0000,4.5634,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,4,91,quiet,,quiet
1986-04-02,12.0000,6.4000,,,0.0000,,,1.4167,2.0000,-15.7917,-21.0000,-8.0000,4.3236,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,4,92,quiet,,quiet
1986-04-03,12.0000,7.3000,,,0.0000,,,2.6251,4.0000,-22.5833,-35.0000,-15.0000,6.4667,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,4,93,quiet,,quiet
1986-04-04,0.0000,2.0000,,,0.0000,,,0.9584,1.6670,-15.2500,-22.0000,-10.0000,3.2870,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,4,94,quiet,,quiet
1986-04-05,0.0000,2.0000,,,0.0000,,,2.1250,3.3330,-12.5833,-29.0000,-3.0000,6.9715,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,4,95,quiet,,quiet
1986-04-06,0.0000,2.0000,,,0.0000,,,1.0835,2.0000,-13.8750,-21.0000,-7.0000,2.9387,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,4,96,quiet,,quiet
1986-04-07,0.0000,2.0000,,,0.0000,,,1.3333,1.6670,-9.6667,-17.0000,-2.0000,4.3406,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,4,97,quiet,,quiet
1986-04-08,11.0000,5.4000,,,0.0000,,,1.3749,2.3330,-10.4583,-23.0000,-2.0000,6.1572,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,4,98,quiet,,quiet
1986-04-09,0.0000,2.0000,,,0.0000,,,2.7084,3.3330,-16.7500,-31.0000,1.0000,9.5883,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,4,99,quiet,,quiet
1986-04-10,11.0000,2.1000,,,0.0000,,,2.9585,4.6670,-32.8750,-51.0000,-19.0000,7.8757,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,4,100,moderate,,quiet
1986-04-11,16.0000,3.1000,,,0.0000,,,1.3334,2.6670,-22.9583,-29.0000,-13.0000,4.3287,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,4,101,quiet,,quiet
1986-04-12,17.0000,3.8000,,,0.0000,,,2.2916,3.3330,-27.6667,-38.0000,-20.0000,4.8604,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,4,102,quiet,,quiet
1986-04-13,16.0000,1.9000,,,0.0000,,,1.3750,2.0000,-18.1250,-29.0000,-11.0000,4.3068,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,4,103,quiet,,quiet
1986-04-14,31.0000,3.8000,,,0.0000,,,1.1665,1.3330,-13.8750,-24.0000,-7.0000,5.2196,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,4,104,quiet,,quiet
1986-04-15,30.0000,3.3000,,,0.0000,,,1.6666,2.6670,-3.8333,-15.0000,3.0000,5.0876,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,4,105,quiet,,quiet
1986-04-16,25.0000,3.2000,,,0.0000,,,2.0000,3.0000,-11.6667,-18.0000,-4.0000,4.0718,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,4,106,quiet,,quiet
1986-04-17,16.0000,1.7000,,,0.0000,,,1.5001,2.3330,-11.5000,-19.0000,-1.0000,4.8634,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,4,107,quiet,,quiet
1986-04-18,18.0000,1.5000,,,0.0000,,,1.5834,3.3330,-6.2500,-16.0000,2.0000,4.5036,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,4,108,quiet,,quiet
1986-04-19,16.0000,1.9000,,,0.0000,,,2.4169,3.0000,-9.2917,-22.0000,7.0000,8.5490,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,4,109,quiet,,quiet
1986-04-20,19.0000,2.5000,,,0.0000,,,1.3334,2.0000,-2.0000,-10.0000,8.0000,5.5325,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,4,110,quiet,,quiet
1986-04-21,27.0000,5.0000,,,0.0000,,,1.6251,3.6670,-2.0833,-8.0000,2.0000,3.1335,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,4,111,quiet,,quiet
1986-04-22,24.0000,2.5000,,,0.0000,,,2.4584,3.6670,-8.7500,-23.0000,2.0000,7.1033,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,4,112,quiet,,quiet
1986-04-23,51.0000,4.4000,,,0.0000,,,2.2501,3.6670,-3.2083,-11.0000,5.0000,5.0903,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,4,113,quiet,,quiet
1986-04-24,70.0000,4.6000,,,0.0000,,,2.5834,3.3330,-5.1667,-10.0000,4.0000,3.9746,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,4,114,quiet,,quiet
1986-04-25,52.0000,4.3000,,,0.0000,,,1.7501,2.6670,-10.7500,-15.0000,0.0000,3.9370,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,4,115,quiet,,quiet
1986-04-26,52.0000,4.2000,,,0.0000,,,1.7500,3.0000,-5.9167,-10.0000,0.0000,2.8117,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,4,116,quiet,,quiet
1986-04-27,40.0000,4.2000,,,0.0000,,,1.0417,1.6670,5.8333,-2.0000,16.0000,4.5747,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,4,117,quiet,,quiet
1986-04-28,28.0000,2.1000,,,0.0000,,,2.3334,3.6670,-9.1250,-19.0000,6.0000,5.8926,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,4,118,quiet,,quiet
1986-04-29,34.0000,1.8000,,,0.0000,,,1.8752,3.0000,-7.4583,-12.0000,-1.0000,2.8434,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,4,119,quiet,,quiet
1986-04-30,33.0000,2.2000,,,0.0000,,,1.2501,2.0000,-4.0000,-10.0000,2.0000,3.0503,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,4,120,quiet,,quiet
1986-05-01,18.0000,1.4000,,,0.0000,,,1.3333,2.3330,0.2083,-3.0000,6.0000,2.9632,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,5,121,quiet,,quiet
1986-05-02,31.0000,1.9000,,,0.0000,,,4.2501,6.6670,-23.0000,-79.0000,17.0000,33.9719,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,5,122,moderate,,G2_moderate
1986-05-03,18.0000,3.3000,,,0.0000,,,3.3751,7.3330,-53.3750,-75.0000,-35.0000,12.5310,24.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1986,5,123,moderate,,G3_strong
