:Product: Daily Geomagnetic Data     1994_DGD.txt
:Issued: 1428 UT 22 Jul 1997
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
#  Please send comment and suggestions to sec@sec.noaa.gov
#
#                        1994 Daily Geomagnetic Data
#
#                 Middle Latitude        High Latitude            Estimated
#               - Fredericksburg -     ---- College ----      --- Planetary ---
#   Date        A     K-indices        A     K-indices        A     K-indices
#------------------------------------------------------------------------------
04 May 94      20  4-4-3-2-4-4-3-3     *  4-5-5-6-*-6-3-2    23  4-5-4-3-4-4-3-3
05 May 94      33  4-5-5-3-4-4-4-5     *  5-5-5-6-*-7-3-4    32  5-5-5-4-4-4-4-4
06 May 94      29  4-5-4-4-3-4-3-5     *  4-5-6-6-*-5-3-4    33  4-5-6-4-3-3-3-5
07 May 94      30  5-5-5-4-3-3-4-3     *  5-5-6-7-*-4-4-3    40  6-6-6-5-4-3-4-3
08 May 94      33  5-5-5-4-3-4-4-4     *  4-4-7-6-*-*-5-4    36  5-5-6-5-4-3-4-4
09 May 94      24  4-5-4-3-3-3-3-4     *  4-5-5-6-*-*-3-2    24  4-5-4-5-3-3-3-3
10 May 94      24  4-4-4-2-3-3-4-5     *  *-4-7-6-*-*-3-4    28  4-4-6-3-3-3-3-5
11 May 94      25  5-4-4-3-3-4-3-4     *  4-4-5-6-*-*-3-4    24  4-5-4-4-3-3-3-4
12 May 94      12  3-4-3-2-1-1-2-3     *  3-3-3-4-*-*-1-2    10  3-3-3-2-1-2-2-3
13 May 94       8  3-3-2-1-1-2-1-2     *  2-2-2-2-*-*-1-1     9  3-3-2-2-1-2-2-3
14 May 94      19  2-4-4-3-3-3-3-4     *  2-5-6-4-*-*-3-3    22  2-5-5-3-3-3-3-3
15 May 94      28  4-4-4-4-4-3-4-5     *  3-*-6-7-*-*-3-3    30  3-3-5-6-4-3-4-4
16 May 94      26  4-4-4-4-4-4-4-3     *  4-5-6-6-7-*-3-3    30  4-4-5-4-6-4-3-3
17 May 94      14  3-3-3-3-3-3-2-3     *  3-3-*-*-*-*-*-*    16  4-4-3-3-2-3-2-3
18 May 94      20  4-4-3-3-3-3-3-4     *  *-*-*-*-*-*-*-*    18  4-4-4-3-3-3-2-4
19 May 94      15  3-4-3-4-3-2-1-2     *  *-*-*-*-*-*-*-*    13  3-4-3-3-3-2-2-2
20 May 94       7  2-3-1-2-1-2-2-2     *  2-2-1-3-4-*-0-*     9  2-3-2-2-2-3-2-2
21 May 94       5  1-1-1-2-2-1-1-2     *  0-1-1-2-3-*-3-2     7  2-2-1-2-2-2-2-2
22 May 94       8  1-1-1-2-2-2-3-3     *  1-2-2-3-*-*-2-2     9  2-2-2-2-3-3-3-2
23 May 94      10  1-1-1-2-3-4-2-3     *  2-2-0-2-*-*-2-2     8  2-2-1-2-2-3-3-3
24 May 94      25  4-5-3-4-4-3-3-4     *  3-4-5-4-*-*-2-3    19  3-5-4-3-3-3-3-3
25 May 94      24  0-0-0-0-2-3-2-4     *  3-5-4-4-*-*-2-3    20  3-5-4-4-2-3-2-4
26 May 94      11  1-2-3-3-3-3-2-2     *  *-3-6-7-*-*-1-1    14  2-3-4-4-2-3-2-2
27 May 94       5  2-2-1-1-1-2-1-2     *  2-2-1-*-*-*-1-1     6  2-2-1-2-2-2-2-2
28 May 94      21  1-0-1-3-4-5-5-4     *  0-0-1-4-*-*-5-4    25  1-1-1-3-4-5-5-4
29 May 94      33  5-4-4-5-3-5-4-4     *  4-5-6-6-*-*-3-3    37  5-6-5-5-4-5-3-4
30 May 94      35  4-5-4-4-5-4-4-5     *  4-6-6-6-*-*-5-4    44  5-7-5-5-4-4-4-4
31 May 94      28  4-5-5-3-3-3-4-4     *  4-5-6-6-*-*-4-3    32  4-6-5-5-3-3-4-3
01 Jun 94      24  4-5-4-4-3-2-4-3     *  4-4-7-7-*-*-3-*    24  4-4-5-5-3-3-3-3
02 Jun 94      21  4-3-3-3-3-4-4-4     *  *-3-5-5-*-*-3-3    19  4-4-4-4-3-3-3-3
03 Jun 94      20  3-3-3-2-4-4-4-4     *  *-4-4-5-*-*-3-3    19  4-4-3-3-3-3-3-4
04 Jun 94      21  4-4-3-3-3-4-3-4     *  3-3-5-6-*-*-2-3    22  4-4-4-4-3-3-3-4
05 Jun 94      20  3-3-3-3-2-3-4-5     *  3-4-5-5-*-*-4-3    17  3-4-4-3-3-3-3-4
06 Jun 94      18  3-3-3-3-3-3-4-4     *  4-3-4-6-*-*-3-3    19  4-3-3-4-3-3-4-4
07 Jun 94      16  3-3-4-3-3-2-3-3     *  3-3-6-5-*-*-5-2    17  4-3-4-3-3-3-2-3
08 Jun 94       9  4-2-1-2-2-2-2-2     *  4-3-3-5-*-3-1-2    10  4-2-3-3-2-2-2-2
09 Jun 94      13  2-3-4-4-2-2-2-2     *  3-3-6-5-*-2-1-1    10  2-3-4-4-2-1-2-2
10 Jun 94      16  2-3-2-4-3-4-3-3     *  2-3-3-7-*-3-2-3    17  2-3-3-5-3-4-3-3
11 Jun 94      15  3-3-3-4-2-2-3-3     *  3-3-4-6-*-2-3-3    16  3-3-4-5-3-2-2-3
12 Jun 94      26  4-4-4-4-4-4-4-3    41  3-4-4-6-5-6-5-2    21  3-4-4-5-3-4-4-3
13 Jun 94      12  3-3-2-2-2-3-3-3    17  3-3-3-4-4-3-3-2    11  3-2-2-3-2-3-3-3
14 Jun 94      15  2-3-3-3-2-4-3-3    20  3-3-3-5-4-4-2-2    14  3-3-3-3-3-3-3-3
15 Jun 94       9  3-1-3-3-2-1-2-2     *  3-2-3-3-3-1-*-1     9  3-2-3-3-2-2-2-2
16 Jun 94       6  2-1-1-2-2-2-1-2     *  1-1-2-1-*-1-0-0     6  3-1-2-1-2-2-1-2
17 Jun 94      10  1-2-2-3-3-3-2-2    17  1-2-2-5-5-3-2-1     9  1-2-2-3-3-3-3-2
18 Jun 94      14  3-3-3-4-2-3-2-2     *  2-*-*-*-*-4-2-1    15  3-4-4-3-2-3-2-2
19 Jun 94      20  2-2-3-5-4-3-3-4     *  1-2-4-5-*-4-3-3    24  2-2-4-6-5-3-3-3
20 Jun 94      14  3-4-2-2-3-2-3-3     *  3-3-2-2-*-3-2-2    11  3-3-2-2-3-3-3-3
21 Jun 94      13  2-3-3-4-2-2-2-3     *  *-3-4-4-*-*-2-2    10  2-3-3-3-3-2-2-2
22 Jun 94       8  2-3-2-1-2-2-2-2     *  2-3-2-*-*-2-0-1     9  2-3-2-2-3-2-3-2
23 Jun 94       3  1-1-1-0-0-1-2-2     *  1-1-1-2-*-1-2-1     5  1-1-1-0-1-3-3-2
24 Jun 94       4  1-2-1-1-1-1-1-1     *  2-1-1-2-*-1-0-0     5  1-2-1-1-1-2-2-2
25 Jun 94       2  0-0-0-0-1-1-1-2     *  0-0-1-2-*-1-0-1     4  0-1-0-1-2-1-1-3
26 Jun 94      25  3-4-3-3-4-5-4-4     *  3-4-5-6-*-5-3-3    25  3-4-4-4-4-4-5-4
27 Jun 94      19  4-4-4-3-3-3-3-2     *  4-4-7-4-*-2-2-2    23  6-4-5-2-3-3-2-3
28 Jun 94      17  3-2-2-2-2-3-4-5     *  2-3-1-5-*-3-3-4    15  4-2-2-3-3-3-3-5
29 Jun 94      22  3-5-3-3-3-3-4-4     *  4-4-5-4-*-4-3-3    21  4-5-4-3-3-3-4-4
30 Jun 94      17  3-4-3-3-3-3-3-3     *  3-4-4-6-*-5-2-3    17  3-4-4-4-3-3-3-3
01 Jul 94      24  4-3-4-3-3-3-4-5     *  *-5-5-6-4-3-2-3    22  4-4-5-4-3-3-3-4
02 Jul 94      29  4-5-5-4-4-3-3-4     *  3-5-5-6-*-5-3-3    27  3-5-5-5-3-3-3-4
03 Jul 94      17  3-3-4-3-3-3-3-3     *  3-*-5-6-4-2-2-2    14  3-3-4-4-2-2-3-3
04 Jul 94      12  2-3-1-2-3-3-3-3     *  *-3-2-2-*-4-2-2    11  3-3-3-2-2-3-3-3
05 Jul 94       7  2-2-1-1-1-2-2-3     *  2-2-1-1-*-1-1-2     7  2-2-2-1-2-3-2-3
06 Jul 94      15  2-2-3-3-2-2-3-5     *  2-3-4-2-*-2-2-3    11  2-2-3-3-2-2-3-4
07 Jul 94      20  3-4-3-2-4-3-4-4     *  5-4-4-4-*-4-2-2    16  3-4-3-3-4-3-3-3
08 Jul 94       5  2-1-1-1-2-1-2-2     *  1-2-2-3-*-1-1-1     5  2-2-1-1-2-2-2-2
09 Jul 94       5  1-0-0-1-2-3-2-1     *  2-1-1-1-*-2-1-*     6  2-1-0-1-2-3-2-2
10 Jul 94       5  1-0-2-1-1-2-2-2     *  *-1-1-1-*-2-*-*     5  1-1-1-1-2-2-2-2
11 Jul 94       5  2-2-0-1-1-1-2-2     2  1-1-0-1-1-1-1-1     5  1-1-0-0-2-2-2-2
12 Jul 94       2  2-1-0-0-0-1-0-0     *  1-1-0-1-1-1-0-*     3  1-1-0-0-1-2-1-2
13 Jul 94       4  1-1-1-1-1-1-1-2     *  *-0-1-1-*-2-1-1     4  2-0-1-0-1-1-2-2
14 Jul 94      27  2-2-2-4-5-5-4-5    28  1-2-2-4-5-6-3-4    24  1-1-2-4-5-5-4-5
15 Jul 94      22  5-3-3-3-2-3-3-5     *  5-3-3-3-*-2-3-4    17  4-3-3-2-3-3-3-4
16 Jul 94      31  6-4-2-5-3-3-4-4     *  5-5-*-*-*-4-4-3    26  5-4-3-5-4-3-3-3
17 Jul 94      14  3-4-2-3-3-2-2-3     *  *-4-*-*-*-3-2-3    17  4-4-3-4-3-2-3-3
18 Jul 94      11  3-3-3-2-3-2-2-2     *  2-2-*-*-*-1-2-1    11  3-3-3-3-3-2-2-2
19 Jul 94      11  3-3-3-2-2-2-2-3     *  3-3-*-*-*-1-2-2    12  3-3-3-3-2-2-2-3
20 Jul 94       5  2-1-2-1-1-1-1-2     *  2-1-*-*-4-1-0-1     7  2-1-3-2-2-2-1-2
21 Jul 94      11  2-3-3-3-2-2-2-3     *  2-3-*-*-*-1-*-*    13  2-3-4-3-3-2-2-3
22 Jul 94       6  2-3-2-2-2-0-1-1     *  2-2-1-*-2-0-1-*     6  2-3-2-2-2-1-1-1
23 Jul 94       8  1-3-1-2-2-2-2-3     *  *-2-1-4-3-2-1-1     7  1-3-1-2-2-2-2-3
24 Jul 94       9  1-2-2-2-1-2-2-4     5  2-2-1-2-1-1-1-2     7  2-2-2-1-2-2-3-3
25 Jul 94      12  3-3-2-2-3-3-2-3     *  2-3-2-*-*-*-*-*     9  3-2-2-2-3-2-2-3
26 Jul 94       5  1-2-1-1-1-1-2-2     *  0-1-1-*-1-1-*-*     6  1-2-1-2-1-2-2-3
27 Jul 94      13  2-5-2-1-2-2-2-3     *  *-5-2-*-1-1-1-2    11  3-5-2-2-1-2-2-3
28 Jul 94      20  4-3-3-3-3-2-5-3     *  *-4-2-*-4-3-3-*    15  3-4-2-3-3-3-3-3
29 Jul 94      14  4-3-3-1-2-3-3-3     *  3-3-3-*-4-4-5-2    12  3-3-3-2-2-3-3-3
30 Jul 94      11  4-3-2-1-2-2-2-3     *  *-*-*-*-4-3-1-*     9  3-3-2-2-2-2-2-3
31 Jul 94       7  2-2-1-2-2-1-2-3     *  *-2-*-*-*-1-*-3     8  3-2-1-3-2-2-2-3
01 Aug 94       8  3-2-2-1-1-1-2-3     *  *-*-*-*-0-1-2-2     7  3-2-2-2-2-2-2-2
02 Aug 94       5  2-1-1-1-1-1-2-2     *  *-*-*-*-*-*-*-1     5  2-1-1-1-1-2-2-2
03 Aug 94       5  1-1-2-2-1-1-2-2     *  *-*-*-*-1-*-*-*     5  2-1-0-1-1-1-2-2
04 Aug 94       3  1-1-1-0-2-1-0-2     *  *-0-*-*-0-1-1-0     3  1-0-0-0-1-2-2-1
05 Aug 94       6  2-3-2-1-1-1-2-1     *  2-*-*-*-0-*-*-*     5  2-2-1-2-1-1-1-1
06 Aug 94       5  1-2-2-2-1-1-1-1     *  1-0-*-*-2-*-1-*     5  1-2-2-2-2-2-2-1
07 Aug 94       4  1-0-1-0-2-1-2-2     *  1-*-*-*-*-1-0-1     3  0-0-1-0-1-1-1-1
