:Product: Daily Geomagnetic Data     2004_DGD.txt
:Issued: 1800 UT 07 Jan 2005
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
#  Please send comment and suggestions to SEC.Webmaster@noaa.gov
#
#                      2004 Daily Geomagnetic Data
#
#                Middle Latitude        High Latitude            Estimated
#              - Fredericksburg -     ---- College ----      --- Planetary ---
#  Date        A     K-indices        A     K-indices        A     K-indices
#------------------------------------------------------------------------------
2004 01 27    13  3 3 2 2 3 3 3 3    20  3 4 3 4 4 4 3 2    16  3 4 2 3 3 3 3 3
2004 01 28    24  5 4 5 3 3 3 3 2    29  3 3 5 4 5 5 3 3    19  5 4 4 3 3 3 3 2
2004 01 29     8  1 2 1 4 2 2 1 2    16  2 2 0 5 5 2 1 2    10  1 2 2 4 4 3 2 2
2004 01 30    19  2 3 3 5 4 3 3 2    40  2 2 3 7 6 5 2 3    17  2 3 3 5 4 3 3 3
2004 01 31    11  1 2 3 4 3 2 2 1    17  1 1 2 6 4 1 2 1    12  2 1 3 5 3 1 2 1
2004 02 01    10  2 2 2 2 3 3 2 3    11  1 2 1 3 4 3 2 2    11  2 3 2 2 3 3 3 3
2004 02 02    28  2 2 6 5 4 4 3 3    34  1 1 4 6 6 5 3 3    21  2 1 5 4 4 4 3 3
2004 02 03    16  3 3 4 3 3 3 3 2    31  3 3 5 5 5 5 3 2    17  4 3 4 3 3 3 3 2
2004 02 04    12  4 1 3 3 3 2 2 2    25  3 2 4 5 6 3 2 1    15  3 2 3 3 4 3 3 3
2004 02 05     8  3 2 3 2 1 1 2 1    18  4 2 4 5 3 2 2 1    14  3 3 3 4 3 3 3 2
2004 02 06    13  1 3 3 4 2 3 3 1    30  3 3 5 6 4 4 4 1    21  2 5 4 4 3 4 4 2
2004 02 07     5  1 2 3 2 1 0 1 0    23  2 2 4 5 5 4 1 3    11  2 2 3 3 3 3 2 0
2004 02 08     2  0 0 0 0 1 1 1 2     1  0 0 0 0 0 0 1 1     8  1 1 1 2 3 3 2 3
2004 02 09     3  1 0 1 0 2 1 2 1     9  1 0 4 2 3 2 2 2     8  2 1 1 2 3 3 3 2
2004 02 10     5  2 1 1 2 1 2 1 1     9  2 1 2 4 3 2 0 1     9  2 2 2 3 3 3 2 1
2004 02 11    12  2 0 0 3 4 3 4 2    57  0 0 1 6 6 7 7 3    26  2 1 1 4 5 6 5 2
2004 02 12    16  2 3 3 3 4 3 3 3    44  3 4 6 5 5 6 4 4    28  3 4 5 5 4 4 4 3
2004 02 13    16  3 4 2 3 3 3 3 3    50  3 4 6 6 6 6 4 3    21  4 4 4 4 4 3 3 3
2004 02 14    12  3 2 1 2 3 3 3 3    39  3 3 2 6 6 6 4 3    18  3 3 3 4 4 4 4 3
2004 02 15    13  4 3 2 3 2 3 2 2    37  3 4 5 6 3 6 3 3    18  4 4 3 5 3 3 3 2
2004 02 16     6  3 1 0 2 1 1 3 0     5  2 1 0 3 2 1 1 1     7  3 1 1 3 3 2 2 1
2004 02 17     4  1 1 0 3 1 1 0 1     3  0 1 1 1 1 1 0 2     5  2 2 1 2 2 1 1 2
2004 02 18     4  1 1 1 0 1 2 2 2    10  2 2 1 1 1 4 3 3     8  2 2 1 2 2 3 3 2
2004 02 19     5  2 1 1 3 0 1 1 2     8  3 3 2 2 0 1 2 2     5  2 1 1 1 2 3 2 1
2004 02 20     2  1 1 0 0 1 1 1 1     3  1 1 0 0 1 2 2 0     4  1 1 1 1 2 1 2 1
2004 02 21     4  2 1 0 1 2 1 1 1     9  1 1 0 2 5 2 1 1     7  2 1 1 2 3 3 2 2
2004 02 22     7  1 1 0 4 2 1 1 2    16  1 1 1 3 6 3 1 2     8  2 1 1 2 3 3 2 2
2004 02 23     9  3 2 2 2 3 2 2 2     7  2 1 2 3 2 2 2 1     8  2 1 2 2 3 3 3 2
2004 02 24     9  4 2 3 2 1 1 1 1    16  2 2 4 4 4 3 3 1    11  3 3 3 3 3 3 2 2
2004 02 25     3  1 1 1 1 2 0 1 1    11  2 1 3 5 3 0 1 0     8  2 1 2 3 3 3 2 2
2004 02 26     2  1 1 0 0 2 0 0 0     2  0 0 1 1 2 1 0 0     5  1 1 1 2 2 3 2 1
2004 02 27     8  1 3 1 2 2 1 3 2     6  0 2 1 3 1 0 3 2    11  2 3 1 3 2 3 4 3
2004 02 28    14  1 3 4 2 3 3 3 3    42  2 3 6 6 5 6 2 3    20  2 3 5 4 3 4 3 3
2004 02 29    17  2 2 2 5 4 2 3 3    39  1 2 2 7 6 5 3 3    21  2 3 3 5 5 4 3 3
2004 03 01    12  2 2 3 2 3 3 3 3    35  2 2 4 5 6 6 3 3    18  3 2 4 3 4 4 3 4
2004 03 02    14  4 3 3 1 3 2 3 3    40  4 3 6 4 6 6 2 2    17  4 3 4 3 4 3 3 3
2004 03 03     8  1 2 1 3 3 2 2 2    33  2 2 1 7 6 3 2 1    15  3 2 2 5 4 3 4 2
2004 03 04     4  1 1 1 2 1 1 2 1     6  1 1 1 4 2 1 1 0     7  2 2 1 3 2 3 2 2
2004 03 05     4  2 1 2 1 1 0 1 2     4  1 1 2 3 0 0 0 1     8  2 1 2 2 0 2 3 2
2004 03 06     3  1 2 1 0 1 1 1 0     1  0 1 0 1 0 0 0 0     5  2 2 1 2 2 2 2 1
2004 03 07     3  0 0 2 1 1 1 1 1     2  0 0 2 1 0 1 1 1     6  1 1 2 2 2 3 1 2
2004 03 08     2  1 1 2 1 0 1 0 0     3  1 0 3 2 0 0 0 0     6  1 1 2 2 2 3 2 1
2004 03 09    11  0 1 2 2 3 3 3 4    42  0 0 1 3 6 6 6 6    21  1 2 3 3 4 4 4 5
2004 03 10    36  5 6 5 3 4 2 3 5    47  4 5 7 4 6 4 3 3    40  5 6 6 4 5 3 3 4
2004 03 11    17  4 3 3 2 3 3 4 3    61  5 3 6 6 6 6 6 4    26  4 4 4 3 4 4 5 3
2004 03 12    19  5 4 4 2 2 3 2 3    36  3 4 6 5 5 5 3 2    23  5 5 4 3 3 4 2 3
2004 03 13    10  2 2 4 2 3 2 2 1    40  3 2 5 4 6 5 3 2    15  3 1 4 3 4 4 2 2
2004 03 14    12  3 2 3 3 3 2 3 2    40  3 2 5 7 5 4 4 2    16  3 3 4 4 4 3 3 2
2004 03 15    11  4 3 1 2 3 1 2 2    19  3 2 2 4 5 4 3 2    13  4 3 2 3 3 3 3 2
2004 03 16     6  2 1 0 2 2 2 2 2    11  3 2 1 4 2 3 1 2     8  3 2 1 3 2 3 2 2
2004 03 17     5  2 2 0 0 1 3 1 1     5  1 2 1 3 1 1 1 0     6  1 2 1 2 2 3 2 1
2004 03 18     8  3 3 1 2 2 2 1 2    14  2 3 4 3 4 2 2 2    10  3 3 3 3 3 2 2 2
2004 03 19     5  2 3 1 1 1 0 1 2     5  2 2 0 3 2 1 1 1     6  2 3 0 2 2 2 2 2
2004 03 20     7  2 3 1 1 2 2 2 2    11  2 3 2 2 3 4 1 1     9  3 3 1 2 2 3 2 2
2004 03 21     9  3 3 2 2 2 2 2 2    22  3 2 2 6 4 4 2 1    13  3 3 3 4 3 2 3 2
2004 03 22     8  2 2 3 1 2 2 2 2    11  2 3 3 3 2 2 3 2    11  3 3 3 2 2 3 3 3
2004 03 23     5  3 1 2 1 1 1 1 1     4  3 1 1 2 0 0 1 0     8  3 3 2 2 2 2 3 1
2004 03 24     1  0 1 0 0 1 0 0 1     1  1 1 0 0 0 0 0 0     4  1 1 1 2 2 2 1 0
2004 03 25     3  0 0 0 0 1 2 2 2     4  1 0 0 0 1 3 2 1     8  1 1 1 2 2 3 2 2
2004 03 26    10  2 1 2 1 3 3 3 3    24  0 1 1 1 6 6 3 2    11  1 0 2 1 3 3 3 3
2004 03 27    12  2 2 2 2 3 3 2 4    27  2 2 2 5 4 6 3 4    14  3 1 2 3 3 4 3 4
2004 03 28    12  3 4 3 2 3 2 2 1    35  4 5 6 5 4 4 3 2    17  3 5 3 3 3 3 2 2
2004 03 29     9  1 3 2 2 3 2 2 2    23  2 2 3 4 5 5 2 4    12  2 3 3 3 3 3 3 2
2004 03 30    11  2 2 3 3 3 3 2 1    28  2 2 4 6 6 3 1 1    12  1 2 4 4 4 3 2 1
2004 03 31     7  1 2 3 1 2 2 2 2    14  1 1 4 3 4 3 3 1     7  1 2 3 1 3 2 3 2
2004 04 01     2  0 0 1 0 1 0 2 1     3  1 0 0 1 2 1 1 1     3  0 0 1 1 2 1 2 1
2004 04 02     3  1 0 1 0 0 0 1 3     1  1 0 1 1 0 0 0 0     3  1 0 0 1 1 2 1 1
2004 04 03    21  2 3 2 2 4 4 4 5    56  2 3 4 4 6 7 7 3    23  2 3 4 3 4 4 5 5
2004 04 04    12  5 1 2 1 2 2 2 3     8  4 2 1 1 2 2 1 2    12  5 3 2 1 2 2 1 3
2004 04 05     9  1 1 0 1 3 2 4 3    38  0 0 0 2 5 6 7 4    14  1 1 0 1 3 4 5 4
2004 04 06    17  5 3 3 4 3 1 2 2    39  4 4 6 6 6 2 2 2    21  4 4 4 4 4 2 3 2
2004 04 07     7  2 3 2 1 1 2 2 2    14  2 3 4 4 3 2 2 2    10  3 3 3 2 2 2 2 3
2004 04 08    16  5 3 3 3 3 2 2 1    30  3 3 5 6 5 4 2 1    16  2 4 4 4 3 3 2 2
2004 04 09    11  3 3 4 2 2 1 2 2    25  3 5 5 5 3 3 2 1    16  3 5 4 3 2 2 2 2
2004 04 10    10  3 2 3 1 1 1 3 3    17  1 2 5 4 3 1 3 3    10  3 3 3 2 2 2 3 3
2004 04 11     6  3 2 2 1 1 1 2 1    10  2 1 3 4 2 2 1 2     8  3 2 3 2 2 2 2 2
2004 04 12     7  3 2 2 1 1 1 3 1    19  4 3 5 4 2 2 3 1    11  3 2 4 3 2 2 3 1
2004 04 13     5  2 1 1 1 2 1 2 1     7  1 1 2 3 3 1 1 1     6  2 2 2 2 2 2 2 2
2004 04 14     2  1 1 0 0 1 0 0 2     2  1 0 0 0 2 0 0 1     5  2 1 1 0 3 2 2 1
2004 04 15     3  1 1 0 1 1 0 2 2     4  0 0 0 1 2 2 1 3     6  1 1 1 1 2 2 2 3
2004 04 16    10  2 3 2 2 2 3 3 2    27  2 3 5 5 4 4 2 2    12  2 3 4 3 2 3 3 2
2004 04 17     6  1 3 1 1 1 1 2 2     8  2 2 2 2 3 3 1 1     9  2 3 2 1 2 3 3 2
2004 04 18     6  1 2 3 2 1 0 2 2    18  1 3 4 4 5 3 1 1    11  1 2 4 2 3 3 3 2
2004 04 19     4  2 2 1 1 1 1 1 1     8  1 2 3 4 2 1 0 0     6  2 2 2 2 2 2 2 1
2004 04 20     4  1 1 1 1 2 0 1 2     2  1 0 2 1 0 0 0 1     4  1 1 1 2 2 2 1 2
2004 04 21     6  1 3 1 1 2 1 2 1     4  0 2 1 1 1 2 1 1     5  1 3 1 2 2 2 2 1
2004 04 22     2  0 0 1 1 1 1 1 1     5  1 1 1 1 3 1 2 1     4  0 0 2 1 2 2 1 1
2004 04 23    16  2 2 4 4 3 3 3 3    34  2 3 4 5 6 6 2 2    20  2 3 4 4 5 4 2 3
2004 04 24     7  1 2 2 3 2 2 2 1    17  1 2 3 4 5 4 1 1    11  1 2 3 4 3 3 1 2
2004 04 25     7  1 2 3 2 2 1 1 2    17  2 3 5 4 4 2 1 1    12  1 3 4 3 3 3 2 2
2004 04 26     4  2 1 1 0 1 1 2 1     5  2 2 2 0 1 1 2 2     7  2 1 3 1 2 2 2 2
2004 04 27     5  1 2 1 1 1 2 2 1     2  1 2 0 0 0 1 1 1     5  1 1 1 1 2 2 2 2
2004 04 28     8  1 0 2 2 2 3 3 2     7  1 0 1 0 2 3 3 3     8  1 0 2 1 2 3 4 2
2004 04 29     3  1 2 1 0 1 0 1 2     3  1 1 2 1 0 0 1 1     4  1 2 1 1 2 2 1 2
2004 04 30     9  2 3 2 1 1 2 3 3    10  1 3 3 2 0 2 3 3    12  2 3 3 1 2 3 3 4
2004 05 01     8  3 2 2 2 2 1 1 3    10  3 3 3 3 2 2 1 0    13  3 3 3 3 3 3 3 3
2004 05 02     4  2 1 1 2 1 0 2 1     3  3 1 0 1 0 1 1 0     6  3 1 0 2 2 2 2 2
2004 05 03     6  1 2 2 1 2 2 1 2     6  0 2 3 2 2 1 1 2     7  2 1 2 2 2 2 2 2
2004 05 04     6  2 2 2 1 2 1 1 2    10  3 2 4 2 3 1 1 2    10  2 3 3 2 3 2 2 3
2004 05 05    12  2 2 3 3 2 3 3 3    23  2 3 4 5 3 5 3 2    13  2 3 3 3 3 3 3 3
2004 05 06    10  2 2 3 1 2 2 2 4    12  3 2 3 2 4 2 2 2     8  2 2 3 2 2 2 3 2
2004 05 07    13  3 3 3 2 2 2 2 4    31  3 5 5 4 5 5 1 2    17  3 4 4 2 3 4 3 2
2004 05 08     7  2 2 1 2 2 2 2 2     9  3 3 2 2 3 2 1 1    10  3 3 2 2 3 3 3 2
2004 05 09     3  1 2 1 0 1 1 1 1     8  2 3 1 3 3 1 0 1     6  2 3 2 1 2 3 2 1
2004 05 10     5  2 2 1 1 1 1 1 2     4  1 1 1 1 2 1 1 2     7  1 2 2 1 2 2 3 3
2004 05 11     8  3 2 2 0 1 1 3 3     6  3 2 2 0 1 1 2 2    10  3 3 1 1 2 2 3 4
2004 05 12     9  3 4 1 1 1 1 2 2    16  3 4 5 3 1 2 2 1    11  3 4 2 2 2 2 3 2
2004 05 13    17  2 2 5 5 1 1 3 2    21  1 3 6 4 3 3 2 2    13  2 3 4 3 3 3 3 3
2004 05 14     4  2 2 1 0 1 0 2 2     9  3 3 2 1 3 1 1 2     8  2 3 1 1 3 2 2 2
2004 05 15     7  3 2 2 2 1 1 1 2    10  2 3 3 4 1 2 1 1     9  4 2 2 2 2 2 2 2
2004 05 16     4  2 1 1 1 0 1 1 2     4  1 2 2 2 1 1 0 1     4  2 2 1 1 2 1 1 2
2004 05 17     3  1 1 0 1 1 0 1 2     2  1 1 0 0 0 1 2 1     5  2 1 0 1 2 3 2 2
2004 05 18     4  2 1 1 1 2 2 1 0     4  2 1 2 2 1 1 0 1     4  1 1 1 2 2 1 1 1
2004 05 19     6  0 1 1 1 2 3 2 2    11  1 1 0 2 3 5 2 2     6  1 2 1 1 3 2 2 2
2004 05 20    11  2 2 3 3 2 2 3 3    21  2 2 4 6 3 2 3 2    13  2 2 3 5 2 2 3 3
2004 05 21     6  3 2 2 1 1 1 1 1    11  3 3 2 3 3 2 2 1    10  3 3 3 2 3 3 2 2
2004 05 22     7  1 3 3 2 1 1 1 2    10  1 3 4 3 2 2 1 1    11  2 3 4 3 3 2 2 2
2004 05 23     9  3 3 2 3 2 2 2 2    15  3 3 2 3 4 3 3 2    12  3 3 2 3 3 2 3 3
2004 05 24     8  2 2 3 2 3 2 1 1    22  3 2 4 5 5 3 2 2    11  3 2 4 3 3 2 2 2
2004 05 25     5  2 1 2 1 1 1 1 2     6  2 1 2 3 2 1 1 1     8  2 1 3 3 3 2 2 2
2004 05 26     3  1 1 1 0 1 1 1 2     2  1 1 0 1 1 0 0 0     6  1 1 2 1 3 3 2 2
2004 05 27     5  3 1 2 1 1 1 1 1     6  2 2 3 3 0 0 1 1     6  1 1 3 2 2 2 2 1
2004 05 28     6  1 0 1 1 2 2 2 3    11  2 0 2 2 4 4 2 2     9  2 0 1 2 3 3 3 3
2004 05 29    12  3 2 2 3 3 2 3 3    19  3 3 3 5 4 2 2 3    14  3 3 3 4 3 3 2 3
2004 05 30    11  2 2 2 3 2 1 3 4    17  2 2 2 5 4 3 2 3    13  3 2 1 4 3 3 3 4
2004 05 31    11  4 2 2 2 2 2 3 2    19  3 3 3 5 5 1 2 2    14  4 2 3 3 3 3 3 2
2004 06 01    14  3 3 3 3 3 2 3 3    28  3 4 4 3 5 5 4 3    16  3 3 4 3 3 3 3 3
2004 06 02     9  2 2 2 1 2 2 3 3    15  3 3 3 3 4 3 2 2    11  3 2 2 3 3 2 3 3
2004 06 03     6  2 2 2 1 2 1 2 2    11  3 3 3 1 1 1 4 2     8  3 3 3 1 2 2 2 2
2004 06 04    14  3 3 2 3 3 3 3 3    -1 -1-1-1-1-1-1-1-1    11  3 3 2 3 3 3 2 3
2004 06 05     8  3 2 1 2 2 1 2 3    -1 -1-1-1-1-1-1-1-1    11  3 3 1 3 3 3 3 3
2004 06 06    12  3 3 3 2 3 2 3 2    -1 -1-1-1-1-1-1-1-1    11  3 3 3 3 3 2 3 2
2004 06 07     7  2 2 1 2 2 1 2 3    -1 -1-1-1-1-1-1-1-1     8  3 1 2 2 3 2 2 3
2004 06 08     6  2 1 1 2 1 2 2 2    15  3 3 1 5 2 3 2 2     9  3 2 1 3 2 3 2 1
2004 06 09    14  2 2 2 4 4 2 3 3    28  3 2 3 6 5 5 2 2    14  3 3 3 4 3 3 3 3
2004 06 10     8  2 3 1 1 2 2 3 2     7  2 3 2 0 2 1 2 2    11  3 3 2 2 3 3 3 3
2004 06 11     5  3 1 2 1 1 1 1 0     7  2 2 4 3 0 0 1 0    10  3 2 3 3 2 3 2 2
2004 06 12     5  1 2 2 2 2 2 1 0     2  0 2 2 0 0 0 0 0     7  1 2 3 1 3 2 2 2
2004 06 13     3  0 1 0 1 1 1 1 2     2  0 0 1 0 1 1 1 1     4  1 0 1 1 2 2 2 2
2004 06 14     9  2 1 2 2 3 2 3 2    15  1 1 3 3 5 3 3 2    11  2 1 3 3 4 3 3 2
2004 06 15    14  2 2 3 2 4 3 3 3    28  3 3 5 4 6 4 2 2    16  2 1 5 3 4 3 3 3
2004 06 16     7  2 1 3 2 2 1 1 2     8  3 2 3 2 2 1 1 2     7  2 2 3 2 2 2 1 1
2004 06 17     7  1 3 2 1 2 2 2 2     8  1 2 2 4 1 2 1 2     7  1 3 2 2 2 2 3 2
2004 06 18    10  1 2 2 2 3 2 3 3    18  2 2 3 4 4 2 4 4     8  1 2 2 3 2 3 2 2
2004 06 19     4  1 2 1 1 1 1 1 1     6  3 2 2 2 2 1 0 0     5  2 2 2 2 2 2 2 1
2004 06 20     3  1 1 1 1 1 1 1 1     2  1 0 1 0 0 1 1 1     3  1 1 1 1 2 2 1 1
2004 06 21     3  0 1 1 1 1 1 1 1     4  1 2 1 0 0 2 1 2     4  1 2 1 2 2 1 1 1
2004 06 22     1  0 0 0 1 0 0 1 1     1  1 1 0 1 0 0 0 0     4  1 0 0 1 2 2 2 1
2004 06 23     2  0 0 1 1 1 1 1 1     1  1 1 0 0 0 0 1 0     5  1 0 1 1 2 3 2 2
2004 06 24     4  0 1 2 1 2 1 1 1     2  1 1 1 0 1 0 0 0     6  2 1 3 1 2 2 2 1
2004 06 25     3  0 1 0 0 2 1 2 1     2  0 1 0 0 1 0 1 1     4  0 0 0 1 2 2 3 1
2004 06 26     8  0 1 1 2 3 3 3 1     4  0 1 1 1 2 1 2 1     7  1 1 0 1 3 3 3 3
2004 06 27     4  1 1 0 2 1 1 1 2     2  1 1 0 1 1 0 0 2     5  2 1 1 2 2 2 2 2
2004 06 28    11  2 4 1 2 2 1 3 3    -1  1 1 0 1 1 0 0-1    13  3 3 1 2 2 2 4 4
2004 06 29    15  3 3 3 2 2 4 3 3    29  5 5 4 4 5 3 3 2    20  4 4 4 3 3 3 4 3
2004 06 30     8  3 2 3 2 2 1 2 2    21  3 2 5 4 4 2 2 4    10  3 2 3 3 3 2 3 2
2004 07 01     9  2 2 3 2 2 1 3 2    24  2 3 5 6 3 3 2 2    13  3 3 3 3 3 3 3 2
2004 07 02     8  2 2 1 2 2 1 3 3     6  2 2 1 1 3 1 1 1     9  2 3 2 2 3 2 2 3
2004 07 03     5  2 1 1 1 1 2 2 1    10  2 2 3 3 4 1 1 1     9  2 1 2 3 3 3 3 1
2004 07 04     4  1 1 1 1 1 1 1 2     8  2 2 2 4 1 1 1 1     6  2 2 2 2 1 2 2 2
2004 07 05     5  1 2 1 1 1 2 2 2     4  2 1 0 1 2 1 1 2     7  2 2 0 1 2 2 3 3
2004 07 06     5  1 2 1 1 2 1 2 1     5  1 3 1 3 1 1 0 0     7  2 3 2 2 2 3 2 1
2004 07 07     2  0 2 1 0 1 0 0 0     3  0 2 1 1 2 0 0 1     5  1 2 1 1 2 2 1 1
2004 07 08     1  0 0 0 0 1 0 1 1     1  0 0 0 0 0 0 1 1     5  2 1 0 1 2 2 2 2
2004 07 09     4  1 1 1 0 2 2 1 1     3  2 2 2 0 0 0 1 0     5  1 2 2 0 2 3 2 1
2004 07 10     5  1 2 2 1 1 2 1 2     6  0 2 3 2 2 2 1 1     8  1 2 3 2 2 3 3 2
2004 07 11    13  2 1 1 3 4 2 3 4    12  3 1 0 3 4 1 3 3    14  3 2 1 3 3 2 3 4
2004 07 12    12  3 2 2 2 2 2 3 4    13  4 3 3 1 3 1 2 3    13  4 3 2 2 3 3 3 4
2004 07 13    11  4 3 3 2 2 1 2 2    14  3 3 4 1 3 3 3 1    16  4 3 4 2 2 3 3 3
2004 07 14     6  2 3 2 1 1 1 1 1    11  1 3 3 2 2 3 4 0     9  2 3 3 2 2 2 3 2
2004 07 15     7  1 0 0 1 1 2 3 4     3  1 1 0 0 0 1 2 2     9  2 1 1 1 2 3 3 4
2004 07 16     8  1 0 1 1 3 2 1 4     7  1 1 2 2 1 2 2 3    12  2 0 2 2 3 3 3 4
2004 07 17    13  5 3 3 2 2 1 1 2    28  5 4 4 6 4 2 1 1    24  6 4 5 3 3 3 3 2
2004 07 18     6  1 3 3 1 0 1 1 2     5  2 2 3 2 0 0 1 1     9  1 3 3 2 2 3 2 2
2004 07 19     8  1 3 1 2 1 2 2 3    16  2 1 4 5 3 3 1 2     9  1 3 2 3 2 3 3 3
2004 07 20     6  1 1 2 2 2 1 2 2     8  3 2 2 1 2 3 1 2     9  1 2 3 2 2 3 3 3
2004 07 21     5  3 2 1 0 1 1 0 2     4  2 2 3 0 0 0 0 0     6  2 1 2 1 1 3 2 2
2004 07 22    13  1 0 0 2 3 2 4 5    22  1 0 0 3 4 4 4 6    19  2 0 0 3 3 3 5 6
2004 07 23    21  4 4 4 4 3 4 2 2    79  4 5 8 6 6 7 3 1    47  5 6 6 6 5 5 3 2
2004 07 24    29  3 3 5 3 5 4 3 5    34  4 3 3 4 6 5 5 3    27  3 4 5 3 5 4 4 5
2004 07 25    64  6 6 5 5 5 6 5 6   138  6 8 7 7 8 7 6 5   122  6 7 7 8 6 7 6 7
2004 07 26    26  6 3 1 2 1 2 3 6    23  5 4 2 4 1 2 3 5    31  6 4 3 3 3 2 3 6
2004 07 27   119  7 7 6 7 8 7 4 5   212  6 6 9 9 9 8 5 5   162  8 7 8 8 9 7 5 5
2004 07 28    11  3 3 2 2 3 2 2 3    27  3 4 4 5 5 4 2 3    14  3 3 3 3 3 3 2 3
2004 07 29     6  2 2 2 1 1 2 2 1     9  3 3 2 3 1 2 1 1     9  2 3 3 2 2 3 2 2
2004 07 30     7  1 1 1 1 1 2 2 4     8  2 2 2 2 3 1 1 3     7  2 1 1 2 3 2 2 3
2004 07 31     7  2 2 2 2 2 2 2 2    20  4 2 2 3 5 5 2 1     9  2 2 2 2 3 3 3 3
2004 08 01     9  3 2 2 1 2 3 2 2     8  4 3 2 1 0 1 1 2     8  3 2 1 1 2 3 2 2
2004 08 02     5  1 1 2 2 1 0 1 3     9  1 2 4 4 0 0 1 2     8  2 1 3 3 2 2 2 3
2004 08 03     2  1 2 0 0 1 0 0 1     2  2 2 0 0 0 0 0 1     5  2 2 1 1 2 2 1 2
2004 08 04     2  0 0 1 1 2 1 1 0     2  0 0 0 0 2 2 0 0     4  1 0 0 1 2 2 2 1
2004 08 05     5  0 0 0 1 2 1 3 3     7  0 0 0 3 4 1 1 2     7  1 1 0 2 2 2 3 3
2004 08 06     3  2 0 0 0 1 1 2 2     4  2 1 1 0 1 0 2 2     7  3 1 1 1 2 2 3 3
2004 08 07    11  2 3 4 3 2 1 1 2    32  2 3 6 5 6 3 2 1    20  3 3 5 4 4 3 2 3
2004 08 08     2  2 1 1 0 1 1 0 0     2  1 2 1 0 1 0 1 0     5  2 2 1 0 2 2 2 2
