:Product: Daily Geomagnetic Data     1996_DGD.txt
:Issued: 1428 UT 22 Jul 1997
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
#  Please send comment and suggestions to sec@sec.noaa.gov
#
#                        1996 Daily Geomagnetic Data
#
#                 Middle Latitude        High Latitude            Estimated
#               - Fredericksburg -     ---- College ----      --- Planetary ---
#   Date        A     K-indices        A     K-indices        A     K-indices
#------------------------------------------------------------------------------
19 Jan 96       9  1-1-2-1-2-2-3-4     *  *-*-*-*-*-*-*-*     7  1-1-3-2-1-2-2-3
20 Jan 96      10  2-2-4-3-2-2-2-1     *  *-1-*-*-5-*-*-1    12  2-2-5-3-2-3-1-2
21 Jan 96       9  2-2-2-2-2-2-3-3     *  1-*-*-2-*-1-1-1     6  1-1-3-2-1-1-2-1
22 Jan 96       6  2-1-1-1-2-2-2-2     *  *-*-*-*-*-*-*-*     5  1-0-1-1-2-2-2-1
23 Jan 96       4  2-1-1-2-1-1-1-0     *  1-0-*-*-*-1-1-1     4  2-0-1-2-2-2-1-1
24 Jan 96       5  1-1-1-1-1-2-2-2     *  *-*-*-*-1-1-2-*     4  1-0-1-0-1-2-2-2
25 Jan 96       6  2-2-1-1-1-2-2-2     *  *-*-*-2-1-*-1-1     3  1-1-1-1-0-1-1-2
26 Jan 96       8  4-2-2-1-1-2-2-1     *  *-*-1-3-*-*-*-*     6  3-2-2-1-*-*-2-1
27 Jan 96       7  2-2-1-2-2-2-2-2     *  1-1-1-3-*-*-*-1     5  2-1-1-2-2-2-1-2
28 Jan 96       9  2-2-3-1-1-1-3-3     *  *-*-*-*-*-0-2-3     6  2-1-2-0-0-2-2-3
29 Jan 96      15  3-2-4-3-3-3-3-2     *  *-*-*-*-4-5-3-1    16  3-2-5-4-2-3-3-2
30 Jan 96       9  3-3-1-1-2-2-2-3     *  *-2-1-1-*-1-1-2     7  3-3-1-1-1-2-2-3
31 Jan 96       8  3-2-2-2-2-2-2-2     *  3-*-*-*-5-2-*-0     6  3-1-2-1-2-1-1-*
01 Feb 96       7  2-1-1-1-2-3-2-2     *  *-*-1-2-2-1-2-*     5  3-1-2-1-2-2-1-1
02 Feb 96       8  3-2-1-2-2-3-2-1     *  *-*-*-4-3-2-1-*     7  2-1-1-3-2-3-2-1
03 Feb 96       4  1-1-1-1-2-1-1-1     *  *-*-1-*-2-1-1-0     4  2-1-1-1-1-2-1-1
04 Feb 96       7  1-2-1-1-2-2-2-3     *  *-*-*-*-*-3-1-*     5  2-2-1-1-1-2-1-2
05 Feb 96       5  2-3-1-0-1-1-1-1     *  1-*-*-1-2-1-1-1     *  2-3-0-0-1-1-1-0
06 Feb 96       3  1-1-1-1-0-0-2-1     1  0-*-*-*-*-0-*-1     3  1-1-0-0-0-1-2-1
07 Feb 96       9  3-2-1-2-2-2-2-3     *  *-*-*-1-*-2-1-1     6  2-1-1-1-2-2-2-3
08 Feb 96       7  2-1-2-1-2-3-2-2     *  *-1-*-2-1-1-0-1     4  1-1-0-1-1-2-1-2
09 Feb 96       7  2-2-2-2-1-2-2-2     *  2-*-*-2-*-1-*-*     5  2-1-1-2-1-1-1-2
10 Feb 96      12  0-3-2-1-3-3-3-4     *  *-*-*-0-5-5-5-1     7  1-2-2-0-2-2-3-3
11 Feb 96      18  4-4-3-4-2-3-2-3     *  3-4-3-*-*-*-*-2    18  4-5-3-4-2-2-2-2
12 Feb 96      13  3-3-3-3-3-2-2-3     *  *-2-3-5-6-*-2-1    12  2-3-3-3-3-2-2-3
13 Feb 96      13  2-2-4-2-2-3-3-3     *  *-*-*-*-*-3-3-1    13  3-2-5-2-3-2-3-2
14 Feb 96      16  5-3-3-3-2-3-2-2     *  2-*-*-5-*-*-2-1    13  4-3-3-3-3-3-2-1
15 Feb 96       9  3-3-1-1-2-1-3-2     *  *-*-*-*-3-1-1-1     8  3-3-2-2-2-1-3-1
16 Feb 96       9  2-3-2-2-2-2-2-3     *  *-1-3-*-*-*-*-1     8  2-2-2-2-2-3-2-3
17 Feb 96       8  3-3-1-2-1-1-2-2     *  *-3-*-*-*-1-*-1     7  3-3-2-2-1-1-2-2
18 Feb 96      10  1-2-2-2-2-3-2-4     *  *-1-3-*-*-3-3-1     8  2-1-2-2-2-2-3-3
19 Feb 96       7  2-3-2-2-1-1-2-2     5  2-1-2-2-2-1-1-1     7  2-3-3-2-1-0-1-2
20 Feb 96       7  2-2-2-1-3-2-1-2     9  1-*-*-*-*-2-0-0     6  2-2-2-1-2-2-1-2
21 Feb 96       6  2-2-2-1-2-1-1-2     *  0-*-*-*-1-1-1-0     5  1-2-2-1-1-1-2-2
22 Feb 96       9  2-3-3-1-2-2-2-2     *  *-*-*-*-2-1-0-0     7  2-3-3-1-0-1-1-1
23 Feb 96      12  3-3-2-3-3-3-2-2     *  *-*-*-*-*-5-3-1    21  3-3-3-3-4-3-3-6
24 Feb 96      15  3-4-3-3-2-2-3-3     *  *-*-*-*-*-*-*-3    17  3-5-4-3-2-2-3-3
25 Feb 96      14  3-2-3-2-2-4-3-3     *  *-2-4-2-*-5-2-2    14  3-2-4-2-3-3-3-3
26 Feb 96      12  3-3-2-3-3-2-2-3     *  *-*-3-6-*-*-*-3    12  3-2-3-3-3-2-2-3
27 Feb 96      11  2-3-2-1-2-2-4-3     *  2-3-*-*-*-*-2-2    11  2-3-3-2-2-3-3-3
28 Feb 96       8  3-3-2-2-1-1-1-2     *  *-*-*-*-*-*-*-*     7  2-3-2-2-1-2-2-1
29 Feb 96       6  1-2-1-1-2-2-2-2     *  1-1-2-*-*-*-2-2     6  1-2-1-2-3-2-2-2
01 Mar 96       4  1-1-1-2-1-1-1-1     *  1-*-*-*-*-*-1-1     5  1-2-1-3-1-2-1-0
02 Mar 96       4  1-2-1-0-1-1-1-2     *  1-1-*-*-*-*-*-*     4  0-1-0-0-0-1-1-1
03 Mar 96       7  2-1-2-2-2-2-2-2     *  *-2-3-*-4-*-*-*     6  1-1-2-2-2-2-2-1
04 Mar 96       9  2-3-2-2-2-3-2-2     *  1-2-3-4-4-2-1-*     8  2-3-2-1-2-3-2-1
05 Mar 96       6  2-2-2-1-2-1-2-2     *  *-*-*-3-*-2-2-0     6  2-2-2-1-1-2-2-2
06 Mar 96       4  0-1-1-2-2-2-1-1     *  0-0-1-4-3-3-1-0     5  1-0-1-3-2-2-1-2
07 Mar 96       2  1-0-1-1-1-1-1-0     *  *-1-2-2-3-1-1-1     4  1-1-1-1-1-1-1-1
08 Mar 96       7  1-3-3-3-2-1-0-0     *  0-3-4-5-4-1-*-0     8  1-3-3-3-2-0-2-1
09 Mar 96       8  2-2-2-2-1-2-3-2     *  0-1-*-*-*-*-*-*     7  1-3-2-2-2-2-2-1
10 Mar 96       8  1-1-3-2-2-2-2-3     *  *-*-*-*-*-*-*-*     9  2-2-3-2-2-2-2-4
11 Mar 96      24  5-5-4-3-3-2-3-3     *  *-*-*-*-*-*-*-*    26  5-6-4-3-3-3-2-3
12 Mar 96      11  2-3-2-2-3-2-3-3     *  *-*-*-*-*-*-*-*    12  3-4-3-2-3-3-2-3
13 Mar 96      16  3-3-2-5-3-3-2-2     *  *-*-*-*-*-*-*-*    17  3-3-3-5-4-2-2-2
14 Mar 96       9  3-2-3-2-1-1-2-3     *  *-*-*-*-*-*-*-*     9  3-2-3-3-2-1-2-2
15 Mar 96       6  2-2-2-1-1-2-2-1     *  *-*-*-*-*-*-*-*     7  2-3-2-2-2-2-2-2
16 Mar 96       9  2-3-2-3-2-2-1-2     *  *-*-*-*-*-*-*-*     8  2-3-2-3-2-2-2-2
17 Mar 96      12  4-3-3-2-2-2-2-2     *  *-*-*-*-*-*-*-*    12  3-4-3-3-3-2-2-2
18 Mar 96       9  3-3-2-2-2-1-2-2     *  *-*-*-*-*-*-*-*     8  3-3-1-3-2-2-2-2
19 Mar 96      12  1-3-3-3-2-2-3-3     *  *-*-*-*-*-*-*-*    12  1-3-3-3-3-2-2-3
20 Mar 96      19  3-4-2-3-3-3-4-4     *  *-*-*-*-*-*-*-*    17  3-3-3-4-3-3-4-3
21 Mar 96      29  5-3-4-3-4-4-5-4     *  *-*-*-*-*-*-*-*    22  4-3-3-3-4-4-4-4
22 Mar 96      15  2-3-2-3-3-3-4-3    23  4-3-2-4-5-4-4-2    14  2-3-3-4-3-3-3-3
23 Mar 96       7  3-3-1-1-1-1-2-2     7  2-2-2-3-2-2-2-1     7  3-3-2-2-3-2-1-2
24 Mar 96      15  4-2-2-2-3-3-3-4    31  3-2-3-4-6-6-3-3    13  4-2-2-2-3-3-3-4
25 Mar 96      14  4-3-3-2-3-3-2-2    40  4-4-4-3-6-7-2-1    13  4-3-3-2-3-3-2-2
26 Mar 96       8  3-3-2-1-2-2-2-1    17  2-4-5-2-3-4-1-2     9  3-4-3-1-2-2-2-2
27 Mar 96       9  3-2-1-3-2-1-2-3     9  2-2-2-4-3-2-1-1     9  3-3-2-3-2-2-2-2
28 Mar 96       9  2-3-2-3-2-1-2-2    14  1-3-2-4-5-2-2-1     9  2-3-2-3-3-2-2-2
29 Mar 96       8  2-1-2-2-2-2-2-3     *  1-1-1-2-2-1-1-*     6  2-2-1-1-2-2-2-3
30 Mar 96       6  2-2-1-1-1-2-2-2     *  2-1-1-2-1-*-*-*     6  2-2-2-1-2-2-2-2
31 Mar 96       6  2-2-2-2-1-1-2-2     *  *-*-*-*-*-*-*-*     6  2-2-1-2-1-2-2-1
01 Apr 96      10  3-3-3-2-2-1-2-2     *  *-*-*-*-*-*-*-*     8  3-3-3-2-2-1-2-2
02 Apr 96       4  1-1-1-1-1-1-1-2     *  *-*-*-*-*-*-*-*     3  1-1-1-1-1-1-1-2
03 Apr 96       7  2-1-1-2-2-2-2-3     *  *-*-*-*-*-*-*-*     4  1-0-0-1-2-2-1-2
04 Apr 96      12  3-2-3-2-4-2-2-2     *  *-*-*-*-*-*-*-*    11  3-2-3-1-4-3-1-2
05 Apr 96       7  3-1-2-1-1-2-2-2     *  *-*-*-*-*-*-*-*     5  2-0-2-1-1-2-1-2
06 Apr 96       3  1-1-2-1-1-1-0-1     *  *-1-1-2-0-0-0-0     3  1-1-1-1-1-1-1-1
07 Apr 96       2  0-1-0-1-0-0-1-1     1  0-0-0-2-2-0-0-0     3  0-0-1-1-2-1-1-1
08 Apr 96       6  1-1-1-1-2-2-2-3     *  0-1-0-1-1-1-0-2     4  0-1-1-1-2-2-1-3
09 Apr 96      11  3-2-3-2-2-3-2-3    10  2-2-4-2-1-3-2-2    10  3-3-4-1-2-3-2-2
10 Apr 96       8  4-2-2-2-1-1-1-2     7  1-2-2-4-1-1-1-1     7  3-2-2-3-1-1-1-1
11 Apr 96      10  2-3-2-1-3-3-1-3     6  2-2-1-2-3-2-1-1     8  3-3-2-1-2-2-1-3
12 Apr 96      18  4-4-3-4-3-2-2-3     *  3-4-6-7-5-5-*-3    24  4-5-5-5-4-3-2-3
13 Apr 96       9  2-2-1-1-2-2-2-4    10  2-2-1-3-3-4-1-2     9  2-3-2-2-2-2-2-3
14 Apr 96      28  3-4-5-2-4-2-3-6    36  3-4-6-5-5-3-2-5    27  3-5-5-3-4-3-3-6
15 Apr 96      15  4-3-4-2-2-2-3-3    27  5-3-6-5-3-3-2-1    16  4-3-5-3-2-2-2-3
16 Apr 96      11  2-2-2-2-2-3-2-4    12  2-2-7-5-5-4-2-2    16  5-3-4-3-2-2-2-3
17 Apr 96      30  4-5-3-3-3-5-4-5    21  4-4-5-5-5-6-2-3    30  6-5-4-4-3-4-3-4
18 Apr 96      20  4-5-3-3-3-2-3-3    20  4-5-5-6-5-5-3-3    35  7-5-4-4-3-3-3-3
19 Apr 96      23  3-4-4-4-3-4-4-3    17  3-4-5-6-6-6-5-7    47  3-3-5-5-4-4-7-7
20 Apr 96      12  3-3-2-3-3-2-3-2    17  3-4-3-6-6-3-1-2    18  6-4-3-4-4-5-3-2
21 Apr 96      12  4-2-3-3-2-2-2-2     *  3-*-4-4-3-1-0-1    12  3-2-4-4-3-2-2-3
22 Apr 96      10  3-4-2-2-2-2-2-1     5  2-0-2-3-2-1-1-1     9  3-4-2-2-2-2-2-2
23 Apr 96      13  3-4-3-2-2-2-3-2     7  1-3-3-3-1-1-1-0    14  4-5-3-2-2-2-3-3
24 Apr 96       5  2-2-1-1-1-1-2-2     1  1-0-0-1-1-1-1-0     5  2-2-1-1-2-1-2-2
25 Apr 96       6  3-2-1-1-2-1-1-1     1  1-1-0-0-1-0-0-1     5  2-2-1-1-2-1-2-2
26 Apr 96       6  3-2-1-1-1-1-2-1     1  1-0-0-1-0-1-0-0     5  2-2-1-1-2-2-2-2
27 Apr 96       8  1-1-1-1-2-1-3-4     2  0-0-0-2-1-0-2-1     7  1-1-1-1-2-2-2-3
28 Apr 96       5  2-2-2-1-1-1-1-1     2  1-2-0-1-0-0-0-1     5  2-2-2-1-1-2-2-2
29 Apr 96       6  1-2-1-2-2-1-2-2     *  *-*-*-*-*-*-*-*     5  2-2-1-1-1-2-2-2
30 Apr 96       6  2-2-1-1-2-2-2-1     2  0-0-0-3-1-0-0-0     6  2-2-1-2-2-3-2-1
01 May 96       7  1-3-3-1-1-1-2-1     2  1-2-2-0-0-0-0-0     8  1-3-3-1-1-2-2-2
02 May 96       7  2-2-3-1-2-1-2-2     5  1-1-2-4-0-0-0-1     8  2-1-3-2-3-2-2-2
03 May 96       8  1-2-1-1-3-2-2-3     *  *-*-*-*-*-*-*-*     5  2-1-2-1-2-2-1-1
04 May 96      10  3-2-1-2-3-2-2-3     *  *-*-*-*-1-*-0-*    10  3-3-2-2-2-2-2-2
05 May 96       9  3-3-3-2-2-1-1-1     1  0-1-0-1-2-0-0-0     7  2-3-3-2-2-2-2-1
06 May 96       6  2-2-1-1-2-1-2-2     0  1-0-1-0-0-0-0-0     6  2-2-2-1-2-1-1-3
07 May 96       6  3-1-0-2-2-1-2-2     1  1-0-0-2-0-0-1-0     6  3-1-0-2-2-1-2-2
08 May 96       8  3-2-3-2-1-1-2-1     4  1-1-4-1-0-0-0-0     8  3-2-3-2-2-2-2-1
09 May 96       7  1-3-1-1-2-2-2-2     2  0-0-0-0-2-1-0-0     6  2-3-1-1-2-2-2-2
10 May 96       7  1-3-1-2-1-1-3-2     1  1-1-0-0-1-0-1-1     6  1-3-1-1-1-2-2-2
11 May 96       5  1-2-1-1-2-1-1-2     0  1-1-0-0-0-0-0-0     5  2-2-1-1-2-2-2-1
12 May 96       5  1-1-1-1-1-1-2-3     1  1-0-0-1-0-0-1-1     6  2-1-1-1-2-1-2-2
13 May 96      14  3-2-3-3-3-3-3-3     *  3-3-*-*-1-1-1-2    14  4-3-4-3-2-3-3-3
14 May 96      14  4-3-2-2-2-2-3-4     *  2-2-3-4-2-1-1-2    13  4-3-3-2-2-2-3-3
15 May 96      10  1-1-3-2-3-3-3-2     *  1-1-2-3-3-1-2-0     8  1-1-3-1-3-2-2-2
16 May 96      13  2-3-4-2-3-3-2-2     *  *-*-*-*-*-*-1-0    10  2-3-4-2-2-2-2-2
17 May 96      11  2-3-3-4-2-1-2-2     *  0-0-*-2-0-*-0-1    12  3-3-3-4-2-2-2-2
18 May 96       4  1-2-1-1-1-1-1-1     *  0-0-*-2-0-*-0-1     4  1-2-0-0-1-2-1-1
19 May 96       7  2-0-2-2-2-2-3-2     *  *-0-2-2-2-*-*-*     5  1-0-2-2-1-2-3-2
20 May 96      12  3-1-1-2-3-2-3-4     *  *-1-2-0-5-0-*-*    11  4-1-1-2-3-3-3-3
21 May 96      12  3-3-2-3-2-3-3-1     *  *-1-3-2-2-2-*-*    11  4-3-3-3-2-2-3-*
22 May 96       8  1-1-1-2-2-2-2-4     *  *-0-0-*-1-1-1-1     6  2-1-1-1-2-2-2-3
23 May 96       6  2-2-2-0-2-1-2-2     *  1-1-0-0-0-0-0-1     5  2-2-2-1-1-2-2-2
24 May 96       8  2-2-2-2-2-1-3-2     *  2-*-*-0-0-0-1-1     7  2-2-2-1-2-2-3-2
25 May 96       7  2-3-0-1-2-1-2-3     *  1-*-*-1-0-0-1-3     8  2-4-0-1-2-2-2-3
26 May 96       6  3-2-2-1-1-2-1-1     *  3-*-*-2-0-*-0-0     7  3-2-3-1-2-2-1-1
27 May 96       8  0-1-1-2-2-3-3-3     *  0-0-3-*-*-*-2-1    10  1-0-2-3-3-3-3-2
28 May 96       5  2-2-1-1-1-1-2-2     *  0-0-1-*-0-0-2-0     5  2-2-2-0-1-2-1-1
29 May 96      11  2-2-2-3-3-3-3-3     2  0-0-1-1-1-1-1-2    10  1-1-2-3-3-3-3-3
30 May 96       9  3-2-2-2-2-2-2-3     *  1-0-2-2-1-0-1-0     8  3-1-2-3-2-2-2-2
31 May 96       8  2-2-2-2-2-2-2-3     *  *-1-1-2-1-1-1-1     8  2-2-3-3-1-2-2-3
01 Jun 96       5  2-2-1-1-2-1-1-2     *  1-1-1-0-1-1-0-0     5  2-2-1-1-1-2-1-1
02 Jun 96       5  2-1-1-1-1-1-2-2     *  0-0-1-0-0-1-1-1     6  1-1-1-1-1-3-3-2
03 Jun 96       4  1-1-1-2-1-1-1-2     *  0-0-1-3-1-*-1-0     5  1-1-1-2-1-2-2-2
04 Jun 96       7  2-2-1-1-1-2-3-2     *  0-0-2-1-0-1-1-0     5  1-2-2-1-1-2-2-2
05 Jun 96       7  1-2-2-1-1-2-2-3     3  0-0-2-2-0-0-1-2     7  1-2-2-2-1-2-2-3
06 Jun 96      16  3-4-4-4-2-2-2-2     *  1-2-4-3-2-2-0-1    17  2-4-4-4-2-3-2-1
07 Jun 96       4  1-1-1-1-2-1-2-1     *  1-0-1-1-1-*-1-0     5  2-2-2-2-1-1-2-1
08 Jun 96       6  1-1-2-2-1-1-3-1     2  0-0-1-2-0-0-1-1     5  0-1-2-2-2-2-2-2
09 Jun 96       4  1-1-1-1-1-2-1-2     *  0-0-1-0-1-1-1-1     5  2-1-2-1-1-1-2-1
10 Jun 96       6  2-2-1-2-2-1-2-2     *  1-1-1-1-1-0-1-0     6  1-3-1-2-2-2-2-1
11 Jun 96       7  0-2-2-2-2-2-1-3     *  0-0-1-0-1-0-0-0     4  0-1-1-1-1-2-2-2
12 Jun 96       6  2-2-2-1-1-2-2-1     *  0-0-1-1-1-0-0-0     5  1-2-2-1-1-1-1-1
13 Jun 96       3  1-2-1-1-0-0-1-1     *  0-0-1-0-0-0-1-0     3  1-2-0-0-0-1-0-1
14 Jun 96       5  2-2-1-1-1-1-2-1     *  0-0-1-1-0-0-*-0     4  1-1-1-1-2-2-1-2
15 Jun 96       8  2-2-1-2-2-2-3-2     *  0-0-1-0-1-1-2-1     5  1-1-1-2-1-2-3-2
16 Jun 96       5  2-3-1-0-2-1-1-1     *  *-2-1-1-1-0-1-1     5  2-2-0-1-2-1-1-1
17 Jun 96      11  2-3-1-3-3-2-2-3     *  1-1-1-2-2-0-1-1     8  2-3-1-3-2-2-2-2
18 Jun 96       6  1-1-2-2-1-1-2-3     *  0-0-1-0-*-1-0-2     5  1-1-1-1-1-1-1-3
19 Jun 96      17  5-4-3-2-2-2-2-3     *  4-2-2-5-1-1-*-1    12  4-4-3-2-2-2-2-2
20 Jun 96       8  3-2-2-2-2-2-2-2     *  2-1-1-3-1-0-0-0     6  3-2-1-2-2-1-2-1
21 Jun 96       6  2-1-2-1-2-1-2-2     *  0-0-0-3-0-0-0-0     5  1-0-2-2-2-2-2-2
22 Jun 96       5  2-0-1-1-2-2-2-2     0  1-0-0-0-0-0-0-1     4  2-0-0-0-2-2-2-2
23 Jun 96       5  2-1-1-1-2-2-2-1     *  1-0-0-1-*-*-0-1     3  1-1-0-1-2-2-1-1
24 Jun 96       6  3-2-1-1-1-2-2-1     *  2-1-0-0-1-0-1-0     7  3-2-2-1-2-2-3-2
25 Jun 96       5  1-1-0-1-1-1-2-3     *  0-0-0-0-0-0-0-0     4  1-0-0-1-1-1-2-3
26 Jun 96       5  2-1-1-1-2-1-2-2     *  0-0-1-0-*-0-1-0     5  2-1-1-1-1-2-1-2
27 Jun 96       7  2-2-2-2-2-2-2-2     *  0-1-1-3-0-0-0-0     6  1-2-2-3-1-2-2-2
28 Jun 96       7  3-2-2-1-2-1-2-2     *  2-1-1-0-1-0-0-1     6  2-2-3-1-1-1-2-2
29 Jun 96      10  2-1-1-2-3-3-3-3     *  1-0-0-0-3-1-1-0     9  3-2-1-1-2-3-3-3
30 Jun 96       7  2-2-3-1-2-1-2-2     *  1-2-3-0-0-0-0-1     8  2-3-3-1-1-2-2-2
01 Jul 96       9  2-1-1-1-2-1-4-3     *  0-1-0-0-1-0-1-2     7  1-1-0-0-2-2-3-3
02 Jul 96      10  3-3-1-2-2-3-2-2     *  *-1-0-0-0-0-1-2     7  3-2-1-1-1-2-2-3
03 Jul 96      14  3-4-3-2-3-3-2-2     *  *-*-*-*-*-*-*-*    12  3-4-3-3-2-2-2-2
04 Jul 96      13  3-4-3-2-2-2-3-2     *  4-3-2-1-1-1-0-1    11  3-4-4-2-2-2-2-2
05 Jul 96      12  3-4-2-3-3-2-2-1     *  3-1-3-2-2-1-0-0    12  3-4-3-4-2-2-2-2
06 Jul 96       6  1-2-1-2-2-2-1-2     *  1-0-1-4-2-1-0-0     6  0-2-1-2-2-2-2-2
07 Jul 96      12  2-3-3-2-3-3-3-2     *  0-3-2-*-2-1-1-0     9  1-3-4-1-2-3-2-1
08 Jul 96      12  2-2-3-3-3-3-2-3     *  1-2-3-3-*-1-1-1    11  2-2-4-2-3-3-2-3
09 Jul 96       5  2-2-1-1-2-1-1-1     0  1-1-1-1-0-0-0-0     4  2-2-1-1-1-1-1-1
10 Jul 96       4  1-1-2-1-1-1-1-1     *  0-0-0-0-0-0-0-0     4  0-1-2-1-1-2-2-1
11 Jul 96       7  1-1-2-1-3-2-2-2     *  0-1-0-0-3-0-*-0     5  1-1-1-1-2-2-3-1
12 Jul 96      11  2-3-3-2-2-2-3-3     *  1-1-3-2-1-1-*-2     9  2-3-3-2-2-3-2-2
13 Jul 96       9  3-1-1-1-3-2-2-3     *  2-1-*-*-4-*-0-0     6  3-1-1-2-2-2-2-2
14 Jul 96       8  2-2-2-2-1-1-3-3     *  1-1-1-*-*-*-1-1     6  2-2-2-1-1-1-2-3
15 Jul 96       8  2-1-2-2-1-1-3-3     *  2-1-1-*-*-*-1-0     9  2-1-1-2-3-3-3-2
16 Jul 96       8  2-1-2-2-2-2-1-3     *  0-*-*-3-0-0-0-*     6  1-2-1-2-3-2-2-1
17 Jul 96      14  4-3-2-2-3-3-3-2     *  3-2-1-3-*-1-1-1    11  4-3-2-2-3-2-2-2
18 Jul 96       7  2-1-2-1-2-3-2-2     *  2-2-1-0-1-3-*-*     7  3-3-2-1-1-2-2-2
19 Jul 96       6  2-2-1-1-2-2-1-2     *  0-1-0-0-0-*-0-0     5  2-2-1-1-1-1-1-2
20 Jul 96      13  3-3-3-2-3-3-3-2     7  1-1-0-5-1-0-0-0    10  3-3-3-3-3-2-2-1
21 Jul 96      10  2-2-2-2-3-3-3-2     5  2-0-0-4-0-1-1-1     6  2-2-1-2-2-3-2-2
22 Jul 96      10  3-3-2-1-2-2-3-2     1  1-0-2-0-0-0-0-1     6  2-3-2-1-1-1-2-2
23 Jul 96       7  2-3-1-1-2-2-2-2     *  *-*-1-1-2-0-0-0     6  2-3-1-2-1-2-1-1
24 Jul 96       6  1-1-1-2-1-1-2-3     0  0-1-1-0-0-0-0-0     5  1-1-1-2-1-2-1-2
25 Jul 96       7  2-1-2-2-2-2-2-2     4  1-2-0-3-1-1-1-0     6  2-2-1-2-1-2-3-2
26 Jul 96       7  2-2-2-1-2-2-2-2     *  1-1-1-0-0-0-0-1     5  2-2-2-1-1-2-2-2
27 Jul 96       5  1-2-2-1-2-2-1-0     *  *-*-*-*-*-*-*-*     5  1-2-1-2-1-2-1-1
28 Jul 96      10  1-2-1-1-3-2-4-3     2  1-1-2-0-1-0-0-0    10  2-1-1-1-2-4-4-2
29 Jul 96       7  1-3-2-2-2-2-1-1     5  0-3-2-2-3-0-0-0     8  2-3-3-1-2-2-2-1
30 Jul 96       9  2-2-3-2-2-1-2-3     2  1-0-1-1-2-0-1-1     9  2-2-3-1-2-2-3-3
31 Jul 96      19  4-2-3-4-4-3-3-3    17  2-1-1-4-6-3-1-1    14  3-2-2-4-4-3-3-3
01 Aug 96      15  3-3-3-2-3-3-2-4     *  1-2-2-3-4-*-*-*    12  2-3-3-2-3-3-2-3
02 Aug 96      11  3-2-2-3-3-3-2-2    13  2-1-4-5-3-1-1-1    11  3-1-3-4-3-2-1-2
03 Aug 96       8  2-3-2-2-2-2-2-2     9  1-1-2-5-1-1-1-1     7  2-3-2-3-2-1-2-2
04 Aug 96       9  1-2-3-3-2-2-2-2     5  1-2-3-3-1-1-0-0     6  1-1-3-3-1-2-2-1
05 Aug 96       8  2-3-2-2-2-1-2-2     *  *-*-*-*-*-*-*-*     7  2-3-2-1-2-2-2-2
06 Aug 96       8  2-2-1-2-2-2-3-2     4  1-0-1-3-3-1-0-0     9  1-3-1-1-3-3-3-2
