:Product: Daily Geomagnetic Data 2001_DGD.txt
:Issued: 1800 UT 07 Jan 2002
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
#  Please send comment and suggestions to sec@sec.noaa.gov
#
#                          2001 Daily Geomagnetic Data
#
#                Middle Latitude        High Latitude            Estimated
#              - Fredericksburg -     ---- College ----      --- Planetary ---
#  Date        A     K-indices        A     K-indices        A     K-indices
#------------------------------------------------------------------------------
2001 03 16     1  0 0 0 0 2 0 0 1     3  0 0 0 3 0 1 1 0     2  0 0 0 0 1 2 2 1
2001 03 17     2  0 0 0 0 2 1 1 1     2  0 0 0 0 1 1 2 1     4  0 0 0 0 2 3 2 1
2001 03 18     5  2 2 2 1 2 0 0 2     8  1 2 2 4 3 1 0 1     7  3 3 2 2 1 2 2 2
2001 03 19    19  2 2 1 2 4 4 5 4    46  0 2 3 3 6 7 6 4    22  2 2 3 3 4 5 5 4
2001 03 20    27  4 4 4 5 4 4 3 3   105  4 5 7 7 7 8 6 4    66  5 5 6 6 7 6 4 3
2001 03 21     7  3 3 3 1 1 1 1 1    -1  2 1 3-1-1-1 0 1    19  4 3 3 1 2 2 2 2
2001 03 22     9  1 1 1 0 3 4 2 3     8  1 1 0 0 2 4 3 2    10  1 0 1 1 3 4 2 3
2001 03 23    17  2 4 3 4 3 3 3 3    31  2 3 4 5 5 6 3 2    21  3 4 4 4 3 4 3 3
2001 03 24     6  1 3 2 1 2 2 2 0    25  2 3 5 5 5 4 2 0    13  1 3 4 3 3 3 3 2
2001 03 25     5  0 2 2 2 2 1 1 1     7  0 1 3 4 2 0 1 0     8  1 2 3 3 2 2 3 2
2001 03 26     2  0 0 0 1 1 1 0 2     6  0 0 0 3 4 0 0 1     6  0 0 1 1 3 2 3 2
2001 03 27    16  4 2 2 1 2 1 4 5    19  3 3 1 4 2 2 4 5    18  4 2 2 3 2 3 4 5
2001 03 28    19  2 1 4 4 5 3 2 3    40  3 2 5 6 6 5 4 3    31  2 2 4 6 6 4 3 4
2001 03 29    17  4 4 4 2 3 3 2 2    26  3 5 5 4 4 4 2 2    22  4 4 5 3 3 4 2 3
2001 03 30     8  2 2 1 1 2 1 3 3    14  1 2 3 3 4 4 2 2    10  1 2 2 3 3 3 3 3
2001 03 31   115  6 8 7 5 6 5 8 5    93  5 7 6 4 6 8 6 5   155  6 8 9 6 7 7 8 6
2001 04 01    26  5 5 5 1 3 2 3 4    28  3 4 6 4 3 3 3 4    30  4 5 6 3 3 3 4 4
2001 04 02    12  4 2 3 1 2 2 3 3    23  4 4 5 3 3 4 3 2    20  4 4 4 3 3 3 3 4
2001 04 03     5  2 1 1 1 1 3 1 1     7  2 2 1 1 1 3 2 2     5  2 1 1 1 2 3 2 2
2001 04 04    12  2 1 1 1 4 3 4 2    19  2 2 1 4 5 4 4 1    15  2 2 2 2 3 4 5 2
2001 04 05    11  1 1 3 3 2 3 3 3    27  2 1 5 6 3 4 4 2    19  2 2 4 5 3 4 4 4
2001 04 06    11  2 1 3 2 1 2 4 3    18  2 1 3 4 5 3 3 3    12  1 1 3 3 3 3 3 3
2001 04 07    17  3 4 2 2 2 2 5 3    36  3 5 6 4 3 5 5 2    16  3 4 3 2 2 4 4 3
2001 04 08    33  3 2 4 5 5 4 5 5    -1  3 1 3-1-1-1-1-1    41  3 1 4 6 6 4 5 5
2001 04 09    17  2 4 4 3 3 4 3 2    -1 -1-1-1-1-1 5 3 2    19  2 4 4 4 3 5 3 2
2001 04 10     7  3 0 1 2 3 1 1 2    -1  2 2-1 3 4 3 2 4     9  3 1 2 2 3 3 2 2
2001 04 11    50  2 2 2 1 3 7 6 7   100  2 3 4 5 6 8 7 8    60  3 3 3 2 4 8 6 7
2001 04 12    29  6 6 4 3 3 2 1 2    34  6 4 5 6 4 2 1 1    38  7 6 5 5 3 3 1 2
2001 04 13    31  1 1 3 6 5 4 5 4    -1 -1-1-1-1-1 6 5 3    36  1 1 3 7 6 4 5 4
2001 04 14    13  4 3 3 2 3 2 2 2    29  3 4 4 5 5 5 3 1    15  3 3 4 3 3 3 3 2
2001 04 15     9  3 3 2 1 3 2 1 2    21  2 3 5 4 5 3 1 2    13  3 4 3 2 4 3 2 3
2001 04 16     7  3 1 1 1 2 1 1 3    10  4 3 1 3 2 2 1 1     7  3 2 1 1 2 3 2 2
2001 04 17     4  1 2 1 1 1 1 1 2     9  2 1 3 4 2 2 1 1     7  2 3 2 2 2 3 2 2
2001 04 18    22  5 5 5 2 2 2 2 2    -1  5 6 6 5 2 3 2-1    50  5 7 7 4 3 4 1 2
2001 04 19     5  2 1 2 1 2 1 1 1     8  2 2 3 4 2 1 0 0     7  3 2 3 1 2 2 1 2
2001 04 20     5  2 2 1 1 1 1 2 1     6  2 1 1 2 4 1 0 0     8  3 3 1 2 2 3 2 2
2001 04 21     7  1 2 0 1 1 2 2 4     5  1 1 0 2 2 2 1 2     7  1 2 1 2 2 3 2 3
2001 04 22    17  4 3 4 3 3 3 3 2    52  3 3 4 4 7 7 5 2    28  4 3 5 4 5 5 3 4
2001 04 23    18  4 5 5 2 2 1 1 1    14  3 3 4 4 3 2 1 0    21  4 4 5 4 3 3 3 2
2001 04 24    11  1 2 2 2 1 5 1 2    19  1 4 4 6 1 1 1 2     8  1 2 3 2 2 3 2 2
2001 04 25     7  1 1 1 2 3 2 2 2    10  4 3 0 3 2 2 2 1     7  1 1 1 2 3 3 2 2
2001 04 26     8  0 1 2 1 2 4 2 2    14  0 2 5 5 1 0 1 1     7  1 2 3 2 2 3 2 1
2001 04 27     3  1 1 1 0 1 1 1 1     4  2 0 0 0 1 1 2 3     6  2 1 0 2 3 3 2 1
2001 04 28    34  1 5 3 4 6 5 4 4    46  1 5 4 5 7 6 3 2    28  2 5 3 4 5 5 3 3
2001 04 29    11  4 3 2 2 3 2 2 1     9  4 3 2 1 2 1 2 1    15  4 4 2 2 3 2 2 1
2001 04 30     1  1 0 0 0 0 0 2 0    -1 -1 0 0 0 0 0 1 0     5  1 0 0 0 1 3 3 1
2001 05 01     3  1 0 1 0 2 1 2 1     3  2 0 0 0 0 1 2 1     4  1 0 1 1 2 2 2 2
2001 05 02     4  1 1 2 2 1 1 1 1     8  1 1 2 3 4 1 1 0     6  2 1 3 2 2 2 2 1
2001 05 03     6  2 1 1 2 2 2 2 2    10  2 1 1 4 1 3 1 3     7  1 1 2 3 2 2 3 2
2001 05 04     5  1 2 2 2 1 1 2 2    -1  2 2 3 3-1-1 1 3     9  1 3 3 3 2 2 2 2
2001 05 05     2  1 0 1 0 0 1 1 1    -1  1 0 1 1-1 0 1 1     5  1 0 1 2 2 2 2 2
2001 05 06     5  1 0 2 2 2 1 2 2    -1  0 0 1-1 1 1 1 1     7  1 0 2 2 3 3 2 2
2001 05 07    11  2 4 4 2 2 1 2 1    25  2 3 5 3 5 3 2 5    17  4 5 4 3 3 3 3 2
2001 05 08    16  2 3 3 3 3 3 3 4    23  1 0 3 4 4 6 3 3    14  2 1 3 3 3 4 4 4
2001 05 09    19  4 4 3 2 3 3 3 4    -1  5 5 5 5 7-1 4 3    32  5 5 4 4 4 4 4 4
2001 05 10    23  5 5 4 3 3 1 3 3    22  4 5 4 4 4 2 2 2    28  5 5 5 4 3 3 3 3
2001 05 11     5  2 1 1 1 1 1 1 3    13  2 1 3 3 1 2 1 5     9  3 1 2 2 2 3 3 3
2001 05 12    20  3 2 2 5 4 3 3 4    36  4 2 4 6 5 5 4 4    34  4 2 4 6 6 4 3 4
2001 05 13    17  5 3 2 2 3 3 3 3    33  4 4 2 5 5 6 3 3    23  5 4 2 3 3 4 4 4
2001 05 14    10  4 3 3 0 1 2 1 2    -1  4 3 5 0 0 2 2-1    12  4 3 4 1 2 3 3 2
2001 05 15    10  2 1 4 3 2 1 2 2    27  2 2 5 6 5 3 2 1    16  2 2 4 4 2 4 4 3
2001 05 16     7  3 2 2 1 1 2 1 2    -1  3 2 6 5-1 1 1-1    12  3 3 3 3 2 3 2 2
2001 05 17     7  1 3 1 1 1 2 2 3     7  2 3 1 3 0 1 1 2     9  2 3 1 3 2 3 2 3
2001 05 18    11  3 2 1 2 2 2 3 4    12  3 2 1 4 4 1 2 2    11  3 3 2 2 3 3 3 3
2001 05 19    10  4 4 2 1 1 0 2 1     9  3 4 2 3 2 0 1 0    12  4 4 2 2 3 3 3 2
2001 05 20     6  1 2 2 2 2 1 1 2     2  1 2 1 1 1 0 0 0    10  2 3 3 2 3 3 2 2
2001 05 21     3  1 0 1 2 2 0 0 1     9  1 1 1 5 3 0 0 0     8  2 1 1 2 3 3 3 2
2001 05 22     8  2 2 2 1 2 2 3 2     5  1 1 1 3 1 1 2 1     9  2 1 2 3 3 3 3 2
2001 05 23     8  2 2 2 1 2 3 2 2    16  4 2 3 5 2 2 2 2    11  3 2 2 2 3 4 3 3
2001 05 24     7  2 3 2 1 1 1 2 2     9  3 2 1 2 3 0 1 4     9  3 2 1 2 3 3 3 3
2001 05 25     6  2 1 1 2 2 2 2 2    13  0 1 1 3 4 5 2 1     8  2 1 2 2 3 3 3 2
2001 05 26     6  2 2 1 2 2 1 1 2     9  2 3 2 2 4 0 2 1     8  2 2 2 2 2 3 3 2
2001 05 27     8  0 0 0 0 2 4 3 3     6  0 0 0 1 0 4 2 2     9  1 0 0 2 3 4 3 3
2001 05 28    14  2 2 2 2 4 3 3 4    31  2 3 2 4 6 6 3 3    18  2 3 2 4 4 4 3 4
2001 05 29     9  4 2 1 1 3 2 2 1    12  3 2 1 1 5 3 1 0    10  4 2 2 1 3 3 2 2
2001 05 30     2  0 0 0 0 1 1 1 1     1  0 0 0 0 1 0 1 1     5  1 0 0 1 2 2 2 2
2001 05 31     4  0 0 0 0 2 3 1 1     4  0 0 0 0 2 3 1 1     7  1 0 0 1 3 3 2 2
2001 06 01     9  0 0 0 2 3 2 3 4    12  0 1 0 3 5 3 1 3    11  1 1 1 3 3 3 3 4
2001 06 02    18  5 3 2 3 4 2 2 3    19  4 4 2 4 4 3 2 3    21  5 4 3 3 4 3 3 3
2001 06 03     7  2 2 1 1 1 2 2 3     9  3 1 4 1 1 2 2 2    11  2 2 3 2 3 4 3 3
2001 06 04     4  2 1 1 0 1 2 1 2     9  3 2 4 1 2 2 1 1    11  4 1 2 2 3 3 3 3
2001 06 05     5  2 2 1 1 1 1 1 2     5  2 3 1 2 0 1 1 2     9  3 3 1 2 2 3 2 3
2001 06 06     6  2 1 1 1 2 2 2 2     7  2 1 2 1 4 1 1 1    10  2 2 2 2 3 3 3 3
2001 06 07     9  2 3 1 2 3 2 2 2    11  2 3 2 4 4 0 1 1    12  2 3 2 3 3 3 3 3
2001 06 08     7  1 2 2 2 1 2 2 3     7  1 2 1 1 3 2 2 2     8  2 2 2 2 2 2 3 3
2001 06 09    19  2 3 3 2 3 3 4 5    28  2 3 5 4 4 5 4 4    20  3 4 3 3 3 3 4 5
2001 06 10    13  5 2 3 2 2 2 2 2    31  5 5 5 5 4 3 2 2    20  5 3 4 4 3 4 3 3
2001 06 11     7  3 2 0 1 2 2 2 2     9  3 2 1 2 4 1 1 2    10  3 3 1 2 3 3 3 3
2001 06 12     5  2 2 2 1 1 0 2 2     4  2 2 2 1 0 1 1 1     7  2 2 2 2 2 2 3 2
2001 06 13    10  3 4 3 2 1 1 1 2    11  2 3 4 3 2 3 0 1    14  3 4 4 3 2 3 3 2
2001 06 14     6  1 1 1 0 1 1 1 4     5  2 1 3 0 0 1 1 2     9  2 1 1 2 2 3 3 4
2001 06 15     6  3 3 1 2 0 0 2 0    10  3 4 3 3 1 0 1 0    12  3 3 3 3 3 3 2 3
2001 06 16     4  2 2 2 0 0 1 2 0     3  2 1 2 0 0 0 1 0     7  2 2 2 2 2 3 3 2
2001 06 17     5  0 0 2 1 3 1 2 2    10  0 0 2 5 3 2 1 0     9  1 1 2 2 4 3 3 3
2001 06 18    25  1 5 4 3 4 2 4 5    46  2 5 4 7 6 4 3 4    34  2 5 5 6 5 3 4 4
2001 06 19    12  4 2 1 1 1 2 4 3    13  4 2 1 2 1 3 3 4    14  4 3 2 2 3 4 3 3
2001 06 20    10  2 3 3 2 3 2 1 2    26  3 4 5 6 4 2 1 1    15  3 3 4 4 3 3 2 3
2001 06 21    11  1 2 3 3 2 3 3 2    24  2 3 4 5 5 4 3 2    13  2 3 3 3 3 3 3 3
2001 06 22     3  1 1 0 1 1 1 1 2     5  2 1 1 1 2 2 1 2     7  2 2 1 2 3 2 2 3
2001 06 23     5  2 1 1 1 1 2 1 2     9  4 1 1 0 4 1 1 1     8  2 1 1 2 3 3 3 2
2001 06 24    11  2 2 2 3 3 3 3 2    -1 -1-1-1-1-1-1-1-1    10  3 2 2 3 3 3 3 3
2001 06 25     7  2 3 2 2 1 2 2 2    -1 -1-1-1-1-1 1 1 2     8  2 2 2 2 2 3 2 2
2001 06 26    11  1 1 2 2 2 3 3 4    13  3 2 2 2 3 3 4 2    13  1 2 2 3 3 4 3 3
2001 06 27     5  3 3 1 0 1 1 1 0    11  4 4 2 1 3 1 1 1    10  4 4 2 1 2 2 2 2
2001 06 28     2  0 0 0 1 1 1 2 1    -1  0 0 0 0 1-1 2 1     5  0 0 1 2 2 3 2 2
2001 06 29     2  0 0 1 1 1 0 1 2     1  0 0 0 1 0 1 1 0     7  1 1 1 2 2 3 2 3
2001 06 30     9  0 2 1 3 4 0 2 3    10  1 1 1 4 4 1 1 2    10  1 2 2 3 3 3 3 3
2001 07 01     8  2 2 1 1 1 2 3 3     7  3 3 1 1 0 1 2 2    12  3 3 1 2 3 3 3 3
2001 07 02     4  2 1 0 1 1 0 3 1    -1  2 1 1-1 1 1 2 1     8  3 2 1 2 2 3 3 2
2001 07 03     5  0 1 2 2 2 1 2 2    10  0 1 2 3 5 2 1 0     9  1 2 2 3 3 3 3 3
2001 07 04     6  2 1 1 1 2 2 2 2    -1  2 1 0 2-1-1 1 1     8  2 2 1 2 3 3 2 3
2001 07 05    10  2 2 2 2 3 2 3 3    12  2 2 3 2 5 2 1 1    13  2 3 3 3 3 3 3 3
2001 07 06     7  2 2 1 2 2 2 2 2    -1  2 1 1 3-1 2 1 1    10  2 2 1 3 3 3 3 3
2001 07 07     6  1 2 1 2 2 1 2 2    -1  2 1 1 1-1-1 1 2     7  2 2 1 2 2 3 2 2
2001 07 08    11  2 3 2 1 1 2 3 4    13  2 2 3 3 4 2 2 3    16  2 3 3 3 3 3 4 4
2001 07 09     7  4 2 1 1 1 1 1 1    10  5 3 1 0 0 1 2 1    11  4 3 1 2 2 3 2 2
2001 07 10     7  1 2 2 2 2 2 2 2    18  0 2 4 4 4 5 2 1    11  1 2 3 3 3 3 3 3
2001 07 11     5  3 2 0 0 2 1 2 1    15  5 5 2 0 2 1 1 1     9  3 3 1 1 2 3 3 2
2001 07 12     8  2 2 3 1 2 1 1 3    10  4 3 2 2 2 1 2 1     9  2 2 3 2 3 3 2 3
2001 07 13     7  3 2 1 2 1 1 1 3    -1 -1-1-1-1-1-1-1-1     9  2 2 1 2 2 3 3 3
2001 07 14    13  4 5 1 2 2 1 1 2    16  3 4 1 4 4 4 0 1    13  4 4 2 2 3 3 2 2
2001 07 15     6  1 1 1 1 2 2 3 2    13  1 1 2 2 3 5 3 1    11  2 0 3 2 3 4 4 2
2001 07 16    11  2 3 1 2 3 2 2 4    17  2 4 2 4 3 4 2 3    17  3 4 3 3 3 4 3 4
2001 07 17    11  4 3 2 2 3 2 1 2    31  5 5 2 4 5 5 3 2    17  4 4 3 3 3 3 3 3
2001 07 18     8  2 3 3 1 2 2 1 1    18  2 5 5 2 2 3 1 2    11  2 3 3 2 2 3 3 3
2001 07 19     6  1 2 2 2 2 2 2 1     7  1 2 1 3 3 2 1 1     9  1 2 2 2 2 4 3 2
2001 07 20     8  2 2 2 2 3 2 2 1     9  2 2 2 3 2 4 1 0     8  2 2 2 3 3 3 2 2
2001 07 21     3  1 2 0 1 1 0 1 2     6  3 2 0 0 3 2 1 1     8  1 2 0 2 3 3 3 3
2001 07 22     6  1 2 1 2 2 2 2 2    14  2 4 3 4 3 2 2 2    11  2 3 2 3 3 3 3 3
2001 07 23     8  2 3 2 1 2 1 3 2    15  3 3 1 2 5 3 2 2    12  3 3 2 3 3 3 3 2
2001 07 24    11  3 2 2 2 3 2 3 3    25  3 2 3 3 6 3 5 2    15  3 3 3 2 4 3 3 3
2001 07 25    21  3 4 4 4 3 3 4 3    -1  3 4 7 6 3-1 4 2    22  3 4 5 4 3 4 4 3
2001 07 26    11  4 4 2 2 2 0 2 2    16  3 4 2 4 5 0 1 1    14  4 4 2 3 3 3 2 3
2001 07 27     8  1 2 3 1 2 2 2 3    13  2 1 3 5 3 2 1-1     9  2 2 3 3 2 3 2 3
2001 07 28     2  2 1 0 0 1 0 1 1    -1  1 0 0 0-1 0 0 0     5  2 0 0 2 2 2 2 2
2001 07 29     5  1 2 3 1 1 1 1 1     8  1 2 3 2 4 1 1 0     8  1 2 3 2 3 3 2 2
2001 07 30     8  2 1 1 1 2 1 2 4     9  2 1 4 3 1 1 2 2     9  2 1 2 2 2 3 3 4
2001 07 31    20  3 4 3 3 4 4 3 3    23  2 4 4 2 4 5 4 3    23  3 4 4 3 4 4 3 3
2001 08 01    10  3 2 2 3 2 3 2 2    23  3 2 2 6 5 2 3 1    12  3 2 3 3 3 3 2 2
2001 08 02     7  2 1 3 1 2 3 1 2     9  1 2 3 3 3 2 1 1     8  1 1 3 2 2 3 3 2
2001 08 03    11  3 2 4 2 2 2 2 2    13  1 2 4 4 4 2 1 1    14  2 2 4 3 3 3 3 3
2001 08 04     7  1 2 2 2 2 2 2 2    19  1 1 3 5 5 4 1 1     9  2 2 2 2 3 3 3 2
2001 08 05    13  2 1 3 2 4 3 3 3    37  2 2 4 6 6 6 2 2    23  2 1 4 5 5 4 3 3
2001 08 06    14  3 3 3 2 3 3 3 3    29  3 3 3 6 5 5 2 2    21  3 3 3 5 5 4 3 3
2001 08 07     8  3 3 1 2 2 1 2 1    15  2 2 2 5 4 1 3 1    13  3 3 2 3 3 3 3 3
2001 08 08     7  2 1 1 2 2 1 3 2    10  2 0 2 4 4 1 2 1     9  2 2 3 2 3 3 3 2
2001 08 09     8  1 3 1 2 2 2 2 3    15  1 3 1 4 5 1 2 3    10  1 3 2 2 3 3 3 3
