:Product: Daily Geomagnetic Data     1998_DGD.txt
:Issued: 2239 UT 19 Jan 1999
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
#  Please send comment and suggestions to sec@sec.noaa.gov
#
#                       1998 Daily Geomagnetic Data
#
#                 Middle Latitude        High Latitude            Estimated
#               - Fredericksburg -     ---- College ----      --- Planetary ---
#   Date        A     K-indices        A     K-indices        A     K-indices
#------------------------------------------------------------------------------
1998 02 07     2  0 2 1 0 0 0 1 0     1  0 0 0 0 2 0 0 0     3  0 1 1 0 1 1 1 1
1998 02 08     4  0 1 0 1 1 1 2 3    -1 -1-1-1-1-1-1-1-1     7  0 0 0 1 2 2 3 3
1998 02 09     7  3 2 1 2 2 2 2 1    12  2 2 0 3 5 3 2 1     8  3 2 1 2 3 2 2 1
1998 02 10     6  3 1 2 2 1 1 1 1    11  2 2 4 2 4 2 0 0     8  3 1 3 3 2 2 1 2
1998 02 11    10  3 2 1 1 3 3 2 3    27  3 2 1 4 6 5 3 3    13  3 3 1 2 3 4 3 3
1998 02 12     8  4 1 1 2 1 2 2 1    19  3 2 2 5 5 3 2 1     8  4 1 2 3 2 2 2 1
1998 02 13     5  2 2 2 1 1 1 2 1    15  1 0 5 3 4 3 1 2     6  2 2 3 2 2 1 2 1
1998 02 14     4  0 0 2 1 0 1 2 3     4  0 0 2 2 1 1 2 1     5  1 0 2 1 1 1 2 3
1998 02 15     3  3 1 0 1 0 0 0 0     2  2 1 0 2 0 0 0 0     3  2 2 0 1 0 0 1 1
1998 02 16     1  0 0 0 0 0 1 1 1     1  0 0 0 1 0 1 1 0     3  0 0 1 0 1 1 1 1
1998 02 17    12  0 1 1 1 3 3 2 5    22  0 0 0 1 5 5 5 4    14  1 0 1 1 4 3 3 5
1998 02 18    17  4 3 3 3 2 3 4 3    -1  4 5 5 5 5 5 5-1    26  5 4 4 4 3 4 3 3
1998 02 19     6  1 1 1 2 1 1 2 3    -1 -1 0 0 3 2 3 2 2     7  3 1 1 2 1 2 3 2
1998 02 20     8  4 1 1 1 1 1 2 3     7  4 1 2 2 0 1 1 0     7  4 1 2 2 1 1 2 2
1998 02 21     2  2 0 0 0 1 1 1 1     2  1 0 0 0 0 2 1 1     4  2 0 0 1 1 2 2 1
1998 02 22     4  1 1 1 2 1 2 2 0    10  1 1 1 5 2 3 1 0     6  1 2 1 3 2 2 2 0
1998 02 23     6  1 2 2 2 2 2 1 1    -1  1 1 3 3 5 4-1 2    11  1 2 3 2 3 3 3 3
1998 02 24     2  1 0 1 1 0 0 0 1     2  2 0 1 2 0 1 0 0     3  1 0 1 2 0 1 1 1
1998 02 25     1  0 1 1 0 0 0 1 0     4  0 0 2 3 1 1 1 0     4  0 0 2 1 1 2 2 1
1998 02 26     0  1 0 0 0 0 1 0 0     0  0 0 0 0 0 0 1 0     3  1 0 0 0 1 1 1 1
1998 02 27     2  1 0 2 1 1 0 2 1    -1 -1-1-1-1-1-1-1-1     4  0 1 2 1 1 1 2 1
1998 02 28    12  1 2 2 1 3 1 2 5    15  1 1 3 3 4 4 2 3    12  2 2 2 3 3 3 2 4
1998 03 01     9  3 2 1 1 3 2 2 3    16  3 1 1 4 5 3 2 2    12  3 3 1 2 3 3 2 3
1998 03 02    12  3 3 3 2 3 1 2 3    -1 -1 3-1 3-1 3 3 3    14  3 3 4 3 3 2 3 3
1998 03 03     3  3 1 1 0 0 0 1 0     2  2 1 1 0 0 0 1 0     4  3 1 1 0 0 1 1 1
1998 03 04     6  2 1 1 1 2 2 2 2    -1  0 0 2 3 6 6 3-1     8  2 2 1 1 3 3 2 2
1998 03 05    10  3 2 3 3 1 0 1 4    10  1 1 3 3 0 0 0 5     9  1 1 3 3 1 1 2 3
1998 03 06     7  3 3 2 1 2 1 1 1    12  2 1 1 4 5 1 0 0     6  3 2 1 1 3 2 0 0
1998 03 07     2  0 1 1 1 1 0 0 0     4  0 2 3 2 1 0 0 0     5  2 2 3 1 1 0 1 2
1998 03 08     2  1 1 0 0 1 0 1 0    -1 -1-1-1-1-1-1-1-1     2  1 0 0 0 1 1 1 1
1998 03 09     1  0 0 1 1 1 0 0 0    -1 -1-1-1-1-1-1-1-1     3  0 0 1 1 2 1 1 1
1998 03 10    23  1 2 3 5 3 3 5 4    -1  0 0 5 6 4-1 5 4    25  1 2 4 5 4 5 5 5
1998 03 11    20  4 4 4 4 2 3 2 3    42  3 4 6 6 5 5 1 4    28  4 4 6 5 3 3 2 4
1998 03 12     8  3 3 2 2 2 1 2 1    26  4 4 4 5 5 3 2 1    12  3 3 4 3 2 2 3 2
1998 03 13    10  3 3 2 2 2 2 2 3    23  2 2 3 6 4 4 2 2    13  2 3 3 4 2 3 2 3
1998 03 14     8  1 1 2 2 2 3 2 3    22  2 1 4 3 5 5 2 3    10  2 1 2 2 3 3 3 3
1998 03 15    12  4 3 4 1 2 1 1 2    28  4 4 5 5 5 2 2 2    18  5 4 5 2 3 2 2 3
1998 03 16    10  4 2 2 2 3 2 2 2    -1  3 3 4 4 4 4 2-1    13  3 3 3 2 3 3 3 1
1998 03 17     6  3 2 2 2 1 0 1 2    16  1 2 1 6 4 0 1 1     7  2 2 2 3 2 2 2 2
1998 03 18     3  0 2 1 0 1 1 1 2     1  1 0 1 0 0 0 0 1     4  2 2 1 0 1 2 2 2
1998 03 19     3  1 0 0 1 2 2 1 1    -1  1-1-1-1-1-1 0 0     4  1 0 0 2 1 2 2 2
1998 03 20     8  2 0 1 2 2 3 2 3    10  1 0 2 3 3 4 2 1     7  2 0 2 2 2 3 2 2
1998 03 21    20  3 1 3 4 3 5 4 2    46  1 1 4 5 6 7 5 3    33  3 2 3 5 6 6 4 2
1998 03 22     9  2 1 4 2 2 2 2 1    22  3 2 2 6 4 4 2 1    11  2 2 3 4 3 3 2 1
1998 03 23     4  2 3 1 0 1 0 0 2     3  1 1 0 2 1 0 1 1     5  2 3 1 1 1 2 2 2
1998 03 24     5  1 1 2 1 2 1 2 2    11  1 1 3 3 4 2 2 2     7  0 0 3 2 3 2 2 3
1998 03 25     9  2 3 1 2 3 3 2 2    28  2 1 1 4 6 6 3 1    16  3 3 1 4 4 4 2 2
1998 03 26     9  1 2 0 2 3 3 2 3    21  0 1 0 2 6 5 3 3    10  1 1 0 2 4 4 3 3
1998 03 27     9  3 2 3 2 2 2 2 2    20  3 2 4 4 4 4 2 2    13  3 2 3 3 3 3 3 3
1998 03 28    10  2 3 1 3 1 0 2 4    17  1 2 1 6 4 1 2 1    14  2 3 2 4 4 3 2 3
1998 03 29    10  4 3 1 1 2 2 2 2    36  3 3 1 2 4 6 7 2    17  4 3 2 2 3 4 4 3
1998 03 30     6  0 1 3 2 2 2 1 2    19  1 2 5 4 4 4 1 1    10  1 1 4 3 3 3 2 2
1998 03 31     7  2 3 3 1 2 0 2 1    11  2 4 5 1 0 0 0 0    10  3 4 4 1 2 2 2 1
1998 04 01     2  1 2 1 0 0 0 1 1     4  1 1 3 2 0 0 0 0     5  1 2 2 1 1 2 2 1
1998 04 02     1  0 0 0 0 0 0 1 2    -1  0 0 0-1 0 0 1 2     4  0 0 0 1 2 2 2 3
1998 04 03     5  2 1 2 0 3 2 1 0    -1  1 0 1-1 1 2 2 1     6  2 1 2 1 2 3 2 1
1998 04 04     8  2 3 3 0 2 1 1 3    -1 -1-1 5 3 0 2 1 1    10  2 3 3 2 3 3 1 2
1998 04 05     3  1 1 1 1 1 1 1 0     4  1 1 2 2 2 1 0 0     4  1 0 1 1 1 2 2 0
1998 04 06     4  1 0 0 1 2 1 2 2     6  0 0 0 4 3 0 1 0     4  1 0 0 2 2 2 2 1
1998 04 07     8  2 2 2 0 2 2 3 3     4  2 1 1 0 0 1 2 2     8  2 2 2 1 2 3 3 3
1998 04 08     6  3 1 2 0 0 1 3 2    -1 -1-1-1-1-1-1-1-1     8  3 2 2 2 2 2 3 2
1998 04 09     6  2 2 2 2 2 1 2 2    -1  1 2 2 2 3-1-1-1     9  2 2 3 2 3 3 3 2
1998 04 10     8  2 2 2 1 2 3 3 2    -1  3 2 4 6 2 4 3-1    11  2 2 2 3 2 4 3 3
1998 04 11     8  3 1 2 2 2 2 2 2    -1 -1 1 3 3 3-1 2-1    12  3 2 3 4 3 3 2 3
1998 04 12     7  3 3 1 2 1 0 1 2    27  3 5 3 4 2 5 5 1     9  3 3 2 2 2 2 2 2
1998 04 13     4  1 1 1 0 0 0 2 3     2  1 1 0 0 0 0 1 2     5  1 1 0 1 1 1 2 3
1998 04 14     6  2 3 2 1 2 1 1 1    16  2 2 4 4 5 2 1 0     8  2 3 3 2 2 3 2 1
1998 04 15     2  0 2 1 1 0 0 0 1    -1  0 1 0 1 0 0 0-1     4  1 1 1 1 2 2 1 1
1998 04 16     7  2 1 2 3 1 1 1 3    -1  2 1 2 3 1 1 0-1     7  2 0 2 3 2 2 1 3
1998 04 17    12  2 2 2 3 4 2 3 2    23  1 0 3 4 6 5 2 1    15  2 3 3 4 4 3 3 2
1998 04 18     6  1 1 2 3 3 1 1 0     9  2 2 2 4 3 0 1 0     6  1 0 3 3 2 2 1 1
1998 04 19     2  0 0 0 0 1 1 1 2    -1  0 0 0-1 1 2 2 2     4  0 0 0 1 1 2 2 2
1998 04 20     9  0 2 3 3 3 2 2 2    -1  0 2 4 4 4 2 1-1    10  0 2 3 3 4 2 2 2
1998 04 21     6  2 3 2 2 1 1 1 2    -1  2 3-1 3 4 1 2 1     7  2 3 1 2 2 2 2 2
1998 04 22     5  0 2 1 1 2 1 3 1     6  1 1 2 2 3 1 1 1     6  1 3 2 1 2 2 2 2
1998 04 23    10  1 2 3 0 0 1 4 4    10  1 4 2 2 1 0 3 3    14  2 3 3 2 2 2 4 4
1998 04 24    23  4 4 5 4 3 2 2 3    39  2 4 6 6 6 3 3 2    35  5 5 6 5 4 3 2 3
1998 04 25    21  5 4 3 2 3 2 4 3    35  3 4 4 5 6 5 3 3    22  5 4 4 3 3 3 4 3
1998 04 26    21  4 5 2 2 4 3 3 3    57  4 5 5 6 7 6 3 3    31  4 5 4 4 5 4 3 4
1998 04 27    12  4 4 2 2 2 1 2 2    21  5 3 2 4 5 2 2 1    14  5 4 3 3 3 2 2 2
1998 04 28     7  3 2 2 1 2 1 2 2    18  3 3 3 5 4 2 1 2    10  3 3 3 2 2 2 2 2
1998 04 29     5  2 2 1 0 1 2 1 2     7  1 2 1 3 4 0 0 0     6  2 1 1 2 2 2 2 2
1998 04 30    12  2 1 0 3 3 4 2 3    15  1 1 0 2 5 5 2 2    12  2 1 1 3 4 4 3 3
1998 05 01     8  1 2 2 2 2 1 1 4     8  1 2 2 1 3 1 2 3     8  2 2 2 1 2 2 1 4
1998 05 02    41  3 5 5 4 5 4 4 6    71  3 4 4 6 8 6 6 3    56  3 5 5 6 7 6 4 5
1998 05 03    37  5 5 4 3 4 4 5 5    68  5 6 7 7 5 4 4 4    57  6 7 5 5 5 4 5 5
1998 05 04    90  6 9 7 4 4 3 2 3    61  5 7 6 7 5 3 2 2    96  5 9 8 6 5 3 3 3
1998 05 05    23  3 6 3 2 4 4 2 1    46  3 6 6 5 5 6 3 1    36  3 6 5 3 5 5 4 2
1998 05 06     5  1 2 0 2 2 1 1 2     8  1 2 0 2 4 2 1 1     8  2 2 1 2 3 3 2 2
1998 05 07    10  2 3 0 3 2 2 3 3    10  2 2 1 4 3 2 1 2    13  3 3 2 4 2 3 3 3
1998 05 08    24  4 3 4 3 4 5 3 2    30  3 3 5 5 5 5 2 2    20  4 4 4 4 4 4 3 3
1998 05 09     8  1 3 2 2 3 2 2 2    24  2 3 4 4 3 2 2 2    12  2 3 3 3 2 3 3 2
1998 05 10     7  1 1 2 3 2 1 2 3    -1  2 3 6 4-1 2 1 2    11  2 1 3 3 3 2 2 3
1998 05 11     8  2 2 3 2 1 2 2 3    16  2 2 4 5 3 2 2 2    13  3 3 3 3 1 3 3 4
1998 05 12    14  3 4 4 3 2 1 3 2    -1  3-1 6-1 5 2-1 1    19  4 4 4 4 3 3 3 3
1998 05 13     4  1 1 2 0 2 1 1 1    -1  2-1-1-1-1-1 1 1     6  2 1 3 1 2 2 1 1
1998 05 14     3  1 1 2 1 1 1 0 1     2  1 2 1 0 1 0 0 1     5  1 1 2 1 2 2 2 1
1998 05 15     5  1 0 0 0 2 2 2 3     3  1 0 0 0 1 1 2 2     8  1 0 1 1 3 3 3 3
1998 05 16    10  2 3 2 1 2 2 3 3    -1  2 2 1 1 2 2-1-1    12  2 3 2 1 3 3 4 3
1998 05 17    10  4 2 2 1 3 3 1 2     7  3 3 1 0 2 2 1 2     9  4 2 2 1 3 3 2 3
1998 05 18     8  2 1 1 1 3 3 3 2    26  4 1 1 2 7 3 2 2    11  3 1 2 2 4 3 3 3
1998 05 19     7  2 3 1 2 1 1 0 1    -1 -1-1-1-1-1 1 0-1     8  2 3 2 3 2 3 1 2
1998 05 20     8  1 1 2 2 3 2 3 2     8  1 1 2 2 3 3 2 2     9  1 0 2 3 3 3 3 2
1998 05 21    14  3 4 3 3 2 1 3 3    -1 -1 3 4 5 3 3 2 2    14  3 4 3 3 3 3 3 3
1998 05 22     6  2 1 1 2 2 2 2 1     8  3 2 1 3 2 3 1 1     8  3 1 1 2 2 3 2 2
1998 05 23     8  3 2 3 1 2 2 2 2    10  2 1 3 3 3 2 2 3    13  3 3 4 3 3 2 3 3
1998 05 24    15  3 3 5 2 3 2 2 2    25  2 4 6 4 4 3 2 1    16  3 3 5 2 3 3 3 2
1998 05 25    10  1 1 3 3 2 2 3 3    30  2 5 6 4 3 5 2 2    15  2 1 4 3 3 4 3 3
1998 05 26     7  3 0 0 1 2 2 3 2    10  5 1 0 0 2 2 2 2     8  3 1 1 1 2 3 3 2
1998 05 27     6  2 2 1 1 2 2 1 2    -1  4 3 1 3-1 1 1 0     7  2 2 1 2 2 3 2 2
1998 05 28     7  1 3 1 0 1 1 3 3    -1 -1 5 1 0 0 1 1 2     7  1 2 1 1 2 3 2 3
1998 05 29    21  2 2 2 2 3 6 3 4    32  4 3 2 3 4 7 3 2    19  3 3 2 2 3 6 4 3
1998 05 30    16  4 4 4 2 2 3 2 2    -1  6 4 5-1 3 4 2 2    25  5 5 5 2 3 3 2 2
1998 05 31     4  2 1 0 1 1 1 1 2     5  2 1 2 2 1 0 2 1     7  3 2 1 2 2 2 2 1
1998 06 01     4  1 1 2 1 1 2 1 1     4  2 2 2 0 0 1 1 1     6  2 1 2 1 1 3 3 2
1998 06 02     6  2 1 1 2 2 1 2 2     9  2 2 1 3 4 1 1 2     7  2 1 1 3 2 2 2 3
1998 06 03    12  2 2 2 3 3 3 3 3    -1 -1-1 5 4 5 1 3 2    12  2 1 3 3 3 3 3 3
1998 06 04     7  3 2 2 1 2 1 2 2    22  4 2 5 4 5 1 1 1    12  3 3 3 3 3 2 2 2
1998 06 05    10  2 2 2 2 3 3 3 2    23  2 3 2 5 5 5 2 2    13  2 3 2 3 3 3 3 2
1998 06 06    15  2 2 1 2 4 2 4 4    17  2 3 1 5 3 3 3 3    14  2 2 1 4 3 4 3 3
1998 06 07    19  5 4 3 1 3 2 3 3    20  4 5 4 3 2 3 2 2    18  5 4 4 2 2 3 3 3
1998 06 08    10  3 2 3 1 2 2 3 2    20  3 2 4 4 4 4 3 2    12  3 2 3 3 3 3 3 3
1998 06 09     8  1 1 3 2 2 2 2 3    10  2 1 4 3 2 2 2 1    10  1 1 3 3 2 2 3 2
1998 06 10    16  2 1 3 2 4 2 3 5    20  1 1 4 5 5 2 2 3    15  2 2 3 3 4 3 3 4
1998 06 11     7  3 2 2 2 2 1 2 0     5  3 2 2 1 0 1 1 1     8  3 2 2 2 2 3 2 1
1998 06 12     6  2 3 2 1 1 1 2 1    11  3 4 3 3 2 0 1 0     8  2 4 2 2 2 2 2 2
1998 06 13     4  0 1 0 0 1 1 3 2     3  0 1 0 0 1 2 2 1     6  2 1 1 1 2 2 3 2
1998 06 14    15  3 5 2 3 2 1 2 3    18  2 4 4 4 4 2 1 2    15  3 5 3 3 3 3 2 2
1998 06 15     6  1 2 2 2 2 2 1 1    13  1 2 2 3 5 3 1 1     8  2 2 2 2 3 3 3 2
1998 06 16     5  1 2 2 1 0 2 2 2     8  1 2 2 2 2 4 1 2     8  2 2 2 2 2 3 3 2
1998 06 17     2  1 1 1 0 1 0 0 1     4  2 2 1 0 0 3 0 0     5  2 2 2 1 2 2 2 2
1998 06 18     7  1 1 1 1 1 1 2 4    -1 -1 1 0 1 1 0 2 2     7  1 1 1 2 2 2 2 4
1998 06 19    12  3 1 3 4 2 2 3 1    24  3 1 6 5 4 2 2 1    14  3 1 4 4 3 2 3 1
1998 06 20     8  1 3 2 1 2 1 3 3    19  2 4 4 4 4 3 2 1    14  2 3 3 3 3 3 3 4
1998 06 21    13  2 3 3 4 2 2 2 3    25  4 4 3 6 4 1 1 2    15  4 3 4 4 2 2 2 3
1998 06 22     8  3 1 1 1 1 1 3 3    10  3 2 2 3 1 2 3 2    10  4 2 2 2 2 2 3 3
1998 06 23     8  2 2 1 1 1 2 2 4     6  2 1 2 1 1 1 2 3    10  2 2 2 2 2 3 3 4
1998 06 24    13  2 3 2 3 3 2 2 4    26  2 3 3 4 6 5 2 2    14  3 3 2 3 3 3 2 4
1998 06 25    10  2 3 2 2 1 2 3 3     9  1 3 2 1 0 4 2 2    10  2 3 2 2 1 2 3 3
1998 06 26    29  6 4 5 4 3 2 3 2    32  5 6 4 4 3 4 3 2    48  7 7 5 4 3 2 3 2
1998 06 27     4  2 2 1 0 1 1 1 2    -1  1-1 1 3 1 2 0 0     5  1 1 1 2 2 2 1 2
1998 06 28     2  0 1 1 1 1 0 0 1     2  1 1 1 1 1 0 0 0     5  1 1 1 2 2 2 1 2
1998 06 29     6  1 0 1 1 2 0 4 0     3  0 1 1 0 3 0 1 0     4  1 1 1 1 2 2 2 1
1998 06 30     3  1 1 0 1 1 1 1 1     6  2 1 1 0 0 1 1 4     5  2 1 1 1 2 2 2 1
1998 07 01     6  1 0 1 1 1 1 3 3     3  0 1 1 0 0 1 2 2     8  1 1 1 1 2 3 3 3
1998 07 02     9  4 1 2 1 1 1 2 3    14  3 1 2 4 5 0 1 2    10  4 1 3 2 2 2 2 3
1998 07 03    11  4 2 1 2 2 1 3 3     8  4 3 1 1 1 0 2 2    11  4 3 1 1 2 2 3 3
1998 07 04    11  2 4 3 1 2 1 2 3    17  2 4 4 1 4 3 3 2    12  2 3 3 1 3 3 3 3
1998 07 05    12  3 3 2 3 3 2 3 2    14  3 4 2 2 3 2 3 3    15  4 4 2 3 3 3 4 3
1998 07 06    10  2 3 3 2 3 2 2 2    33  4 5 5 5 5 4 2 1    19  3 4 4 4 4 3 2 2
1998 07 07     5  2 2 1 1 2 2 1 1     4  2 2 1 1 3 0 0 0     6  2 2 1 2 2 2 1 1
1998 07 08     3  1 2 0 0 0 1 2 1     1  0 2 0 0 0 0 1 0     5  1 2 1 1 1 2 2 2
1998 07 09    10  0 0 2 1 2 3 3 4    16  0 0 2 2 5 5 2 3    11  0 1 1 1 3 4 3 4
1998 07 10     5  3 1 0 0 0 1 1 3     3  2 1 0 0 0 1 2 2     6  3 1 0 1 2 3 2 2
1998 07 11    11  3 2 2 2 2 2 4 2    15  2 2 2 1 4 4 4 2    11  3 2 1 2 3 3 4 3
1998 07 12     8  2 1 4 2 1 0 1 2     7  2 1 3 3 1 0 1 2    10  2 1 4 4 2 2 2 2
1998 07 13     4  1 2 1 1 1 1 2 2     2  0 2 1 0 0 0 1 2     6  2 1 1 1 2 3 2 2
1998 07 14     2  1 0 0 1 2 0 0 1     1  0 1 0 0 0 0 1 0     4  1 0 0 0 2 2 2 1
1998 07 15     2  0 0 0 0 0 1 0 3     2  1 1 1 0 0 0 0 2     5  1 0 0 0 2 2 2 3
1998 07 16    24  3 5 3 4 3 5 3 3    44  3 5 4 5 5 7 3 3    37  4 6 4 5 4 5 4 3
1998 07 17     9  3 2 4 1 2 1 2 1    17  2 3 4 4 4 3 1 1     9  3 2 4 2 2 2 2 1
1998 07 18     4  1 0 0 1 1 1 2 3     3  1 1 0 1 1 1 1 2     5  1 1 0 2 2 2 2 3
1998 07 19     5  1 2 2 1 1 2 1 2     5  2 2 3 2 1 0 0 1     8  2 3 3 3 2 2 1 2
1998 07 20     3  1 1 1 0 1 0 1 2     2  2 2 1 0 0 0 1 0     6  2 1 1 1 2 2 2 3
1998 07 21    11  1 4 4 2 2 2 1 1    -1  1 5 6-1-1 2 2 1    15  2 4 4 3 2 2 3 2
1998 07 22     8  1 1 1 2 3 3 2 3    10  2 1 1 3 4 3 1 2     8  2 1 1 2 2 3 2 4
1998 07 23    25  3 5 4 4 4 3 3 3    62  4 5 6 7 6 6 4 3    37  3 5 6 5 5 4 3 4
1998 07 24    18  4 3 2 4 3 3 3 3    31  3 4 4 6 4 4 3 3    22  3 4 4 5 3 4 3 3
1998 07 25    10  2 3 4 2 1 2 2 1    30  2 4 6 5 5 3 2 2    16  3 4 4 3 2 3 3 2
1998 07 26     5  2 2 2 2 1 1 1 1    -1 -1-1-1-1-1-1-1-1     6  2 3 1 2 2 2 1 1
1998 07 27     5  1 1 1 3 2 1 1 2    -1 -1-1-1-1-1 2 0 1     6  1 1 1 3 2 2 2 2
1998 07 28     5  0 1 1 0 2 2 3 2     4  0 2 0 1 1 3 1 0     6  1 1 1 1 2 2 2 3
1998 07 29     8  2 3 2 1 2 2 2 2     9  2 3 2 1 2 1 3 3     6  2 3 2 2 2 3 3 3
1998 07 30    11  2 2 0 1 2 1 3 5     8  2 1 0 1 1 2 2 4    12  2 2 1 2 2 3 3 5
1998 07 31    21  3 3 4 3 3 3 4 4    34  3 4 6 5 4 4 4 2    33  4 4 6 5 4 4 4 4
1998 08 01    17  2 2 2 2 4 3 5 3    13  2 2 2 1 4 4 3 1    15  2 1 2 2 4 4 5 3
1998 08 02     7  2 2 2 2 1 1 2 3     6  1 2 2 3 2 1 1 1     8  3 1 2 2 1 2 3 2
1998 08 03     6  2 2 2 2 1 0 2 2     9  1 1 2 4 2 3 1 1     6  1 1 2 2 2 2 2 2
1998 08 04     8  2 3 1 2 1 2 2 3     7  2 3 2 1 1 2 2 2     9  2 3 2 2 1 2 3 2
1998 08 05     6  1 2 1 3 2 2 1 1    14  1 1 2 6 2 1 1 2     9  1 2 1 3 3 3 3 2
1998 08 06    43  2 4 5 7 5 2 3 5    65  2 2 5 8 7 3 4 4    69  2 4 6 8 7 4 3 5
1998 08 07    24  3 6 5 3 3 1 2 2    25  4 4 4 5 4 3 2 2    28  4 6 5 4 4 3 2 3
1998 08 08     7  2 4 2 1 1 1 1 0    22  2 3 5 5 5 2 0 0    12  2 4 3 3 3 3 2 2
1998 08 09     2  0 0 0 1 1 2 1 0     3  0 0 0 1 3 1 1 0     4  1 0 1 1 2 2 2 1
