:Product: Daily Geomagnetic Data     2010_DGD.txt
:Issued: 1900 UT 07 Jan 2011
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
#  Please send comment and suggestions to SWPC.Webmaster@noaa.gov
#
#                   2010 Daily Geomagnetic Data
#

                 Middle Latitude        High Latitude            Estimated
               - Fredericksburg -     ---- College ----      --- Planetary ---
   Date        A     K-indices        A     K-indices        A     K-indices
2010 01 26     1  1 1 0 0 0 0 0 0     1  0 0 1 0 0 0 1 0     3  2 1 1 0 0 0 1 1
2010 01 27     0  0 0 0 1 0 0 0 0     0  0 0 0 1 0 0 0 0     2  1 0 0 1 1 1 0 1
2010 01 28     2  0 0 0 0 2 1 1 0     0  0 0 0 0 0 1 0 0     3  1 0 0 0 1 1 2 1
2010 01 29     0  0 0 0 0 0 0 0 0     0  0 0 0 1 0 0 0 0     2  0 0 0 1 0 0 0 1
2010 01 30     3  1 1 1 0 1 1 1 2     2  0 0 0 0 2 1 1 1     4  1 1 1 0 1 1 1 2
2010 01 31     3  2 1 0 1 1 1 1 1     4  1 0 0 2 3 2 0 0     3  2 1 0 1 1 0 1 1
2010 02 01     7  1 0 2 1 3 2 1 3    11  0 0 1 3 5 3 2 1     6  1 1 1 1 2 2 1 3
2010 02 02     7  3 2 1 1 1 1 1 3    10  1 2 1 3 3 3 1 3     9  3 2 1 2 2 2 1 4
2010 02 03     7  3 0 3 2 2 2 1 1    18  4 0 4 4 4 4 1 1     9  3 1 3 3 3 2 2 1
2010 02 04     2  2 1 0 0 1 0 0 1     0  0 0 0 0 0 0 0 0     2  2 1 0 0 0 1 1 1
2010 02 05     0  0 1 0 0 0 0 0 0     1  0 0 0 1 1 0 0 0     3  0 0 0 0 1 2 1 1
2010 02 06     2  0 0 0 0 1 2 1 0     8  0 0 0 1 4 4 1 0     4  0 0 0 0 2 3 1 1
2010 02 07     2  0 0 0 0 0 1 2 2     1  0 0 0 1 0 0 1 1     3  1 0 0 0 0 1 1 2
2010 02 08     3  2 2 1 1 0 0 0 2     1  1 1 0 0 0 0 0 1     3  2 2 1 0 0 0 0 1
2010 02 09     1  0 1 0 1 0 1 0 0     0  0 0 0 0 0 0 0 0     3  1 0 1 0 1 2 0 1
2010 02 10     1  0 1 0 1 0 0 0 0     1  0 0 0 2 1 0 0 0     3  1 1 1 1 1 1 1 1
2010 02 11     4  2 2 2 0 2 0 0 1     3  1 1 2 2 1 0 0 0     5  2 2 2 1 2 2 1 1
2010 02 12     4  2 2 1 0 1 1 1 1     5  0 3 3 1 1 2 0 0     6  1 3 2 0 1 2 1 1
2010 02 13     2  1 1 0 0 0 1 1 1     1  0 1 0 0 0 0 1 0     3  1 1 0 0 0 2 1 2
2010 02 14     3  0 0 0 3 2 0 0 1     3  0 0 0 3 2 0 0 1     4  0 0 1 1 1 0 0 3
2010 02 15     8  2 3 1 1 1 1 3 3    16  2 3 3 4 3 3 3 3    14  3 3 1 2 1 2 4 4
2010 02 16    11  4 1 3 3 1 1 1 3    14  4 2 3 5 1 1 1 1     9  4 2 3 3 0 1 0 3
2010 02 17     2  2 1 0 0 0 0 0 2     3  2 2 1 1 0 0 0 1     4  2 2 0 0 0 0 0 2
2010 02 18     2  0 0 0 0 2 1 1 0     8  4 0 0 0 3 3 2 0     4  0 0 0 0 2 2 2 1
2010 02 19     3  1 0 0 0 1 1 2 2     4  1 0 1 1 3 0 1 1     3  1 0 0 0 1 1 1 2
2010 02 20     0  0 0 0 0 1 0 0 0     0  0 0 0 0 0 1 0 0     1  0 0 0 0 0 0 0 1
2010 02 21     3  3 0 0 0 2 0 1 0     0  0 0 0 0 1 0 0 0     1  0 0 0 0 1 0 0 1
2010 02 22     3  0 1 0 1 1 2 1 1     6  0 0 0 3 2 1 1 1     4  1 1 0 1 1 1 1 2
2010 02 23     2  2 1 0 0 0 1 0 0     2  1 1 0 1 1 0 0 0     2  2 1 0 0 0 0 1 0
2010 02 24     2  0 2 0 1 0 1 0 0     2  0 1 0 1 0 1 1 1     3  1 3 0 0 0 1 0 1
2010 02 25     2  1 0 0 0 0 1 1 2     1  0 0 0 1 0 0 1 1     2  1 0 0 0 0 0 1 2
2010 02 26     1  2 0 0 0 1 0 0 0     0  1 0 0 0 0 0 0 0     2  1 0 0 0 0 0 0 1
2010 02 27     0  0 0 0 0 0 1 0 0     0  0 0 0 0 0 0 1 0     2  0 0 0 0 0 1 1 1
2010 02 28     2  0 0 1 0 2 0 0 1     1  0 0 1 0 1 0 0 0     2  0 0 1 0 1 1 0 1
2010 03 01     4  1 1 1 1 2 1 1 1     5  2 1 1 1 3 1 1 1     5  1 1 1 1 2 2 1 2
2010 03 02     3  0 0 0 2 2 1 1 1     8  0 0 0 4 4 2 0 0     4  0 0 0 2 2 2 1 2
2010 03 03     5  1 2 0 1 2 2 2 2    -1  0 1 0 3-1-1-1-1     6  1 2 0 2 2 2 2 2
2010 03 04     4  1 2 1 0 2 1 1 1     7  0 2 1 0 4 3 1 0     6  2 3 2 0 2 1 1 1
2010 03 05     1  0 0 1 1 1 0 0 0     7  0 0 3 4 3 0 0 0     2  0 0 1 1 1 1 0 1
2010 03 06     3  2 0 0 0 0 1 1 2     1  1 0 0 0 0 0 0 1     3  2 0 0 0 1 1 1 1
2010 03 07     3  1 2 2 0 1 0 0 0     6  1 3 4 1 1 0 0 0     4  2 3 2 0 0 0 0 1
2010 03 08     1  1 1 1 0 0 0 0 0     1  0 0 1 1 0 1 0 0     3  1 1 1 0 0 1 1 1
2010 03 09     2  0 0 0 0 2 1 1 1     0  0 0 0 0 1 0 0 0     2  0 0 0 0 1 1 0 1
2010 03 10     6  2 1 1 1 2 3 1 2     7  1 0 1 1 4 3 1 1     7  1 1 2 1 2 3 2 2
2010 03 11     9  4 3 3 2 1 1 1 0    18  2 4 5 5 2 1 1 0     9  3 3 3 2 1 1 1 1
2010 03 12     6  2 3 2 1 2 1 1 1    13  1 2 2 3 5 4 0 0     9  2 4 2 2 2 2 1 2
2010 03 13     2  1 0 0 0 1 1 1 0     1  0 0 1 2 0 0 0 0     4  1 0 0 0 0 2 2 1
2010 03 14     2  1 1 1 0 1 1 0 1     9  1 0 4 2 4 2 0 1     6  2 1 1 1 2 2 1 2
2010 03 15     2  1 0 0 0 1 1 2 1     1  0 0 0 0 0 1 1 0     3  1 0 0 0 0 2 2 1
2010 03 16     3  0 1 2 0 1 1 1 1     2  0 1 0 0 2 0 1 0     4  1 0 1 0 1 1 1 2
2010 03 17     5  1 3 2 1 1 0 1 2     4  1 3 2 0 0 0 0 1     7  1 4 2 1 0 0 1 3
2010 03 18     4  3 2 0 0 1 0 1 1     2  1 2 0 0 0 1 1 1     5  2 3 0 0 0 1 2 2
2010 03 19     2  0 0 1 0 1 1 1 1     2  0 0 1 1 1 1 1 1     4  0 0 1 1 0 2 2 2
2010 03 20     5  1 2 2 1 2 1 2 0     9  1 1 4 1 3 2 3 0     7  1 3 3 1 2 1 2 1
2010 03 21     0  0 0 0 0 1 0 0 0     0  0 0 1 0 0 0 0 0     2  0 0 1 1 0 1 1 1
2010 03 22     0  0 0 0 0 0 1 0 0     1  0 0 0 0 0 0 0 2     2  0 0 0 0 0 1 1 1
2010 03 23     0  0 0 0 0 1 0 0 0     0  0 0 0 0 0 0 0 0     2  0 0 0 0 1 1 1 1
2010 03 24     2  0 0 0 0 2 1 0 1     4  0 0 0 0 3 3 0 0     3  0 0 0 0 2 2 0 2
2010 03 25     4  1 2 0 1 2 1 2 1     2  0 0 0 0 1 1 2 0     5  1 1 0 1 2 2 2 1
2010 03 26     2  0 1 1 0 1 0 0 2     8  0 0 2 2 5 0 0 1     4  0 1 1 0 2 0 0 2
2010 03 27     1  1 2 0 0 0 0 0 0     1  1 2 0 0 0 0 0 0     3  2 2 0 0 1 1 1 1
2010 03 28     4  0 3 2 1 1 1 1 0    12  0 3 4 3 4 2 1 0     7  0 3 2 2 2 2 1 1
2010 03 29     5  2 1 1 1 2 1 0 3     2  0 0 1 1 1 1 0 0     4  2 0 1 1 1 2 0 2
2010 03 30     4  2 1 1 0 1 1 2 2     4  2 1 1 1 0 1 2 2     5  2 1 0 1 1 1 2 2
2010 03 31     5  2 2 1 2 1 0 1 2     6  1 1 1 4 0 0 1 2     4  1 2 0 1 1 1 0 2
2010 04 01     9  3 2 2 1 3 3 1 2    20  2 2 3 3 6 4 1 2    12  3 3 2 2 4 3 1 3
2010 04 02    10  3 2 3 3 2 1 2 2    21  2 3 5 5 4 3 2 1    12  3 2 3 3 2 2 2 3
2010 04 03     5  2 1 0 1 2 2 2 2     9  2 1 1 2 3 3 3 1     8  2 1 1 0 2 3 2 3
2010 04 04    11  3 2 4 1 2 1 2 3    16  3 3 4 2 4 3 2 3    13  3 3 4 1 2 2 3 4
2010 04 05    28  2 3 4 6 5 3 3 3    75  3 3 6 8 7 6 3 3    49  3 4 4 7 6 5 4 4
2010 04 06    22  5 4 3 3 3 4 3 3    84  4 5 6 7 7 6 6 6    46  6 6 4 5 4 5 5 4
2010 04 07    15  4 2 4 3 3 2 2 3    46  3 2 6 6 6 6 3 2    21  4 2 4 4 4 3 3 3
2010 04 08     9  4 2 2 2 1 1 1 3    20  3 3 4 5 4 2 2 3    11  4 2 2 2 2 1 2 3
2010 04 09     4  2 2 1 1 0 1 2 1     6  3 1 1 3 2 1 0 0     6  3 2 1 1 1 1 1 1
2010 04 10     3  1 1 0 0 2 2 0 0     1  1 1 0 0 0 0 1 0     3  1 1 0 0 0 1 1 1
2010 04 11     8  1 0 1 0 3 3 3 3    13  1 0 1 1 4 5 3 2     8  1 0 1 0 3 3 3 3
2010 04 12    18  6 4 3 1 1 2 2 1    17  5 3 4 2 3 3 2 0    22  6 4 3 1 1 3 2 1
2010 04 13     2  0 0 2 1 0 1 0 1     3  0 0 2 2 1 0 0 1     3  1 0 1 1 0 1 0 2
2010 04 14     8  1 0 0 1 0 1 2 5     5  1 1 0 1 1 1 2 3     9  1 1 0 0 1 1 2 5
2010 04 15     5  3 3 1 1 1 1 0 0     6  3 3 1 2 1 1 0 0     8  4 3 1 1 1 1 0 1
2010 04 16     2  1 1 0 0 1 1 1 0     2  2 1 0 0 0 0 1 0     4  2 1 0 0 0 1 1 1
2010 04 17     1  0 0 1 0 0 0 1 1     2  1 0 1 0 0 0 1 1     2  1 0 0 0 0 0 1 1
2010 04 18     1  0 0 0 0 0 0 1 1     1  0 0 0 1 0 0 1 1     2  1 1 0 1 0 1 0 1
2010 04 19     3  1 1 1 1 1 1 0 1     6  1 3 2 3 2 0 0 0     5  1 2 2 2 1 1 1 1
2010 04 20     4  0 1 1 1 2 1 1 2     4  0 0 1 1 3 2 1 0     5  1 1 1 1 2 1 1 2
2010 04 21     4  0 2 2 1 2 1 1 1     7  1 2 2 3 3 2 1 0     6  1 2 2 1 2 2 1 1
2010 04 22     4  0 1 1 1 1 1 2 2     3  1 1 1 0 0 1 2 2     6  1 1 1 0 1 2 3 3
2010 04 23     7  4 2 2 1 1 0 1 2     9  4 3 3 2 0 0 1 2    13  5 4 2 1 1 1 2 2
2010 04 24     8  4 4 0 0 1 1 1 0     5  2 2 1 2 3 0 0 0     8  3 4 0 1 1 1 2 1
2010 04 25     2  1 2 0 1 0 0 0 0     1  1 1 0 0 0 0 0 0     3  1 2 0 0 1 1 0 1
2010 04 26     0  0 0 1 0 0 0 0 0     0  0 0 0 1 0 0 0 0     2  0 1 1 0 1 0 0 1
2010 04 27     3  2 1 0 0 0 1 1 2     2  1 1 0 1 0 0 1 0     4  2 1 0 1 1 2 1 2
2010 04 28     2  1 1 1 1 1 0 0 1     1  0 0 0 1 1 0 0 1     4  1 0 1 0 2 1 1 2
2010 04 29     4  3 2 0 1 1 0 1 1     4  3 3 0 0 0 0 0 0     6  3 3 0 0 1 1 1 1
2010 04 30     2  1 1 1 1 1 0 1 0     3  1 1 0 1 1 1 1 1     4  2 1 1 0 1 1 0 1
2010 05 01     1  0 1 0 0 1 0 0 1     1  0 1 0 1 1 1 0 0     4  0 2 0 1 1 2 1 2
2010 05 02    18  0 1 1 2 5 4 4 4    25  0 1 2 6 4 5 4 3    39  1 1 2 4 6 6 6 5
2010 05 03    19  5 4 3 3 3 2 2 3    30  4 4 5 6 4 2 2 3    27  5 5 4 4 3 3 3 4
2010 05 04     7  3 2 2 2 2 1 1 2    16  3 2 3 5 3 3 1 2    10  4 1 3 2 2 3 2 2
2010 05 05     6  3 2 2 0 1 2 2 1     8  3 3 2 2 1 2 2 1     8  3 2 2 1 1 2 3 2
2010 05 06     6  0 3 2 1 1 2 2 2    17  0 2 5 4 4 3 2 2    10  1 3 3 2 2 2 2 3
2010 05 07    10  4 3 2 1 2 1 2 2    13  3 3 3 3 4 2 2 1     9  3 3 2 1 3 1 2 2
2010 05 08     4  2 1 2 1 1 1 1 1     8  1 2 4 3 2 1 0 1     6  2 2 2 1 2 2 2 2
2010 05 09     1  1 0 0 0 0 0 0 1     0  1 0 0 0 0 0 0 0     4  1 0 0 1 1 1 1 1
2010 05 10     4  1 1 0 1 1 1 3 1     2  1 0 0 0 1 1 1 1     5  1 1 0 1 1 2 2 2
2010 05 11     6  2 2 2 2 2 1 1 1     5  2 2 1 2 1 1 1 1     8  2 2 2 2 1 3 3 1
2010 05 12     4  1 1 1 1 2 1 1 1     8  2 2 0 3 4 1 0 1     5  2 1 1 2 2 1 1 1
2010 05 13     2  1 0 0 1 1 1 1 0     1  1 0 0 1 0 0 0 0     4  1 0 1 1 1 1 1 1
2010 05 14     1  0 0 0 0 1 1 1 0     1  0 1 0 0 0 0 1 0     3  1 0 0 0 0 2 1 1
2010 05 15     2  1 1 0 0 1 1 0 0     2  1 1 0 1 1 0 0 0     4  2 1 0 1 1 1 1 1
2010 05 16     3  1 1 1 0 1 1 1 1     2  1 0 0 0 1 1 1 1     4  1 1 0 0 1 1 2 2
2010 05 17     4  2 1 1 1 1 1 1 1     6  1 2 1 3 3 0 1 1     6  2 2 1 1 2 1 2 1
2010 05 18     4  1 2 2 1 2 0 1 1    10  1 1 3 4 4 1 0 0     6  2 2 2 2 2 1 1 1
2010 05 19     7  1 1 1 2 3 3 1 2     8  1 1 1 1 3 4 1 2     8  1 1 1 2 3 3 2 2
2010 05 20     9  3 1 2 2 3 2 1 3    13  3 2 4 3 4 2 1 1     9  4 1 2 1 2 2 1 3
2010 05 21     4  3 1 1 0 1 0 1 1     3  1 1 2 0 1 1 0 1     5  3 1 2 0 1 1 1 1
2010 05 22     2  0 1 1 1 0 0 1 0     1  0 1 1 1 0 0 0 0     4  0 2 1 1 1 1 0 1
2010 05 23     0  0 1 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0     2  1 0 0 0 0 1 1 1
2010 05 24     0  0 0 0 0 1 0 0 0     0  0 0 0 0 0 0 0 0     2  1 0 0 0 0 1 1 1
2010 05 25     4  1 1 1 1 1 1 2 2     4  1 1 1 2 2 1 1 2     5  1 1 1 1 1 1 2 3
2010 05 26     5  2 2 1 1 2 1 1 2     4  1 2 2 2 1 1 0 1     6  2 2 1 1 1 1 2 2
2010 05 27     1  1 0 0 0 0 1 1 0     1  1 0 0 2 0 0 0 0     4  2 0 0 0 1 1 1 2
2010 05 28     7  1 3 2 2 2 1 2 2    16  1 3 1 5 5 1 1 2    10  1 3 2 2 3 2 3 3
2010 05 29    15  2 2 4 3 3 3 3 3    53  2 4 7 5 6 6 4 3    33  4 3 5 5 5 4 3 3
2010 05 30    14  2 2 4 2 1 2 4 4    25  3 3 6 4 2 3 4 3    19  3 3 4 2 2 4 5 4
2010 05 31    14  3 2 4 3 3 2 2 3    37  3 3 5 6 6 4 3 3    16  3 3 4 3 3 3 2 3
2010 06 01     9  4 2 1 1 2 1 3 1    16  4 3 4 2 3 3 3 2    12  4 3 2 1 2 2 4 2
2010 06 02     4  2 2 1 1 1 1 1 1     6  2 3 1 1 2 1 1 1     6  2 3 0 0 2 2 1 3
2010 06 03    13  1 2 2 4 2 3 3 3    18  2 2 3 5 5 2 2 2    13  1 2 2 4 3 1 3 3
2010 06 04    11  4 3 2 3 1 1 2 2    21  4 3 3 6 3 2 1 2    16  5 4 2 4 2 2 1 2
2010 06 05     6  2 2 1 0 1 1 2 3     5  2 2 3 0 0 1 0 2     6  2 2 2 0 0 1 1 3
2010 06 06     5  2 1 1 1 1 0 2 3     6  2 1 2 3 1 1 2 1     7  2 2 1 1 1 2 2 3
2010 06 07     4  2 1 0 1 1 1 2 1     8  3 1 1 3 3 2 1 1     6  3 1 0 1 2 2 2 1
2010 06 08     3  2 0 1 1 1 1 1 0     1  1 0 0 0 0 0 1 0     3  1 0 1 0 0 1 1 1
2010 06 09     3  1 0 1 2 1 1 1 1     2  1 0 1 0 0 1 1 1     4  1 1 1 1 1 2 1 2
2010 06 10     5  2 2 2 1 1 1 1 1     7  3 3 1 3 1 0 0 1     6  2 2 1 2 1 1 1 2
2010 06 11     4  1 2 1 0 2 1 1 1     7  1 2 1 2 3 3 0 1     5  2 2 1 1 1 1 1 1
2010 06 12     1  0 0 0 0 1 0 1 1     0  0 0 0 0 0 0 0 0     3  1 0 0 0 1 1 2 2
2010 06 13     5  1 2 2 1 1 1 2 2     8  0 2 3 4 1 1 1 1     6  1 2 2 2 2 2 2 2
2010 06 14     3  1 1 1 1 1 0 1 1     7  1 2 3 4 0 0 0 2     5  2 2 1 2 1 1 0 2
2010 06 15     9  1 2 2 2 2 2 3 3    13  1 2 2 5 2 3 2 2    10  1 2 2 3 2 3 3 3
2010 06 16    13  2 2 3 2 3 2 3 4    42  4 4 5 5 6 6 2 3    19  3 4 3 3 3 3 4 4
2010 06 17     8  1 2 3 2 1 2 3 1    18  2 3 6 4 0 1 2 1    10  2 3 3 2 1 2 3 2
2010 06 18     4  1 2 1 1 1 2 1 1     5  2 2 1 2 1 1 2 0     5  2 2 1 1 1 1 1 1
2010 06 19     2  1 0 0 1 1 0 1 1     2  1 1 0 1 0 0 2 0     4  2 1 0 1 0 1 1 2
2010 06 20     2  1 0 0 0 1 1 1 1     1  1 0 0 0 0 0 0 1     3  1 0 0 1 1 1 1 2
2010 06 21     6  2 1 3 0 1 1 2 2     2  1 1 2 0 0 0 1 0     5  2 0 3 0 1 1 2 2
2010 06 22     5  1 2 1 1 1 1 2 2     2  0 1 0 1 1 1 1 1     6  2 1 1 1 1 2 3 2
2010 06 23     2  0 0 1 1 1 1 1 0     3  1 1 1 2 2 1 0 0     4  1 1 1 1 1 1 2 1
2010 06 24     5  0 0 1 1 2 2 3 2     4  0 0 0 0 2 3 2 1     7  1 0 0 0 2 2 3 3
2010 06 25     8  2 0 1 1 2 2 2 4     5  1 1 0 3 2 1 1 2     8  3 1 1 1 2 2 2 3
2010 06 26     9  2 3 3 2 2 2 2 2    20  2 4 5 5 1 2 2 3    15  3 4 3 3 2 3 4 3
2010 06 27    12  3 4 3 2 2 2 2 2    22  2 4 5 5 4 2 2 2    13  3 4 3 2 2 2 3 3
2010 06 28     6  2 2 2 2 1 2 2 1     7  2 2 2 2 2 2 2 1     7  3 2 2 2 1 2 2 2
2010 06 29     8  2 2 1 1 2 1 3 3    18  2 3 4 5 3 2 2 3    11  2 3 2 2 1 1 3 4
2010 06 30    15  4 4 3 2 2 2 3 3    29  5 3 5 5 5 3 1 2    19  5 4 4 2 3 3 2 3
2010 07 01     8  2 3 2 1 2 2 2 2    18  3 3 4 4 3 4 2 2    12  3 4 2 2 2 3 3 3
2010 07 02     8  2 1 3 1 2 1 2 3    17  2 2 5 5 2 1 2 2     9  3 2 3 2 1 2 2 3
2010 07 03     6  2 3 0 2 2 1 1 2     9  2 3 0 4 2 2 2 1     7  2 3 0 2 2 2 2 2
2010 07 04     5  2 1 1 1 1 2 2 2     5  2 1 1 3 1 1 1 0     5  2 1 1 1 1 1 2 2
2010 07 05     2  1 0 1 1 1 0 0 1     2  1 1 1 1 1 1 0 0     5  2 1 1 1 1 1 1 2
2010 07 06     1  1 0 1 0 0 0 0 0     1  2 1 0 0 0 0 0 0     3  2 1 1 0 0 1 0 1
2010 07 07     2  0 0 0 0 1 1 1 1     1  0 1 0 0 0 0 0 0     3  1 1 0 0 1 1 1 2
2010 07 08     2  0 0 0 0 0 1 2 2    -1  0-1-1-1-1-1-1-1     3  1 0 0 0 0 1 2 2
2010 07 09     4  2 1 2 0 1 1 1 1     7  2 2 2 4 1 1 1 0     5  2 2 2 1 1 1 1 1
2010 07 10     0  0 0 0 0 1 0 0 0     0  0 0 0 0 0 1 0 0     2  0 0 0 0 0 1 0 1
2010 07 11     2  0 0 0 0 1 1 1 2     3  0 0 0 0 2 2 1 1     5  1 0 0 1 2 2 1 3
2010 07 12     2  1 0 0 1 1 0 1 1     1  1 0 0 0 0 0 1 1     5  2 0 0 0 1 2 2 3
2010 07 13     1  1 0 0 0 0 0 0 1     1  2 0 0 0 0 0 0 0     3  2 0 0 0 0 2 1 2
2010 07 14     7  1 1 1 1 1 1 2 4    10  1 2 1 3 4 1 2 3    11  1 1 1 2 2 1 2 5
2010 07 15    10  5 2 1 2 1 1 1 1    13  3 3 2 4 4 2 1 1    10  4 3 1 2 2 2 1 2
2010 07 16     2  0 0 1 1 2 1 0 1     5  0 1 1 4 1 0 0 0     4  1 1 1 1 1 1 0 2
2010 07 17     1  0 0 0 0 1 1 0 1     0  0 0 0 0 0 0 0 0     2  1 0 0 0 1 1 0 1
2010 07 18     2  0 0 0 1 1 1 1 1     0  0 0 0 0 0 0 0 0     3  1 0 0 0 0 1 1 2
2010 07 19     2  0 0 0 1 1 1 1 1     1  0 0 0 0 0 2 1 0     4  1 0 0 1 1 2 1 2
2010 07 20     3  1 0 2 1 1 1 1 1     2  0 1 2 0 0 0 1 1     5  2 1 2 1 2 1 2 2
2010 07 21     3  1 2 0 1 1 1 1 1     4  1 2 1 1 1 1 1 1     5  2 2 0 1 1 2 2 1
2010 07 22     4  0 1 1 1 1 1 2 2     7  1 1 3 3 2 1 1 1     5  1 1 1 1 2 1 2 2
2010 07 23     6  1 1 2 1 1 2 2 3     9  1 2 2 2 3 3 3 1     8  2 2 2 1 2 2 2 3
2010 07 24     4  2 1 1 0 1 1 2 2     2  1 1 1 0 0 1 1 1     5  2 1 1 0 1 1 2 2
2010 07 25     5  2 1 1 1 2 1 2 2     7  3 1 1 1 4 0 1 1     6  3 1 1 1 2 1 1 2
2010 07 26     5  2 2 1 1 1 1 2 2     3  2 2 1 0 0 1 1 1     6  2 2 1 1 1 2 1 3
2010 07 27    11  2 3 3 2 2 2 3 3    23  3 5 4 4 4 4 2 2    19  3 3 4 4 3 3 4 3
2010 07 28    10  4 2 2 2 2 2 2 2    25  4 3 3 6 5 2 2 1    14  4 3 3 3 3 2 3 3
2010 07 29     5  1 2 2 2 2 1 1 1     9  2 2 2 4 3 1 1 1     7  2 3 2 2 2 1 1 2
2010 07 30     5  2 1 0 1 1 2 2 2     8  2 2 1 4 2 2 1 1     7  2 1 1 2 1 2 2 3
2010 07 31     4  2 1 0 1 2 2 1 0     7  3 2 0 2 3 2 1 1     6  2 1 1 1 2 2 2 2
2010 08 01     2  0 0 1 0 1 1 1 2     4  1 1 1 2 1 1 1 1     4  0 1 1 1 1 1 1 2
2010 08 02     5  1 2 1 1 2 2 1 2     5  2 1 2 2 2 2 0 1     5  1 2 1 1 1 2 1 2
2010 08 03    14  1 3 2 1 1 3 3 5    14  2 2 2 2 1 3 3 5    20  2 3 2 1 1 2 5 6
2010 08 04    26  5 4 3 4 4 2 4 4    -1  5 5 2-1-1-1-1-1    42  6 5 3 5 4 4 6 4
2010 08 05     7  3 3 0 1 2 1 2 2    10  4 3 1 2 3 2 1 1    10  4 3 0 1 1 2 2 2
2010 08 06     6  1 3 2 1 1 1 2 2     9  1 4 2 2 3 1 1 1     8  2 3 2 1 2 1 3 2
2010 08 07     4  1 1 1 1 1 1 2 1     4  1 1 2 3 1 1 0 0     5  1 2 1 1 1 1 1 1
2010 08 08     2  0 0 0 1 1 1 2 1     1  0 0 0 0 0 1 2 0     4  1 0 0 1 1 1 2 2
2010 08 09     7  2 3 2 1 2 2 1 2     7  1 3 2 1 2 2 2 1    10  3 4 2 1 2 2 2 3
2010 08 10     7  2 2 3 1 2 1 1 2     6  2 2 2 1 2 1 1 2     8  2 2 2 1 1 1 2 3
