:Product: Daily Geomagnetic Data     2008_DGD.txt
:Issued: 1800 UT 07 Jan 2009
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
#  Please send comment and suggestions to SWPC.Webmaster@noaa.gov
#
#                         2008 Daily Geomagnetic Data
#
#                 Middle Latitude        High Latitude            Estimated
#               - Fredericksburg -     ---- College ----      --- Planetary ---
#   Date        A     K-indices        A     K-indices        A     K-indices
#------------------------------------------------------------------------------
2008 02 20     5  2 3 2 1 1 1 0 0     9  1 1 4 4 2 2 0 0     7  2 3 3 1 1 1 1 1
2008 02 21     3  0 0 1 1 2 2 1 0     8  0 0 2 3 4 3 1 0     6  0 0 1 2 3 2 1 1
2008 02 22     3  0 1 3 1 1 1 0 0     5  0 0 2 3 3 1 0 0     4  0 2 2 1 1 1 0 1
2008 02 23     3  0 0 1 0 1 2 2 1     4  0 0 1 1 2 3 1 1     4  0 0 1 0 1 1 2 1
2008 02 24     2  1 1 0 0 1 1 1 0     0  0 0 0 1 0 0 0 0     3  1 0 0 1 1 1 2 1
2008 02 25     1  1 0 1 1 0 0 0 0     2  0 1 2 2 0 0 0 0     3  1 1 1 2 0 1 0 0
2008 02 26     2  0 2 0 0 1 0 1 1     2  0 0 0 1 2 2 0 0     3  0 1 1 0 2 1 0 1
2008 02 27     6  2 2 1 0 1 2 3 2     8  1 1 0 1 3 3 3 2    12  2 2 0 1 2 3 5 3
2008 02 28    17  4 3 2 3 3 3 3 4    27  2 3 3 6 4 4 4 3    22  4 3 3 3 3 4 4 4
2008 02 29    18  3 3 3 3 2 3 3 5    44  3 4 5 6 5 6 4 4    27  4 4 4 4 3 5 4 5
2008 03 01    13  5 2 2 2 3 2 2 2    44  5 5 5 6 6 4 3 2    19  5 4 3 3 3 3 3 2
2008 03 02     8  2 2 3 2 2 2 1 2    12  2 2 3 4 3 3 1 1     8  2 2 3 2 2 2 1 2
2008 03 03     4  2 2 1 1 1 1 1 0     7  2 2 1 4 1 2 1 0     5  3 2 1 2 1 1 1 0
2008 03 04     3  1 2 2 0 1 0 0 0     4  0 1 3 2 2 0 0 0     4  1 2 2 1 1 1 0 1
2008 03 05     7  1 2 2 2 3 2 1 1    19  1 1 3 5 5 4 1 1     8  1 1 2 3 3 2 1 2
2008 03 06     2  0 0 0 0 1 2 0 1     1  1 0 0 0 1 1 0 0     2  0 0 0 0 1 2 0 1
2008 03 07     1  1 0 1 0 1 0 0 0     1  0 0 1 1 0 0 0 0     3  1 1 1 0 1 1 1 1
2008 03 08     6  0 0 1 1 3 2 3 1    22  0 0 0 3 6 4 5 1    11  0 0 1 1 4 4 3 1
2008 03 09    14  3 4 3 3 2 2 2 3    41  3 5 6 6 5 4 3 3    25  4 5 5 3 3 2 2 4
2008 03 10    12  3 3 2 3 2 2 3 3    25  4 4 3 5 4 4 3 3    18  4 4 2 3 4 2 3 4
2008 03 11     7  2 2 3 2 3 2 2 1    25  3 2 4 5 6 3 2 1    12  3 1 4 2 4 3 1 2
2008 03 12     9  2 3 3 2 1 1 3 2    15  2 2 4 4 3 2 3 3    14  2 4 4 2 1 1 4 2
2008 03 13    11  3 3 2 2 3 2 3 1    33  2 2 2 7 6 3 2 1    14  2 3 2 4 4 3 3 2
2008 03 14    12  3 3 3 1 2 3 2 3    22  2 2 4 4 4 5 3 3    13  2 3 3 2 2 4 3 3
2008 03 15     7  2 2 2 3 2 1 2 1    33  4 2 4 7 5 2 1 1    11  3 3 1 4 3 2 1 1
2008 03 16     4  2 2 1 0 1 1 1 1     7  2 2 2 1 3 2 1 1     5  2 2 1 0 1 1 1 2
2008 03 17     3  2 0 0 0 1 2 2 1     4  2 0 1 2 0 2 2 1     4  2 0 0 0 1 2 2 1
2008 03 18     7  3 3 2 1 1 1 1 1     8  2 2 3 2 3 2 1 1     8  3 4 1 1 1 1 0 1
2008 03 19     5  0 0 2 0 3 2 2 2    10  0 0 1 0 5 3 2 2     6  0 1 1 1 3 3 1 2
2008 03 20     7  2 1 1 2 3 2 2 1    16  2 1 1 4 6 2 1 0     8  2 1 1 1 4 2 2 2
2008 03 21     4  2 1 0 0 1 1 2 2     5  1 1 2 3 1 1 1 1     5  2 1 0 1 1 2 2 2
2008 03 22     4  2 0 1 1 1 1 1 2     3  1 1 1 2 0 0 1 2     5  1 0 1 1 1 1 1 3
2008 03 23     7  3 1 3 2 2 1 1 1    11  2 2 2 5 3 1 1 0     8  3 3 3 2 1 1 1 1
2008 03 24     2  0 1 1 1 1 1 0 1     1  1 1 0 1 0 0 0 0     4  1 1 1 0 1 1 1 1
2008 03 25     3  0 0 0 0 2 1 2 1     1  0 0 0 0 1 0 1 1     4  0 0 0 1 1 2 2 2
2008 03 26    16  1 2 3 3 3 3 4 4    45  1 2 5 6 6 6 5 3    27  1 1 4 4 5 4 5 4
2008 03 27    19  5 4 2 3 2 2 3 4    36  5 4 5 5 3 5 4 4    31  6 5 4 3 3 2 4 5
2008 03 28    13  4 3 3 3 3 1 2 2    53  5 4 6 7 6 4 3 2    21  5 4 4 4 4 3 3 3
2008 03 29     6  2 2 2 1 2 1 2 2    20  3 2 4 5 5 2 1 2     8  2 3 2 2 2 1 2 3
2008 03 30     6  3 2 2 1 1 1 1 2    12  3 2 4 2 4 2 1 1     8  4 2 2 2 2 1 1 2
2008 03 31     2  1 0 0 1 1 0 1 1     5  1 1 0 3 3 0 0 1     4  2 0 0 2 1 1 1 2
2008 04 01     5  2 3 2 0 1 1 1 0     6  1 3 3 2 2 0 0 0     4  1 2 2 0 1 1 1 0
2008 04 02     1  0 1 0 0 1 1 0 0     0  0 0 0 0 0 0 0 0     1  0 0 0 0 0 1 0 0
2008 04 03     2  1 1 0 1 1 1 0 0     1  1 1 0 0 0 0 0 0     2  1 1 0 0 0 1 0 0
2008 04 04     8  0 0 0 1 2 3 4 3    10  0 0 0 2 4 4 3 2    11  0 0 0 1 2 3 5 3
2008 04 05     9  1 1 0 2 2 4 2 3    38  2 1 1 6 5 7 3 2    21  1 1 0 3 3 6 5 4
2008 04 06    11  2 4 3 2 2 2 2 2    28  3 3 5 6 5 2 3 1    18  3 5 4 3 3 2 2 2
2008 04 07     9  3 3 2 2 1 2 1 3    13  3 4 2 3 2 3 2 2    12  3 4 2 1 1 3 2 3
2008 04 08     6  1 2 2 2 2 2 1 2    21  2 1 2 6 5 2 2 2     9  1 1 2 3 3 2 2 3
2008 04 09     9  3 2 4 2 2 1 1 1    20  3 2 4 5 5 2 1 1    12  3 3 4 3 2 1 1 2
2008 04 10    -1 -1-1-1-1-1-1-1-1    12  2 2 3 4 4 2 1 1     8  3 2 2 1 2 1 2 3
2008 04 11     3  1 1 0 1 2 1 1 1     8  1 2 0 4 3 2 0 1     4  2 1 0 2 1 1 0 2
2008 04 12     8  2 3 2 2 2 1 2 2    24  5 2 4 5 5 1 2 1    11  2 4 3 2 3 1 2 2
2008 04 13     6  1 2 1 1 2 2 2 2    11  1 1 3 4 3 3 2 1     7  1 2 1 2 2 3 2 2
2008 04 14     2  1 1 0 0 1 1 0 1     1  2 0 0 0 0 0 0 1     2  1 1 0 0 0 0 1 1
2008 04 15     3  0 0 0 0 2 1 2 2     2  0 0 0 0 1 1 1 2     5  0 0 0 0 2 1 2 3
2008 04 16     9  2 2 3 2 3 2 2 2    17  2 3 4 3 5 3 2 2    15  3 2 4 2 3 3 4 3
2008 04 17     7  3 3 1 1 1 1 2 1     5  2 2 1 2 0 2 2 1     8  3 3 1 1 1 2 2 1
2008 04 18     5  1 3 2 1 1 1 1 1     5  2 2 1 2 2 1 1 1     6  2 3 2 1 1 1 1 1
2008 04 19     6  3 2 1 1 1 1 1 2     4  2 1 2 2 0 1 1 1     5  2 2 1 1 1 1 1 2
2008 04 20     1  1 0 0 0 0 1 1 0     3  2 0 0 1 1 2 1 0     4  2 0 0 0 1 2 1 2
2008 04 21     3  1 2 1 1 1 1 0 0     3  2 2 1 2 0 1 0 0     4  1 2 1 1 0 1 1 1
2008 04 22     4  0 0 0 0 1 2 2 3     2  0 0 0 1 0 1 1 2     5  0 0 0 1 1 3 2 3
2008 04 23    17  2 3 4 3 3 4 3 3    51  3 4 6 6 6 6 4 3    32  3 4 5 4 4 5 5 4
2008 04 24    13  3 3 4 2 2 2 2 3    30  4 3 5 5 6 2 2 2    18  3 4 4 3 3 2 2 3
2008 04 25     7  3 2 2 2 2 1 2 1    10  2 3 3 3 3 1 1 1     8  3 3 2 2 1 2 2 2
2008 04 26     5  2 1 2 1 1 1 2 2    17  2 2 3 5 3 4 2 2    10  2 2 2 3 2 3 3 2
2008 04 27     7  2 2 3 2 1 1 1 2    12  1 2 3 5 2 3 1 0    10  2 3 3 2 1 3 2 2
2008 04 28     9  1 1 2 3 1 2 3 3    -1  2 0 4 4-1-1 2 1    11  2 1 2 3 3 3 3 3
2008 04 29     4  3 2 1 0 1 0 1 0     3  2 2 1 0 1 0 0 0     8  3 3 1 1 1 3 2 1
2008 04 30     4  0 1 0 1 1 2 3 1     5  0 0 0 2 1 3 3 1     8  1 0 0 1 1 3 4 2
2008 05 01     6  0 1 1 1 1 1 3 3     8  1 2 2 1 0 2 2 4     9  0 1 2 0 1 3 3 4
2008 05 02     7  4 3 2 1 1 0 0 1    13  3 3 3 2 5 1 0 1    12  4 4 3 0 3 2 0 2
2008 05 03     9  3 2 2 2 2 2 3 2    13  2 2 2 3 5 2 2 2    12  3 3 2 3 3 2 3 2
2008 05 04     6  0 2 2 2 2 2 2 2     9  1 2 3 4 2 1 1 2     8  1 2 3 3 1 2 2 2
2008 05 05     8  2 2 3 0 2 2 3 2    12  3 2 3 1 3 4 2 2    11  2 2 3 0 2 3 3 2
2008 05 06     9  4 2 3 2 1 1 1 1     8  2 2 3 4 2 0 0 1    10  4 3 3 2 1 1 1 1
2008 05 07     5  2 1 0 0 1 2 3 2     3  3 1 1 0 0 0 1 1     4  2 1 0 0 1 2 2 2
2008 05 08     3  1 1 2 1 1 0 1 0     4  2 1 2 2 1 0 1 0     4  2 1 2 2 1 0 1 1
2008 05 09     3  1 1 1 1 1 0 1 1     1  1 0 1 1 0 0 0 0     3  1 1 1 1 1 1 0 1
2008 05 10     4  1 2 1 1 1 0 1 2     4  1 1 2 2 0 0 1 2     5  1 2 1 1 1 1 1 2
2008 05 11     3  1 1 1 1 1 0 2 0     2  1 1 0 1 0 0 1 0     3  2 1 0 0 1 1 2 1
2008 05 12     3  1 0 1 1 0 1 1 2     2  1 1 0 1 0 0 1 1     4  1 0 1 0 1 1 1 2
2008 05 13     3  2 2 0 0 1 1 1 0     2  1 2 0 0 1 1 1 0     4  2 2 0 0 1 2 1 1
2008 05 14     1  0 1 0 0 1 1 0 0     1  0 1 0 0 0 0 1 0     3  1 1 0 0 1 0 1 1
2008 05 15     2  0 1 0 1 1 1 1 1     2  0 2 0 1 0 0 1 1     4  0 1 1 0 1 1 1 2
2008 05 16     3  1 0 0 1 1 2 1 1     4  2 1 0 1 3 1 1 1     4  2 1 1 1 2 1 1 1
2008 05 17     1  1 0 0 1 1 0 0 0     0  1 0 0 0 0 0 0 0     2  1 0 0 0 1 1 0 1
2008 05 18     2  0 1 0 1 2 0 1 0     2  1 1 0 1 1 0 0 0     3  1 1 0 1 2 1 0 1
2008 05 19     5  2 1 2 2 2 1 1 1    12  3 1 2 4 4 2 1 1     8  3 2 1 3 2 2 1 1
2008 05 20     7  1 2 3 0 2 2 2 2    11  2 4 2 2 4 2 1 1    10  2 2 3 1 2 3 2 3
2008 05 21     9  3 3 2 2 2 2 2 2    19  3 5 3 5 2 3 1 1    13  3 4 3 3 2 2 1 3
2008 05 22     7  2 1 1 1 2 2 3 2     8  3 3 1 1 2 2 2 2     9  3 2 1 1 2 3 3 3
2008 05 23     7  2 2 0 1 2 2 3 2    12  2 1 0 3 5 2 2 2    10  2 2 0 1 3 2 3 3
2008 05 24     4  2 0 1 1 2 1 1 2    15  3 1 3 4 5 2 0 1     7  3 1 1 2 2 2 1 2
2008 05 25     7  3 2 2 1 2 1 1 2     4  1 2 2 2 1 1 1 0     6  3 3 2 1 1 1 1 1
2008 05 26     3  1 1 1 1 1 0 1 1     3  1 1 2 2 0 0 0 0     4  1 1 1 2 1 0 1 1
2008 05 27     2  0 1 1 0 0 1 1 2     3  0 1 1 1 2 1 0 1     3  1 0 1 0 0 1 1 2
2008 05 28    10  3 2 3 2 3 2 1 2    21  3 2 3 3 6 4 1 1    12  3 2 3 2 3 3 2 3
2008 05 29     7  3 2 2 1 2 1 2 2    11  3 2 3 1 4 2 2 2     9  3 3 2 1 2 2 2 2
2008 05 30     7  3 1 0 1 2 3 2 2    18  2 1 0 0 5 5 4 2    11  4 1 0 1 2 3 4 2
2008 05 31     8  1 2 3 2 2 2 2 2    19  2 2 3 5 5 3 2 1     8  1 2 2 2 3 2 2 2
2008 06 01     6  1 2 1 1 2 2 2 2    14  3 2 2 4 4 3 2 1     8  2 2 1 1 2 3 2 3
2008 06 02     4  1 1 1 1 1 2 1 1     5  2 2 1 1 2 2 1 0     5  2 2 1 1 1 2 1 2
2008 06 03     3  1 1 1 0 1 1 1 2     4  1 2 0 2 2 1 1 1     4  1 2 1 1 1 1 1 2
2008 06 04     2  1 1 1 0 1 1 0 1     3  2 2 1 0 1 0 0 1     4  2 1 1 0 1 1 0 2
2008 06 05     3  1 0 0 1 1 1 1 1     3  1 0 0 3 1 0 0 0     2  1 0 0 1 0 1 1 1
2008 06 06     7  1 2 2 2 1 1 2 3     6  1 2 2 2 1 1 2 2     8  1 2 2 2 1 2 2 3
2008 06 07    10  2 2 3 3 2 2 3 2    16  1 1 3 4 5 3 2 2    12  2 2 3 3 2 3 3 3
2008 06 08     5  2 2 2 0 2 2 1 1     8  3 2 2 1 3 2 1 1     7  3 2 2 1 2 2 1 2
2008 06 09     2  1 0 0 1 0 0 2 1     2  1 1 0 0 1 0 1 1     5  2 1 0 1 1 1 2 1
2008 06 10     1  0 0 0 0 1 1 0 0     1  1 0 0 0 1 0 0 0     4  1 0 0 0 1 2 1 1
2008 06 11     3  1 1 1 1 1 1 0 1     1  1 0 1 0 0 0 0 0     4  1 1 1 1 1 2 1 1
2008 06 12     2  0 0 0 1 1 1 1 1     0  0 0 0 0 0 0 0 1     3  1 0 0 1 1 1 1 1
2008 06 13     1  0 0 0 0 1 1 1 0     1  0 0 0 0 0 1 1 0     3  1 0 0 0 0 1 1 1
2008 06 14    16  1 0 1 0 2 3 5 5     8  0 0 1 0 1 3 3 4    16  0 1 0 0 1 3 5 5
2008 06 15    14  4 4 3 2 2 2 2 3    29  4 4 6 4 5 3 2 2    20  4 5 4 3 3 2 3 3
2008 06 16    10  3 2 2 2 2 2 3 3    23  3 2 2 6 4 3 3 3    13  3 2 2 3 2 3 4 4
2008 06 17     8  3 2 2 2 2 2 2 2    17  3 4 4 4 3 2 2 2     9  3 2 3 2 2 2 2 2
2008 06 18     8  3 3 2 2 2 1 1 1    18  3 5 3 4 4 1 1 1     9  3 3 2 2 2 1 0 2
2008 06 19     5  2 1 0 1 2 1 2 2     6  1 1 0 1 3 3 2 1     6  2 1 1 1 2 1 2 3
2008 06 20     8  3 3 2 2 1 1 2 2    15  3 4 4 4 3 1 1 1    11  3 4 3 2 1 2 2 3
2008 06 21     4  1 1 1 1 1 2 1 2     5  2 1 1 3 0 1 1 1     5  2 1 1 1 1 1 1 2
2008 06 22     2  1 0 0 1 1 0 1 1     1  2 1 0 0 0 0 0 0     4  1 1 0 0 1 1 1 2
2008 06 23     2  1 2 0 0 0 0 1 0     4  1 1 1 3 2 0 0 0     3  1 2 0 0 1 1 0 1
2008 06 24     3  0 0 0 0 0 1 2 3     2  1 1 0 0 0 1 1 2     4  1 1 0 0 0 1 2 3
2008 06 25    10  3 3 3 1 1 2 2 3    10  2 3 3 2 1 2 3 2    12  4 3 3 1 1 2 3 3
2008 06 26    17  4 4 2 4 4 2 2 2    23  3 3 3 6 5 1 2 1    16  4 4 2 4 3 2 3 2
2008 06 27     7  3 2 1 2 2 2 2 1    16  3 2 2 5 4 3 1 2     8  3 2 2 2 2 2 2 2
2008 06 28     6  1 2 1 1 1 1 3 2     6  1 2 1 2 2 3 1 1     7  2 2 1 2 1 2 3 2
2008 06 29     7  2 2 1 2 2 1 2 3     8  2 3 1 3 2 1 2 2     8  2 3 1 2 1 1 2 3
2008 06 30     5  1 2 2 1 1 1 2 1     4  1 2 2 0 2 1 1 1     6  2 2 2 0 2 1 2 2
2008 07 01     4  2 1 2 1 2 0 0 1     7  2 1 2 2 4 1 0 0     5  2 2 2 1 2 1 0 2
2008 07 02     1  1 1 0 0 0 0 0 0     1  1 1 0 0 0 0 1 0     3  2 1 0 0 1 0 1 1
2008 07 03     3  1 1 0 0 1 2 1 1     1  1 1 0 0 0 0 0 0     4  1 1 0 0 1 2 1 1
2008 07 04     3  0 1 0 0 1 2 2 1     2  0 1 0 0 1 2 1 1     4  1 1 0 1 2 2 1 2
2008 07 05     7  2 1 0 2 3 2 2 2    14  2 2 0 5 4 2 2 1     7  2 1 0 2 2 2 2 2
2008 07 06     5  2 2 2 0 1 1 2 1     3  2 1 2 0 1 0 1 0     4  2 1 2 0 1 1 1 1
2008 07 07     2  1 1 0 0 1 1 0 0     1  0 1 1 0 0 0 0 0     3  1 1 0 0 1 0 0 2
2008 07 08     1  0 0 0 0 0 1 1 1     1  0 0 0 0 0 0 1 1     2  1 0 0 0 0 1 1 2
2008 07 09     3  0 1 0 1 1 1 2 1     2  1 1 0 1 1 0 1 1     4  1 1 0 1 1 0 1 2
2008 07 10     2  1 0 0 1 1 1 0 1     2  1 0 0 2 2 0 0 0     4  1 0 0 1 1 2 1 2
2008 07 11     6  1 0 2 1 2 2 2 3     9  1 1 1 4 3 1 2 2     7  1 1 1 1 2 1 2 3
2008 07 12    16  3 4 3 4 3 2 3 2    29  3 3 6 5 5 3 1 2    21  3 5 5 4 3 3 2 2
2008 07 13    10  2 2 3 2 2 1 3 3    -1  3-1 5 6 5 3 3 2    14  2 2 3 3 3 3 3 3
2008 07 14     9  2 2 3 2 2 2 2 3    -1  2 2 5 5 3 4-1-1    10  2 2 3 3 2 3 2 3
2008 07 15     7  3 1 2 1 1 1 2 2     8  3 2 2 3 2 1 1 2     7  3 2 2 2 1 2 2 2
2008 07 16     4  1 2 1 1 1 1 1 1     5  2 2 2 1 1 1 1 0     7  2 3 2 1 2 2 2 2
2008 07 17     3  2 1 1 0 0 1 1 0    -1 -1-1 1 1 1 1 2 0     5  2 2 1 1 1 1 2 1
2008 07 18     5  0 2 2 1 1 2 1 0     5  1 1 2 2 3 0 0 0     5  2 2 2 1 2 1 1 1
2008 07 19     1  0 0 0 0 1 1 0 1     0  0 0 0 0 0 0 0 0     3  1 0 0 0 1 2 1 2
2008 07 20     2  1 0 0 0 1 0 1 1     1  1 1 0 0 0 0 1 0     3  1 0 0 0 0 1 1 1
2008 07 21     5  0 1 2 2 2 1 2 1    13  1 2 4 5 3 1 1 1     6  1 1 2 2 2 1 2 2
2008 07 22     9  1 1 2 2 3 2 3 3    10  1 1 2 4 3 2 2 2    11  1 1 2 2 3 2 3 4
2008 07 23    12  3 3 3 2 3 2 3 2    29  3 4 4 5 6 4 2 1    16  3 4 3 2 3 3 3 3
2008 07 24     7  3 3 2 1 1 0 1 2    20  5 2 5 4 4 1 1 0    11  4 3 3 2 2 1 2 2
2008 07 25     2  0 1 0 1 0 1 0 1     4  1 2 1 3 0 0 0 0     3  1 2 0 2 0 0 0 1
2008 07 26     4  1 1 0 1 2 2 1 1     4  1 2 0 3 1 1 0 0     5  2 1 1 1 1 1 2 2
2008 07 27     4  0 0 0 2 1 1 2 3     4  1 0 0 3 2 0 1 2     7  0 0 0 2 1 2 2 4
2008 07 28     6  3 3 2 1 1 1 0 1     9  2 3 3 3 2 2 1 1     7  3 3 3 1 1 1 0 1
2008 07 29     2  0 0 0 1 1 1 1 1     2  0 0 0 1 1 1 1 1     3  0 1 0 1 0 1 1 1
2008 07 30     4  1 3 1 1 0 0 1 1     2  1 2 1 0 0 0 1 0     5  1 3 1 1 1 0 1 2
2008 07 31     4  0 1 1 1 1 1 3 1     3  0 1 1 3 0 0 1 0     4  1 1 0 2 1 1 1 1
2008 08 01     2  1 0 0 0 1 1 2 1     1  0 1 0 0 0 1 0 0     3  1 0 0 0 1 2 1 2
2008 08 02     2  1 0 0 1 0 0 1 2     1  0 0 0 0 0 0 1 1     3  1 0 0 0 1 1 1 2
2008 08 03     3  1 0 0 1 1 1 2 2     2  1 1 0 0 0 1 2 0     4  1 0 0 0 1 1 1 2
2008 08 04     3  1 1 0 1 1 1 1 1     1  1 1 0 1 0 0 0 1     4  1 0 0 1 1 2 1 1
2008 08 05     3  1 1 1 2 1 0 1 1     3  0 1 1 2 2 0 0 0     3  1 1 1 2 1 0 0 1
2008 08 06     5  1 1 1 1 2 1 2 2     2  0 1 1 2 0 0 1 1     4  1 1 1 1 1 1 1 2
2008 08 07     3  0 1 0 0 1 0 2 2     2  1 0 0 0 0 1 1 1     4  1 1 0 0 1 1 1 2
2008 08 08     3  0 0 0 0 1 1 1 3     1  0 1 0 0 0 0 0 1     4  1 1 0 0 0 2 1 3
