:Product: Daily Geomagnetic Data     2011_DGD.txt
:Issued: 1900 UT 05 Jan 2011
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
#  Please send comment and suggestions to SWPC.Webmaster@noaa.gov
#
#                   2011 Daily Geomagnetic Data
#

                 Middle Latitude        High Latitude            Estimated
               - Fredericksburg -     ---- College ----      --- Planetary ---
   Date        A     K-indices        A     K-indices        A     K-indices
2011 01 16     3  1 1 0 0 2 2 1 0     2  1 0 0 0 1 1 1 1     3  1 0 0 0 2 1 1 1
2011 01 17     4  2 2 2 1 1 1 0 1     4  3 0 1 2 1 0 0 1     4  2 2 1 1 1 1 1 1
2011 01 18     3  2 1 1 0 1 1 1 1     2  1 1 1 0 0 0 1 1     3  2 0 1 0 0 1 0 2
2011 01 19     5  1 1 1 2 2 2 2 1    16  1 1 2 5 5 2 2 1     6  1 2 2 2 2 1 1 1
2011 01 20     4  0 1 1 2 1 2 1 0     7  0 0 1 4 3 0 0 0     3  0 1 1 2 2 0 0 0
2011 01 21     2  0 1 0 0 2 2 0 0     3  0 0 0 0 2 3 0 0     3  0 0 0 0 2 2 1 1
2011 01 22     3  1 2 1 0 1 2 1 0     2  1 0 1 0 2 0 0 0     2  1 1 1 0 1 0 0 0
2011 01 23     1  0 0 0 0 1 1 0 0     2  0 0 0 2 2 0 0 0     2  1 0 1 0 1 0 0 0
2011 01 24     2  0 0 1 1 1 1 1 1     1  0 0 1 0 0 1 1 0     3  0 0 1 1 0 1 1 2
2011 01 25     3  2 0 1 0 1 1 0 2     4  2 0 1 2 3 0 0 0     4  2 1 1 0 1 1 1 2
2011 01 26     2  1 1 0 0 1 1 1 0     2  1 0 0 1 0 1 1 0     3  1 1 1 0 0 1 1 1
2011 01 27     2  1 0 1 1 1 0 1 0     2  0 0 1 2 1 0 0 0     3  1 0 1 1 1 1 2 0
2011 01 28     4  1 0 0 1 1 2 2 2     1  0 0 0 1 0 1 1 0     4  2 1 0 1 0 2 2 1
2011 01 29     3  2 1 0 1 2 2 0 0     2  1 0 0 2 0 1 0 0     4  3 1 0 1 1 1 0 1
2011 01 30     2  0 1 0 0 1 2 0 0     0  0 0 0 0 0 0 0 0     1  0 0 0 0 0 0 0 1
2011 01 31     4  0 1 0 0 0 2 3 2     1  0 0 0 0 0 1 1 1     5  0 0 0 0 0 3 3 2
2011 02 01     7  2 2 2 1 2 3 2 1    12  2 0 4 1 1 5 2 1     8  2 1 2 1 1 4 3 1
2011 02 02     5  3 1 1 1 2 1 1 0     9  1 1 2 4 4 2 0 0     5  3 1 1 1 2 1 1 0
2011 02 03     0  0 0 1 0 0 0 0 0     0  0 0 1 0 0 0 0 0     1  0 0 1 0 0 0 0 1
2011 02 04    12  1 3 2 1 1 2 4 4    13  1 2 2 0 1 2 4 5    21  1 3 2 1 1 2 6 5
2011 02 05    11  4 3 3 1 1 1 3 1    19  4 3 3 5 3 3 3 2    13  4 3 3 2 1 2 3 2
2011 02 06     8  2 3 2 2 2 3 1 1    25  2 3 4 6 5 3 2 1    11  2 3 3 3 3 2 2 2
2011 02 07     2  1 0 0 0 1 1 1 1     3  2 0 1 1 1 1 1 1     3  1 0 0 1 1 1 1 1
2011 02 08     3  2 2 0 1 0 0 1 1     2  1 1 0 2 0 0 0 0     4  2 3 0 1 0 0 1 1
2011 02 09     1  0 0 0 1 0 1 0 0     1  0 0 0 2 0 0 0 0     2  0 0 0 1 0 1 0 1
2011 02 10     4  0 1 3 1 1 0 1 1     6  0 1 3 3 2 0 1 1     3  0 0 2 1 1 0 0 1
2011 02 11     3  0 2 0 0 1 0 2 2     4  0 1 0 0 0 1 3 2     4  1 1 0 0 0 1 2 2
2011 02 12     2  1 1 1 0 1 1 1 0     6  1 1 3 3 2 1 0 0     4  1 2 2 1 1 1 0 1
2011 02 13     1  0 0 1 0 0 1 0 0     0  0 0 0 0 1 0 0 0     2  0 0 1 0 0 0 1 1
2011 02 14     6  0 0 0 0 0 2 3 4     7  0 0 0 1 0 2 3 4    10  0 0 0 0 0 3 4 4
2011 02 15     4  1 2 1 1 1 1 1 2    11  1 1 2 4 4 2 2 1     5  1 1 1 1 2 1 1 2
2011 02 16     1  0 2 0 0 0 0 0 1     2  1 1 0 2 0 0 0 0     2  0 2 0 0 0 0 0 1
2011 02 17     5  0 0 0 0 2 1 4 1     1  0 0 0 0 0 1 1 0     2  0 0 0 0 0 1 1 1
2011 02 18    15  3 4 4 3 3 2 2 1    25  2 5 5 3 5 4 1 0    17  3 4 5 3 3 3 2 1
2011 02 19     3  2 1 1 1 2 0 1 0     9  1 2 3 3 3 3 0 0     5  2 2 2 1 1 1 1 1
2011 02 20     6  1 1 2 2 2 2 2 2    14  1 1 3 5 3 3 2 2     7  1 1 2 3 1 2 2 2
2011 02 21     7  2 2 1 2 2 2 2 2    11  2 1 1 4 4 3 1 1     7  2 2 1 2 2 2 2 2
2011 02 22     1  1 0 0 1 0 1 0 0     2  1 0 0 2 1 0 0 0     1  1 0 0 1 0 0 0 0
2011 02 23     1  0 0 1 0 1 1 0 0     0  0 0 0 0 1 0 0 0     4  0 0 0 0 1 2 2 2
2011 02 24     0  0 1 0 0 0 0 0 0     0  0 0 0 1 0 0 0 0     3  0 1 0 0 0 1 1 1
2011 02 25     1  0 0 0 0 1 0 1 0     0  0 0 0 0 1 0 0 0     3  0 0 0 0 1 1 1 1
2011 02 26     2  0 1 0 1 1 1 1 0     3  0 0 2 2 2 1 1 0     4  0 1 1 1 1 1 1 1
2011 02 27     1  0 0 0 0 1 1 0 0     1  0 0 0 0 2 0 0 0     2  1 0 0 0 1 1 0 1
2011 02 28     2  0 0 1 1 1 0 0 1     1  0 0 1 1 1 0 0 0     3  0 0 1 0 1 0 1 1
2011 03 01    18  2 2 3 3 4 4 4 3    53  1 2 3 5 6 6 5 7    31  2 2 2 4 5 6 5 4
2011 03 02    12  3 3 2 2 3 3 2 3    43  4 3 6 4 6 4 2 6    17  4 4 3 2 3 3 3 3
2011 03 03    11  3 2 3 2 3 2 2 3    23  3 2 4 4 5 4 3 3    12  2 2 4 2 3 2 3 3
2011 03 04     7  2 2 2 2 2 1 2 2    19  2 2 3 5 4 4 2 3    10  2 3 3 2 2 2 2 3
2011 03 05     4  1 2 0 1 2 1 1 1     5  2 1 1 2 2 1 1 1     5  1 2 0 1 1 1 2 1
2011 03 06     3  0 1 0 0 2 1 2 2     3  0 1 0 0 2 2 1 2     5  1 1 0 0 3 1 2 2
2011 03 07     7  2 2 1 1 2 1 3 2    10  2 1 1 4 4 1 1 2    10  2 1 0 2 3 2 4 3
2011 03 08     4  3 1 1 0 1 1 1 0     8  3 1 2 2 3 3 0 0     5  2 1 1 1 2 1 1 2
2011 03 09     2  1 0 1 0 1 1 1 1     2  1 0 1 2 1 0 0 1     4  2 1 1 1 1 1 2 2
2011 03 10    14  2 2 4 3 2 2 3 4    39  1 1 7 6 4 3 3 4    20  2 2 4 4 3 2 4 5
2011 03 11    18  3 4 3 2 1 3 3 5    56  4 4 5 5 5 7 6 4    40  4 5 4 2 2 5 6 6
2011 03 12    10  4 2 2 1 1 1 3 3    11  4 2 2 3 3 1 2 2    13  5 2 2 2 2 1 3 3
2011 03 13     5  0 0 0 2 2 3 2 1    11  2 1 1 4 3 3 3 1     6  1 0 0 2 1 3 3 1
2011 03 14     2  1 1 1 1 0 0 1 0     3  2 2 1 0 0 0 0 1     3  1 1 1 0 0 0 1 1
2011 03 15     0  0 0 0 0 0 0 0 0     0  0 1 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0
2011 03 16     1  0 0 0 0 1 0 1 1     0  0 0 0 0 0 0 0 0     0  0 0 0 0 0 0 0 1
2011 03 17     2  0 1 0 0 1 1 2 1     1  0 1 0 0 0 0 2 0     3  0 1 0 0 0 0 3 1
2011 03 18     2  1 0 1 0 1 1 0 0     0  0 0 0 0 0 0 0 0     2  0 0 1 0 0 1 1 1
2011 03 19     2  0 0 1 1 2 1 0 0     4  0 0 1 3 3 0 0 0     4  1 0 1 1 2 2 0 1
2011 03 20     4  0 1 0 1 2 2 1 2     6  0 0 0 2 4 2 0 1     4  0 1 1 1 2 2 0 2
2011 03 21     4  2 0 1 1 1 1 1 2     2  1 0 1 1 0 0 1 2     4  1 0 1 0 0 1 1 3
2011 03 22     5  2 3 1 1 2 0 1 0     2  3 2 0 2 0 0 0 1     6  3 3 1 1 2 1 0 1
2011 03 23     9  3 2 3 2 2 2 2 2    12  2 1 3 3 3 4 2 1    10  3 2 3 2 2 3 2 2
2011 03 24     3  0 0 1 1 2 1 1 1     2  1 0 1 1 1 0 1 0     4  1 0 1 1 2 1 1 1
2011 03 25     2  0 0 0 1 2 1 0 1     3  0 0 0 1 3 1 1 0     3  0 0 0 1 2 1 1 1
2011 03 26     1  0 1 0 0 1 0 0 0     0  0 0 0 0 0 0 0 0     1 -1-1 0 0 0 0 0 1
2011 03 27     2  0 0 0 0 1 1 1 1     1  0 0 0 0 0 0 1 1     2  0 0 0 0 1 1 1 1
2011 03 28     2  0 0 0 1 2 1 1 1     1  0 0 0 1 1 0 0 0     3  1 0 0 0 1 1 1 1
2011 03 29     2  0 0 0 0 1 1 1 2     1  0 0 0 1 0 1 0 0     4  0 0 0 1 1 2 1 3
2011 03 30     4  3 1 0 1 2 1 0 0     1  2 1 0 0 0 0 0 0     5  4 1 0 0 1 1 0 0
2011 03 31     2  0 0 0 2 1 1 0 0     1  0 0 0 1 0 1 0 0     3  0 0 0 1 1 1 1 1
2011 04 01     9  1 1 1 2 2 3 3 3    14  0 0 1 3 5 3 4 2    13  1 1 1 2 3 4 4 3
2011 04 02    13  4 2 3 3 3 1 2 3    26  4 3 4 6 3 2 2 4    20  4 3 3 4 3 3 3 4
2011 04 03    11  3 3 2 2 2 2 3 3    24  4 3 3 5 4 4 3 3    16  4 3 3 3 3 3 4 3
2011 04 04     6  3 2 2 1 1 1 1 1     6  3 2 2 3 1 1 0 0     8  3 2 2 1 2 2 1 1
2011 04 05     4  2 1 1 2 0 0 1 2     4  1 1 1 3 0 0 1 2     7  2 1 1 2 1 2 2 3
2011 04 06    16  3 2 1 4 4 3 3 3    41  3 2 1 6 6 6 5 3    26  3 3 1 4 6 5 3 3
2011 04 07     4  3 2 0 0 1 1 1 1     2  2 1 1 0 0 0 1 0     6  3 2 1 1 1 2 1 1
2011 04 08     5  1 0 0 2 2 1 2 3    13  2 1 2 2 5 2 2 3     8  2 0 1 1 3 2 3 3
2011 04 09     4  2 2 2 1 1 0 0 1    13  3 3 4 4 3 2 0 0    10  3 3 3 1 2 3 1 1
2011 04 10     3  1 0 0 0 2 2 0 1     3  1 0 0 1 2 2 0 0     5  2 0 0 0 1 3 2 2
2011 04 11     5  2 0 0 1 2 2 2 2     7  1 0 2 3 3 2 2 1     9  2 0 1 2 3 4 3 2
2011 04 12    14  2 2 4 4 3 3 1 2    39  1 2 6 6 6 5 2 2    23  2 2 5 4 5 4 2 3
2011 04 13    10  3 3 4 2 2 1 1 1    27  3 4 6 5 4 2 1 2    14  4 3 4 3 2 3 2 1
2011 04 14     3  1 2 2 0 0 0 1 2     5  2 3 2 1 0 0 1 1     7  1 2 2 1 1 3 2 3
2011 04 15     3  0 2 0 1 1 1 1 1     2  0 1 0 0 1 1 2 1     6  2 2 0 1 2 2 2 1
2011 04 16     2  0 1 1 1 0 1 1 1     1  0 1 0 1 0 0 0 0     4  0 1 0 1 1 1 1 1
2011 04 17     2  0 1 0 1 1 1 1 0     3  1 1 0 2 2 1 0 0     5  0 1 1 1 2 2 2 2
2011 04 18     8  0 1 3 3 3 2 1 1    15  0 0 2 5 5 3 0 1    10  1 0 3 3 4 2 1 1
2011 04 19     4  0 2 1 1 1 1 0 3     3  1 1 1 2 1 1 0 1     6  1 2 1 1 2 2 1 3
2011 04 20    11  3 4 3 2 3 1 1 1    27  3 5 6 5 3 1 1 0    16  3 5 4 3 3 3 2 1
2011 04 21     4  1 2 1 0 0 1 2 2     2  1 1 1 1 0 0 1 1     5  1 2 1 1 1 2 1 2
2011 04 22     3  2 1 0 1 1 1 1 0    10  5 2 1 3 1 1 0 0     6  3 2 0 2 2 2 2 1
2011 04 23     4  2 0 0 3 1 1 1 0     5  2 0 1 4 1 1 0 0     6  2 1 0 3 1 2 1 1
2011 04 24     6  1 1 0 1 2 2 2 3     6  1 0 0 1 1 4 2 2     6  1 1 0 1 1 2 1 3
2011 04 25     2  1 2 1 0 0 0 0 0     2  2 2 0 0 0 1 0 0     6  2 3 1 0 1 2 2 1
2011 04 26     1  0 0 1 0 1 1 0 0     1  0 0 2 1 0 0 0 0     3  0 0 1 0 1 1 1 1
2011 04 27     0  0 0 0 0 0 0 0 0     1  1 0 0 0 0 1 0 0     3  0 0 0 0 1 1 1 1
2011 04 28     1  0 0 0 0 1 0 1 1     1  0 0 0 0 0 1 1 0     3  0 0 0 1 1 2 2 1
2011 04 29     8  1 2 1 0 1 1 3 4     6  1 2 0 2 0 2 2 3    12  1 3 1 1 2 3 4 4
2011 04 30    17  4 2 3 4 4 2 3 2    43  4 3 6 7 4 4 3 3    24  4 3 3 5 4 3 4 4
2011 05 01    13  3 3 2 2 4 3 2 2    56  6 4 6 6 6 6 3 2    19  3 3 3 3 4 4 3 3
2011 05 02    14  3 3 3 2 3 3 3 3    37  3 5 7 4 3 4 3 2    20  3 5 4 3 3 3 3 3
2011 05 03     8  3 3 1 2 2 1 2 2    16  3 3 3 4 4 3 2 1    13  4 4 2 2 2 3 2 2
2011 05 04     3  2 0 1 2 1 1 1 1     9  4 1 2 3 1 3 1 0     6  2 1 2 1 1 2 1 1
2011 05 05     5  2 2 1 0 2 1 2 1     6  2 3 3 2 1 0 1 0     7  3 3 2 1 1 1 2 2
2011 05 06     3  0 1 1 1 2 1 1 1     4  0 1 2 3 0 0 0 1     4  0 1 1 1 1 1 1 2
2011 05 07     3  1 0 1 1 2 1 1 1     4  1 1 1 0 3 2 1 0     4  1 1 1 0 2 2 1 2
2011 05 08     0  0 0 0 0 0 0 0 1     1  0 0 0 0 2 0 0 0     2  1 0 0 0 1 0 1 1
2011 05 09     2  1 1 0 1 1 0 1 1     2  2 1 0 0 0 1 0 0     3  1 1 0 0 1 1 1 1
2011 05 10     5  1 0 2 2 2 2 2 1    11  1 1 3 3 4 3 2 1     8  1 1 2 2 3 3 3 2
2011 05 11     7  2 3 1 0 1 0 4 1     3  1 1 1 2 2 0 0 0     6  1 3 1 0 1 1 1 1
2011 05 12     2  1 0 1 0 1 0 0 1     0  1 0 0 0 0 0 0 0     3  1 0 1 0 1 1 0 2
2011 05 13     3  0 1 1 2 2 0 1 1     1  1 0 0 0 0 0 1 0     4  1 1 1 1 2 1 1 1
2011 05 14     3  1 1 0 0 1 1 1 2     2  1 2 0 0 0 1 0 1     4  1 1 0 0 0 1 1 2
2011 05 15     9  2 1 2 2 3 2 2 3     6  2 1 0 1 2 3 2 2    11  2 1 1 2 3 4 3 3
2011 05 16    10  2 2 3 3 3 2 2 2    21  3 2 5 4 5 2 2 2    12  2 2 3 3 4 3 2 3
2011 05 17     8  1 2 3 2 2 2 2 2    17  1 2 5 5 3 2 1 2    10  2 2 3 3 2 3 3 3
2011 05 18     4  1 2 1 1 1 1 1 1     5  3 2 1 1 1 2 1 0     6  2 2 1 1 1 2 1 2
2011 05 19     2  1 0 1 1 1 1 1 0     1  0 0 1 2 0 0 0 0     4  1 0 1 1 1 1 0 1
2011 05 20     2  1 1 0 0 1 1 0 0     1  1 1 0 0 0 0 0 0     3  1 1 0 0 0 1 1 1
2011 05 21     4  0 0 1 1 2 1 2 2     1  0 0 1 0 0 0 1 1     4  0 1 1 0 1 1 1 3
2011 05 22     3  1 1 1 1 1 1 1 0     3  2 2 0 0 0 1 1 1     4  2 2 0 0 1 1 1 1
2011 05 23     4  1 0 0 1 2 1 2 2     5  2 0 0 1 3 0 2 2     4  1 0 0 1 2 1 1 2
2011 05 24     5  2 1 1 1 2 2 1 2     5  1 2 1 1 3 1 1 1     6  2 1 1 1 2 2 1 2
2011 05 25     2  0 1 0 1 1 1 0 1     2  2 1 1 0 0 0 0 1     4  1 1 1 0 1 1 1 2
2011 05 26     4  1 2 1 1 2 2 0 1     4  1 2 1 1 1 2 1 1     7  2 2 1 0 2 2 2 2
2011 05 27     7  1 2 1 1 2 2 2 3    15  1 2 2 4 4 3 3 3    11  1 2 2 2 3 3 3 3
2011 05 28    32  4 2 6 6 4 2 1 4    67  4 3 8 7 6 3 1 3    40  4 3 6 6 6 2 2 4
2011 05 29    17  3 4 3 3 3 4 3 2    54  3 5 6 7 5 6 3 2    32  4 6 5 4 3 5 4 3
2011 05 30     7  2 2 2 2 2 1 2 2    20  2 2 1 6 5 2 1 1     9  3 2 1 3 2 2 2 3
2011 05 31    10  3 2 2 2 2 2 3 3    23  3 3 4 5 5 3 2 2    13  3 3 3 3 2 2 3 3
2011 06 01     9  2 1 4 2 2 2 2 2    14  2 2 4 3 4 3 1 2    12  3 1 3 1 2 3 3 3
2011 06 02     6  2 2 2 2 2 1 1 1    17  2 3 3 5 4 3 2 1     8  2 2 3 2 2 1 2 2
2011 06 03     3  1 1 1 1 1 1 1 1     3  2 1 1 1 0 1 0 1     4  2 1 1 0 1 1 1 2
2011 06 04    11  0 1 1 0 0 1 4 5     6  1 1 0 0 0 0 3 4    15  0 1 1 0 0 1 5 6
2011 06 05    20  5 4 4 3 3 2 3 2    24  5 4 3 4 3 5 2 1    27  6 4 4 4 3 3 2 2
2011 06 06     5  2 1 2 1 2 1 1 1    14  2 3 5 4 1 1 1 1     7  3 2 2 1 2 1 2 2
2011 06 07     8  1 0 1 1 1 2 3 4     7  2 1 0 1 1 2 3 3     9  1 0 1 1 1 2 4 3
2011 06 08     9  4 3 2 1 2 1 1 2    14  3 4 2 2 4 3 1 2    14  5 4 2 2 3 2 1 2
2011 06 09     7  1 3 2 2 1 1 3 2    19  3 4 3 5 4 2 1 2    11  3 3 2 2 2 2 3 3
2011 06 10     7  2 0 1 2 2 1 3 3    12  2 1 1 5 3 1 2 2     8  2 0 1 3 2 1 2 3
2011 06 11    10  2 3 2 3 3 1 2 2    14  2 4 4 2 4 1 2 1    11  3 4 2 2 3 2 2 2
2011 06 12     5  0 1 1 2 2 2 2 1    14  1 1 3 5 4 2 2 1     9  1 1 1 2 3 3 3 2
2011 06 13     6  1 1 1 2 2 2 2 2    10  2 2 1 3 4 2 2 1     8  2 1 2 2 2 3 3 2
2011 06 14     7  2 2 2 3 1 1 1 2    11  3 3 3 4 1 1 1 1     7  2 2 2 3 1 1 1 2
2011 06 15     7  2 2 2 1 2 2 2 2     7  2 2 3 2 2 1 1 1     7  2 2 2 2 2 2 1 3
2011 06 16     3  1 0 0 1 1 2 1 1     3  1 1 1 0 0 2 1 0     4  1 1 1 1 1 2 1 2
2011 06 17     8  3 2 1 1 2 3 1 2    15  3 3 1 1 4 5 2 1    11  4 3 1 1 3 3 2 2
2011 06 18     4  2 1 1 2 1 1 1 1     3  2 2 2 0 0 0 1 0     4  2 1 2 1 1 1 1 1
2011 06 19     3  1 0 1 1 1 1 1 1     6  1 1 2 3 3 0 1 1     4  1 0 1 1 1 1 1 1
2011 06 20     7  1 2 3 1 2 2 2 2    11  2 3 3 3 4 1 1 1     7  2 2 3 1 2 2 1 2
2011 06 21     8  3 2 2 1 2 2 2 2    11  3 3 2 1 4 3 1 1    10  2 3 2 1 3 3 2 2
2011 06 22     7  2 2 1 1 2 2 3 2    18  1 2 2 5 4 4 3 2    12  3 2 1 2 2 3 4 3
2011 06 23    16  4 3 2 3 3 2 3 4    33  4 4 3 5 6 5 3 2    18  4 4 2 3 3 3 3 3
2011 06 24    10  3 2 2 1 2 2 3 3    19  3 3 3 5 4 3 2 2    10  3 2 2 2 2 2 3 3
2011 06 25     5  2 2 1 1 1 1 2 2     9  2 2 2 4 2 2 2 1     7  2 2 2 1 1 2 2 2
2011 06 26     6  2 3 1 1 2 1 1 1     6  3 3 1 1 2 1 0 1     7  3 3 1 1 1 1 1 1
2011 06 27     4  1 2 1 1 1 0 1 2     3  1 1 1 1 2 0 0 1     5  1 2 1 1 1 1 2 2
2011 06 28     2  2 2 0 0 1 0 0 0     1  1 1 0 0 0 0 0 1     4  2 2 0 0 1 1 0 1
2011 06 29     2  0 1 0 0 1 1 1 0     2  0 1 0 0 0 0 2 1     2  0 0 0 0 0 0 1 1
2011 06 30     3  1 1 1 0 1 1 2 1     3  2 2 1 0 0 1 1 1     6  2 2 1 0 2 2 3 2
2011 07 01     7  2 3 2 1 2 2 1 2    24  2 4 4 4 5 5 1 1    13  3 4 3 2 3 3 2 1
2011 07 02     3  0 0 0 1 1 2 2 2     3  0 0 0 1 1 2 2 2     6  0 0 0 1 1 2 2 3
2011 07 03     6  2 2 1 1 2 1 2 2     9  4 4 1 1 1 1 1 1     8  3 3 1 1 2 2 1 2
2011 07 04     7  1 2 1 0 2 2 3 3    10  1 2 2 2 3 3 3 2    11  1 2 2 1 2 3 4 4
2011 07 05     8  2 4 2 1 1 1 2 2    12  3 4 3 3 1 2 2 2    14  3 5 2 1 1 2 2 2
2011 07 06     7  1 3 3 1 2 1 1 1     9  2 3 4 3 0 1 1 1     8  2 3 3 1 1 2 2 2
2011 07 07     6  3 2 1 2 2 1 2 1     6  2 2 2 3 2 1 1 1     6  3 2 1 2 1 1 2 1
2011 07 08     6  1 1 3 1 1 1 1 3     6  1 1 3 3 1 1 0 2     8  2 1 3 2 1 2 2 3
2011 07 09    10  3 4 1 2 1 2 2 3    16  2 4 2 4 3 4 2 2    12  3 4 1 2 1 3 2 4
2011 07 10     8  2 3 2 1 2 2 2 2    12  3 2 4 2 3 3 2 2    12  3 4 3 1 2 3 2 2
2011 07 11    10  2 1 3 3 2 3 2 2    29  3 2 3 7 4 3 2 2    13  3 2 3 4 2 3 3 3
2011 07 12     7  3 2 0 2 2 2 2 1    11  3 3 0 2 4 3 2 1     8  3 3 0 1 2 2 2 2
2011 07 13     6  2 2 1 2 2 1 2 1     6  3 2 1 2 2 1 1 1     8  3 2 2 1 2 2 3 2
2011 07 14     6  2 2 2 2 2 1 1 2    15  2 2 3 5 4 2 1 1     8  2 3 2 3 2 2 1 2
2011 07 15     5  1 3 1 1 2 1 1 1     2  1 2 1 0 0 1 1 0     6  1 3 1 1 1 1 1 2
2011 07 16     4  1 1 2 2 1 1 1 1     2  1 1 2 1 0 0 0 1     6  1 1 1 1 1 2 2 2
2011 07 17     3  1 1 0 1 1 1 2 1     3  2 1 0 1 0 1 1 1     5  1 2 0 1 1 1 2 2
2011 07 18     6  1 2 2 2 2 1 1 2     9  2 3 2 3 3 1 1 1     8  2 3 2 2 2 2 1 2
2011 07 19    10  1 1 2 3 3 3 3 2    14  1 1 2 4 3 4 3 3    18  1 1 2 3 3 5 4 4
2011 07 20    12  3 3 2 3 3 2 2 3    27  3 4 2 6 5 3 2 3    19  3 4 3 4 4 3 4 3
2011 07 21    10  3 3 3 1 2 2 2 3    14  3 3 4 2 4 2 2 2    12  3 3 3 1 3 2 3 3
2011 07 22    10  3 3 3 2 2 2 2 2    20  3 4 6 3 2 2 1 2    10  2 3 3 1 2 3 2 2
2011 07 23     6  2 2 2 2 2 1 1 2     7  2 3 2 3 1 1 1 0     8  3 3 2 2 1 1 2 2
2011 07 24     3  0 1 0 1 1 1 1 2     3  0 1 1 2 0 1 1 1     4  2 0 0 1 1 1 2 2
2011 07 25    10  3 2 2 2 3 2 3 2    20  2 3 4 5 5 2 2 2    12  2 3 3 2 3 2 3 2
2011 07 26     5  2 2 2 1 2 0 1 1     7  2 3 3 1 1 1 1 1     5  2 2 2 1 1 1 1 1
2011 07 27     2  1 1 0 0 0 1 0 1     2  1 2 0 1 0 0 0 1     4  1 2 0 0 1 1 0 2
2011 07 28     3  1 2 0 0 1 1 1 1     1  1 1 0 0 0 0 0 1     3  1 2 0 0 0 0 1 2
2011 07 29     3  0 1 0 1 2 1 1 1     3  1 1 0 0 1 3 1 0     5  1 1 0 0 2 2 2 1
2011 07 30    10  0 0 1 2 3 3 4 3    16  0 1 1 3 5 4 3 3    16  1 1 1 2 3 4 5 4
2011 07 31     7  3 2 2 1 2 1 2 2    14  4 3 3 4 1 2 2 2     8  3 2 2 1 1 2 2 3
2011 08 01     6  2 3 2 1 1 1 1 2     7  2 3 3 2 0 1 0 2     9  3 3 3 1 1 2 1 3
2011 08 02     3  2 1 1 1 1 1 1 0     2  2 1 0 1 1 1 0 0     3  2 1 0 0 1 1 0 1
2011 08 03     3  1 0 0 0 2 2 1 0     2  1 0 0 0 0 1 1 1     3  1 0 0 0 1 1 1 1
2011 08 04     3  0 0 1 0 1 1 0 3     2  0 1 0 0 1 1 0 2     4  1 0 0 0 1 2 1 3
2011 08 05    32  3 1 0 0 1 3 6 7    18  2 2 0 0 0 1 5 6    49  3 2 0 0 1 2 8 7
2011 08 06    14  3 3 4 3 3 2 1 3    33  5 5 5 4 5 4 2 2    31  6 5 4 4 3 3 2 3
2011 08 07     6  3 2 2 1 1 0 1 2     7  2 1 3 2 2 1 2 2     7  3 2 2 1 1 1 1 2
2011 08 08     8  3 2 1 3 2 1 1 2    24  2 2 2 6 6 1 1 1    10  3 3 2 3 3 2 2 2
2011 08 09     5  2 2 2 2 0 1 1 1     8  2 3 3 3 0 1 2 1     9  3 3 3 2 1 1 2 2
2011 08 10     8  1 2 4 1 1 1 3 0    15  2 3 5 4 3 0 2 1     7  2 2 3 2 1 0 2 1
