:Product: Daily Geomagnetic Data     2006_DGD.txt
:Issued: 1800 UT 07 Jan 2007
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
#  Please send comment and suggestions to SEC.Webmaster@noaa.gov
# 
#                         2006 Daily Geomagnetic Data
#
#                Middle Latitude        High Latitude            Estimated
#              - Fredericksburg -     ---- College ----      --- Planetary ---
#  Date        A     K-indices        A     K-indices        A     K-indices
#------------------------------------------------------------------------------
2006 06 07    18  3 4 3 2 3 2 4 4    35  4 4 5 6 5 4 2 3    24  4 4 4 3 3 3 4 4
2006 06 08    18  4 4 4 2 3 2 3 3    26  3 4 5 4 5 4 2 2    20  4 5 4 2 3 3 3 3
2006 06 09     9  3 2 3 2 2 1 2 2    15  3 3 3 5 3 2 1 1    10  3 2 3 2 2 2 2 2
2006 06 10     7  2 2 2 2 2 2 2 2     8  2 3 2 2 3 2 1 1     8  3 3 2 2 2 2 2 2
2006 06 11     4  2 2 1 0 1 1 2 1     8  3 2 2 1 3 3 0 1     5  2 1 2 1 2 1 1 2
2006 06 12     2  1 0 1 0 1 1 1 1     3  1 9 1 0 3 0 0 0     4  1 0 1 0 1 1 1 1
2006 06 13     2  1 1 0 0 1 0 1 1     1  1 1 0 0 0 0 0 0     3  1 1 0 0 0 1 2 1
2006 06 14     6  1 1 0 2 1 1 3 3     3  2 0 0 0 1 1 1 2     7  2 1 1 1 1 2 2 3
2006 06 15    17  2 3 4 4 3 3 3 3    45  3 4 6 7 5 4 2 3    28  2 4 5 5 3 3 3 4
2006 06 16     7  3 2 2 1 1 2 2 2    10  3 3 3 2 2 2 2 2    10  3 3 2 1 2 2 3 3
2006 06 17     7  2 2 3 1 2 1 2 1    16  3 3 4 4 4 2 1 1    10  2 3 4 2 2 2 3 1
2006 06 18     6  0 2 3 2 1 1 1 2    21  1 3 6 5 2 1 1 2     8  1 2 3 3 1 1 1 2
2006 06 19     4  2 1 1 0 3 1 1 0     2  2 1 1 0 0 0 0 1     5  3 1 0 0 0 1 1 2
2006 06 20     2  1 0 0 0 1 1 1 1     2  2 0 0 0 1 1 0 1     4  2 1 0 0 1 1 2 2
2006 06 21     2  0 0 0 0 1 2 1 1     1  0 0 0 0 0 1 0 1     4  1 0 0 0 1 2 1 2
2006 06 22     6  0 2 2 1 2 2 2 1     5  1 2 2 2 2 2 1 1     6  1 2 2 1 1 2 1 1
2006 06 23     1  0 0 0 0 1 0 1 0     3  0 0 0 0 3 0 2 1     2  1 0 0 0 1 1 1 1
2006 06 24     2  0 0 0 0 1 1 1 1     1  0 0 0 0 0 0 1 1     4  1 0 0 1 1 2 2 2
2006 06 25     3  1 1 1 1 1 1 1 1     4  2 1 1 3 0 1 0 0     5  2 1 0 1 1 1 1 1
2006 06 26     1  1 0 0 0 1 0 0 0     0  0 0 0 0 0 0 1 0     3  1 0 0 0 1 1 1 1
2006 06 27     7  1 1 0 1 4 1 1 3     3  1 0 0 1 2 1 2 1     6  1 1 1 1 2 2 2 3
2006 06 28    12  2 2 3 3 3 2 3 3    32  3 2 6 5 6 2 3 2    18  3 2 4 4 4 2 3 3
2006 06 29     8  2 2 2 2 2 2 2 3    17  3 3 4 3 4 4 1 1    12  3 2 3 3 2 3 3 3
2006 06 30     7  2 2 2 2 2 2 1 2    13  1 2 3 3 5 2 2 1     8  2 2 2 2 3 1 1 2
2006 07 01     3  1 2 1 1 1 1 1 0     2  1 2 1 1 1 0 0 0     5  1 2 1 0 1 2 1 1
2006 07 02     1  0 0 0 0 1 2 0 0     0  1 0 0 0 0 0 0 0     2  1 0 0 0 1 2 0 1
2006 07 03     2  0 0 1 1 0 1 1 1     2  0 1 0 2 0 2 0 0     4  1 0 1 1 0 2 1 2
2006 07 04    11  0 1 1 2 4 2 3 4    11  1 2 1 3 4 2 2 3    13  1 1 1 2 4 3 3 4
2006 07 05    18  4 4 5 1 2 2 2 3    28  4 5 6 4 3 3 2 2    19  4 5 5 2 2 2 2 4
2006 07 06     7  3 2 3 1 1 1 1 2    17  3 2 5 5 1 2 1 1    11  4 3 3 3 1 1 2 2
2006 07 07     5  1 1 1 2 2 2 1 1     8  1 2 2 3 3 3 1 0     6  2 2 1 1 2 2 3 1
2006 07 08     2  0 0 1 0 0 1 1 1     1  0 1 1 0 0 0 0 0     3  1 0 2 0 1 1 1 2
2006 07 09     5  0 0 0 1 0 1 1 4     1  1 0 0 0 0 0 0 2     5  1 0 0 0 0 1 1 4
2006 07 10    12  4 2 1 2 3 3 3 2    18  3 2 1 4 5 4 3 1    11  3 2 1 2 3 3 3 3
2006 07 11     5  0 1 1 1 2 2 2 2     4  0 1 1 0 1 2 2 2     7  1 1 1 2 2 2 3 3
2006 07 12     9  2 1 3 3 3 2 1 2    18  2 2 3 5 5 2 2 2    12  3 2 3 4 4 2 1 2
2006 07 13     3  1 2 1 1 0 1 1 1     5  2 3 2 2 1 0 0 0     5  2 2 2 1 1 1 0 2
2006 07 14    10  1 2 1 1 4 3 3 2    17  1 2 1 1 5 5 3 2    14  1 1 0 2 3 4 4 3
2006 07 15     5  1 2 2 2 2 1 1 1    10  1 2 2 4 4 1 1 0     6  2 2 2 2 2 2 1 2
2006 07 16     2  0 2 1 1 0 1 1 0     2  0 1 1 1 0 1 0 0     4  1 2 1 0 1 1 0 1
2006 07 17     2  0 0 1 0 2 1 1 1     2  1 1 0 1 2 0 1 0     4  1 1 0 1 1 1 1 1
2006 07 18     2  1 1 0 1 0 1 1 0     1  0 1 0 1 0 0 1 0     3  1 1 0 0 1 1 1 1
2006 07 19     2  1 1 0 0 1 0 1 1     2  1 1 0 0 0 0 1 1     2  1 1 0 0 0 0 1 1
2006 07 20     2  0 1 0 0 1 0 1 1     1  1 1 0 0 0 0 1 0     3  1 1 0 0 1 1 1 1
2006 07 21     1  1 0 0 0 0 0 1 0     1  0 1 0 0 0 0 1 1     2  1 0 0 0 1 0 1 1
2006 07 22     3  0 2 1 1 1 1 0 2     1  0 1 1 0 0 0 0 1     4  1 2 1 1 1 1 1 2
2006 07 23     4  2 1 2 1 1 0 1 1     2  1 1 2 1 1 0 0 0     4  2 1 2 1 1 1 1 1
2006 07 24     7  1 0 2 2 3 3 1 2    10  0 0 3 2 4 4 1 1     4  1 0 1 1 2 2 1 2
2006 07 25     5  2 2 1 0 1 2 1 2     9  2 2 3 1 3 2 1 3     6  3 2 1 0 2 1 1 2
2006 07 26     5  3 1 1 1 1 1 1 2    -1 -1-1-1-1-1-1-1-1     6  3 1 1 1 1 2 1 1
2006 07 27     5  0 0 0 1 1 1 2 4    -1 -1-1-1-1-1-1-1-1     9  1 0 0 0 2 2 3 4
2006 07 28    26  6 5 5 2 1 3 1 2    -1 -1-1-1-1-1-1-1-1    29  6 6 4 3 2 2 1 2
2006 07 29     3  2 0 1 1 0 0 2 1    -1 -1-1-1-1-1-1-1-1     5  3 1 2 1 0 1 1 1
2006 07 30     3  1 1 1 0 0 0 2 2    -1 -1-1-1-1-1-1-1-1     5  2 2 1 0 0 1 1 2
2006 07 31    11  2 3 3 3 3 1 2 2    16  3 2 2 4 5 3 1 2    12  2 3 3 3 3 2 2 3
2006 08 01     9  2 3 3 3 2 2 1 1    25  3 4 4 5 5 4 2 1    12  2 4 4 3 2 2 1 2
2006 08 02     7  3 2 2 2 2 1 1 2    12  2 2 3 4 4 1 1 1    10  3 2 3 3 2 1 1 3
2006 08 03     5  3 2 1 1 1 0 1 2     5  3 2 1 1 2 0 1 1     6  3 2 0 1 0 1 2 2
2006 08 04     2  0 2 0 0 0 0 1 1     1  0 1 0 0 0 0 0 1     3  1 1 0 0 0 0 1 1
2006 08 05     2  1 1 1 0 1 0 1 1     1  1 1 1 0 0 0 0 0     4  2 1 1 0 1 1 1 1
2006 08 06     2  1 0 1 0 1 0 0 1     2  1 1 0 0 1 0 0 1     4  1 1 1 0 1 2 2 1
2006 08 07    19  3 3 5 4 3 2 3 2    52  3 4 6 7 6 5 3 2    32  3 3 6 6 5 3 3 2
2006 08 08    10  2 3 4 2 2 1 2 1    35  4 3 6 6 5 4 2 1    12  2 3 4 3 3 2 2 1
2006 08 09     9  2 3 1 3 3 1 1 2    14  2 2 1 5 4 2 1 2     9  2 3 1 3 2 1 1 3
