:Product: Daily Geomagnetic Data     2005_DGD.txt
:Issued: 1800 UT 07 Jan 2006
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
#  Please send comment and suggestions to SEC.Webmaster@noaa.gov
#
#                       2005 Daily Geomagnetic Data
#
#                Middle Latitude        High Latitude            Estimated
#              - Fredericksburg -     ---- College ----      --- Planetary ---
#  Date        A     K-indices        A     K-indices        A     K-indices
#------------------------------------------------------------------------------
2005 01 23    12  4 3 2 2 2 3 2 2    24  3 2 4 4 5 5 3 2    17  4 4 3 3 3 4 3 2
2005 01 24     5  2 1 1 2 2 2 1 1    12  3 1 2 3 4 3 2 1     6  2 1 1 2 2 2 2 1
2005 01 25     2  1 0 1 0 1 1 1 1     9  1 0 0 4 2 2 3 3     4  1 0 1 1 1 1 2 1
2005 01 26     0  0 0 0 0 0 0 0 0     1  0 0 0 1 1 0 0 0     4  1 1 0 1 1 1 1 1
2005 01 27     2  0 0 0 0 0 2 1 2     0  0 0 0 1 0 0 0 0     3  0 0 0 0 1 2 1 1
2005 01 28     5  2 1 0 0 1 1 2 3     3  0 0 0 1 0 1 2 2     6  2 2 1 0 1 1 3 2
2005 01 29    16  2 2 3 4 3 3 3 4    26  2 1 3 5 5 5 4 3    20  3 2 3 4 3 3 4 4
2005 01 30    10  2 3 2 4 2 2 1 2    23  3 2 2 6 5 3 2 2    16  3 4 3 4 3 2 2 2
2005 01 31    15  3 2 3 4 4 3 2 1    43  2 2 3 6 7 6 3 1    19  3 2 3 4 5 4 3 1
2005 02 01     4  3 0 1 1 1 1 1 1     6  2 0 0 3 3 2 0 1     6  3 0 1 2 1 2 2 2
2005 02 02     7  1 2 2 2 1 2 3 1     8  0 0 3 3 2 3 2 1     8  1 1 3 2 2 2 3 1
2005 02 03     5  1 3 2 1 1 1 1 0     9  0 4 4 3 1 0 1 0     8  1 4 3 1 1 2 1 1
2005 02 04     2  0 0 0 1 1 1 1 0     2  0 0 0 2 2 1 0 0     3  0 0 0 1 2 1 1 1
2005 02 05     1  0 0 1 0 1 0 0 0     0  0 0 0 0 1 0 0 0     4  1 1 1 0 1 0 1 1
2005 02 06     6  0 2 3 1 1 1 2 2     8  0 2 4 2 0 2 2 2     9  2 2 4 1 1 1 2 3
2005 02 07    19  2 2 2 2 3 3 5 5    50  2 2 2 5 7 6 6 4    23  3 3 2 3 5 4 5 5
2005 02 08    27  5 6 3 2 2 3 3 4    71  4 5 3 5 6 6 8 4    34  4 6 4 3 4 4 4 4
2005 02 09    14  2 3 4 3 3 2 2 3    45  3 3 6 6 6 5 4 3    25  3 4 5 4 4 3 3 3
2005 02 10    11  3 3 2 2 3 2 3 1    29  3 4 5 5 5 4 3 2    17  4 4 3 3 4 2 3 2
2005 02 11     7  2 3 2 2 1 1 2 2    19  1 2 3 6 4 2 2 2    11  2 3 3 3 2 1 3 2
2005 02 12     3  2 2 1 0 1 0 2 0     3  2 1 1 0 1 0 1 1     5  2 2 1 1 1 1 2 0
2005 02 13     2  2 1 1 1 0 0 1 0     3  1 2 0 2 1 0 1 1     4  1 1 1 1 0 1 2 1
2005 02 14     4  0 2 1 0 2 1 2 2     4  0 1 1 2 2 0 2 1     5  0 2 1 1 1 1 2 2
2005 02 15     1  0 1 1 0 0 0 0 0     2  1 0 1 0 0 0 1 2     5  1 1 2 0 1 1 2 2
2005 02 16     8  3 1 1 2 3 2 2 2    29  2 1 2 5 6 5 4 3    13  2 1 2 4 4 3 3 3
2005 02 17     7  2 2 0 1 1 1 1 4     7  2 1 0 3 3 2 0 2     6  1 2 0 1 2 2 2 3
2005 02 18    14  4 3 3 2 3 3 2 2    37  4 4 5 6 5 5 2 2    25  5 4 4 3 4 4 3 2
2005 02 19     8  1 1 3 3 2 2 2 2    40  3 5 5 6 6 4 3 1    14  1 2 3 4 4 3 3 2
2005 02 20     6  3 2 2 0 1 1 2 2    16  4 3 3 1 3 4 3 2    12  4 3 3 0 2 3 2 2
2005 02 21     4  3 2 2 0 1 0 0 1    18  2 3 3 4 4 2 4 3     8  3 3 1 2 1 2 1 2
2005 02 22     3  1 1 0 0 1 1 2 2     2  0 0 0 0 0 2 2 1     4  1 1 0 0 1 2 2 1
2005 02 23     2  1 0 1 1 1 0 1 1     1  0 0 1 0 0 0 0 1     4  1 1 2 1 1 2 1 1
2005 02 24     4  0 1 1 1 3 1 1 1     8  0 0 0 1 5 1 2 1     5  0 0 1 1 3 1 2 2
2005 02 25     9  1 1 2 2 3 3 3 2    12  0 0 2 3 3 4 4 1     9  1 1 2 2 2 3 3 2
2005 02 26     9  2 2 2 2 3 3 2 1    18  1 1 2 4 5 5 2 1     9  2 2 2 3 3 3 2 2
2005 02 27     6  0 2 2 1 3 2 1 1     9  0 1 2 2 5 1 1 1     8  0 2 3 1 3 2 2 1
2005 02 28     8  1 2 3 2 2 2 1 3    15  1 1 4 5 3 2 2 2    12  1 3 3 3 3 3 1 4
2005 03 01    10  2 2 3 3 2 2 2 3    16  2 1 3 6 2 1 2 2    11  2 1 3 3 2 2 2 4
2005 03 02     8  2 3 2 2 2 3 1 0    21  2 3 5 5 4 4 0 1    12  3 3 3 3 3 3 1 1
2005 03 03     2  1 1 1 0 1 1 1 0     3  1 1 1 0 2 1 1 1     4  1 1 0 1 1 2 2 1
2005 03 04     1  0 0 0 0 0 0 1 1     0  1 0 0 0 0 0 0 0     3  1 0 0 0 1 1 1 0
2005 03 05     8  2 3 2 1 1 1 2 3    19  1 4 4 3 4 4 2 3    10  1 3 2 2 2 2 3 3
2005 03 06    17  4 2 3 3 3 3 3 4    60  3 3 5 7 5 7 5 4    36  5 3 5 4 3 5 4 5
2005 03 07    28  5 4 5 3 4 2 4 4    63  5 3 5 7 6 6 6 3    42  5 5 6 4 4 4 5 4
2005 03 08    17  4 4 3 2 2 2 3 4    45  4 5 6 6 4 4 4 5    26  4 5 5 3 3 3 3 4
2005 03 09    13  2 4 3 2 2 2 3 3    31  2 4 5 5 5 4 4 3    20  3 4 4 3 3 3 4 4
2005 03 10    10  3 2 3 2 2 3 2 1    28  3 4 5 4 5 5 1 1    13  3 3 3 3 3 3 2 1
2005 03 11     3  2 2 1 0 1 0 0 1     8  3 2 3 3 2 0 0 1     6  2 2 2 1 2 1 1 1
2005 03 12     2  1 1 1 0 1 0 1 1     2  1 1 1 1 1 0 0 0     4  1 1 1 0 1 1 2 1
2005 03 13     4  0 0 0 0 1 1 2 3     5  1 3 0 2 1 0 1 2     6  1 0 0 1 2 2 2 3
2005 03 14    12  4 3 2 3 3 2 2 1    30  3 5 4 5 6 3 2 1    21  4 4 3 4 5 3 2 2
2005 03 15     3  1 1 1 0 1 1 1 1     2  1 1 1 0 1 0 0 1     4  2 1 1 1 1 1 1 1
2005 03 16     4  1 0 0 1 3 2 1 1     6  0 0 0 1 4 3 1 1     6  0 0 1 1 3 2 2 2
2005 03 17     8  2 2 2 2 2 3 2 1    25  3 4 4 6 3 4 2 1    12  3 3 2 4 2 3 2 2
2005 03 18     6  0 1 2 2 0 1 3 3     9  1 1 1 4 1 2 3 2     9  1 1 2 3 1 3 3 3
2005 03 19     9  4 4 2 1 1 0 0 1    12  3 3 3 4 4 0 0 0    14  5 4 2 2 2 1 1 1
2005 03 20     4  0 3 1 1 1 0 1 1     5  0 0 1 3 3 1 1 0     5  1 2 1 2 2 1 1 1
2005 03 21     5  0 0 2 3 3 1 0 1    21  0 0 1 6 6 1 1 0     8  1 1 1 3 4 2 1 1
2005 03 22     2  1 0 0 0 1 1 1 2     0  0 0 0 0 0 0 0 0     3  0 0 1 0 1 1 1 2
2005 03 23     3  0 0 0 0 2 1 2 2     2  1 0 0 0 1 1 2 0     4  1 0 0 0 1 1 2 2
2005 03 24     4  0 1 0 0 3 2 1 1     5  0 0 0 3 3 2 1 1     6  0 1 1 1 3 2 2 2
2005 03 25    15  1 3 4 2 4 3 2 3    22  1 3 5 3 5 4 3 2    18  1 4 5 3 3 3 2 3
2005 03 26    12  1 4 3 3 3 2 2 1    43  2 2 6 7 6 3 2 2    16  2 4 4 4 3 2 2 2
2005 03 27     8  2 1 3 2 2 2 2 2    24  3 2 4 5 5 4 3 2    13  2 1 4 3 3 3 3 2
2005 03 28     2  1 2 1 0 0 0 1 1     1  1 1 1 0 0 0 0 0     4  1 2 1 0 1 1 2 2
2005 03 29     3  0 1 1 0 1 1 1 2     1  0 0 0 0 0 1 1 2     5  0 1 1 0 1 2 2 3
2005 03 30     6  2 2 3 1 2 1 0 1    15  2 2 4 5 3 3 0 0     9  2 3 4 2 1 2 1 1
2005 03 31     5  1 2 2 1 1 1 2 2     5  1 2 3 1 0 1 2 1     9  1 3 3 2 1 2 3 2
2005 04 01     6  1 3 3 1 1 1 1 1     4  1 2 3 0 1 1 0 0     8  1 3 4 2 2 2 1 1
2005 04 02     1  0 0 0 1 1 1 0 0     3  1 0 0 3 0 1 0 0     4  1 0 1 1 1 2 1 1
2005 04 03     4  2 2 1 1 1 1 1 1     4  1 1 1 3 1 1 1 0     6  1 2 1 1 1 2 2 2
2005 04 04    11  1 2 2 2 2 3 3 4    17  1 1 2 2 3 5 4 4    17  1 2 2 2 2 4 4 5
2005 04 05    30  6 6 4 2 2 2 2 4    -1  5-1-1-1-1 4 3 3    48  7 7 5 3 3 3 3 4
2005 04 06     7  3 2 1 1 2 2 2 2    17  3 2 3 5 3 4 1 2    11  3 2 2 3 2 3 3 3
2005 04 07     4  2 2 2 2 1 1 0 0    11  1 1 3 5 3 2 0 0     8  2 2 3 2 2 2 1 1
2005 04 08     2  2 1 1 0 1 0 1 0     2  1 0 2 1 0 0 0 0     4  2 0 1 1 1 1 2 1
2005 04 09     2  1 1 0 0 0 0 0 2     0  0 0 0 0 0 0 0 0     4  2 1 0 1 1 2 2 1
2005 04 10     2  1 1 0 0 1 1 1 1     2  1 0 0 1 1 0 0 1     4  1 0 0 1 2 2 1 1
2005 04 11     6  1 2 0 0 2 1 3 3     7  2 1 0 3 2 2 2 2    10  1 1 0 1 2 3 4 3
2005 04 12    23  5 5 2 3 3 2 3 4    36  5 3 5 6 5 3 3 3    30  6 5 3 4 4 3 4 4
2005 04 13    18  2 3 3 3 3 3 3 5    53  3 4 6 5 7 6 3 3    26  2 4 4 4 5 5 4 4
2005 04 14    14  3 4 2 3 3 2 3 2    31  3 4 5 6 5 3 2 2    19  4 5 3 3 3 2 3 2
2005 04 15     7  2 2 2 1 2 2 1 3    26  3 4 4 5 5 4 2 2    13  3 4 2 2 3 3 2 3
2005 04 16     4  3 1 1 0 1 1 1 1     5  2 1 1 2 2 1 1 1     7  3 2 1 1 2 2 2 2
2005 04 17     4  2 2 2 0 1 0 1 1     3  1 1 2 0 1 0 1 1     5  1 2 2 1 1 1 1 1
2005 04 18     5  1 2 2 1 1 1 2 2    14  1 3 3 3 5 2 1 1     8  1 3 2 1 2 2 2 2
2005 04 19     6  1 2 3 1 2 1 1 2     8  2 2 4 1 3 1 0 1     8  2 2 4 1 2 2 2 2
2005 04 20    12  2 4 3 3 3 2 1 2    31  3 4 5 6 5 3 2 2    21  2 5 4 4 4 3 2 2
2005 04 21     2  1 0 1 0 1 1 1 0     2  1 0 1 0 0 0 1 1     4  2 0 1 1 1 2 1 1
2005 04 22     7  3 1 0 1 3 2 2 2     8  2 2 1 1 4 2 2 1     9  2 2 1 1 3 2 3 2
2005 04 23     5  1 0 1 1 2 2 2 2     5  1 1 1 2 1 2 1 2     6  1 1 2 2 2 2 2 2
2005 04 24     5  2 2 1 1 2 1 1 2     9  3 3 2 2 3 1 1 2    10  3 4 2 2 2 2 2 2
2005 04 25     9  2 4 3 1 2 0 1 2     9  2 3 3 3 3 1 0 1    11  3 4 3 2 2 1 1 2
2005 04 26     2  1 0 0 1 1 0 1 1     1  0 0 0 1 0 0 1 1     5  1 0 1 1 2 2 2 1
2005 04 27     1  0 0 0 1 1 1 0 0     1  0 0 0 1 1 0 0 0     4  1 0 0 1 2 2 2 1
2005 04 28     1  0 0 0 0 1 0 1 0     1  0 0 0 0 1 0 1 0     4  0 0 1 1 2 1 2 1
2005 04 29     8  0 1 2 1 2 1 3 4    12  0 1 3 3 3 3 3 3    12  1 1 3 2 2 2 4 4
2005 04 30    13  3 2 2 3 3 3 3 3    24  4 3 3 4 5 4 3 3    21  5 4 3 3 4 3 3 3
2005 05 01    14  3 4 3 3 3 2 2 2    36  4 4 6 6 4 4 3 2    26  5 6 4 3 3 3 3 2
2005 05 02     6  2 2 2 1 2 1 2 2     9  2 2 2 2 4 2 1 1     7  2 2 2 1 2 2 2 2
2005 05 03     6  2 1 2 2 2 2 2 1    13  2 2 3 4 4 3 1 1    10  3 2 2 3 3 3 2 1
2005 05 04     4  2 2 1 1 1 1 1 0     3  2 2 0 0 2 0 1 1     7  3 3 1 1 1 2 2 1
2005 05 05     3  1 1 1 1 1 1 1 1     4  1 1 1 3 1 1 0 0     6  1 1 1 3 1 2 2 1
2005 05 06     3  1 0 0 0 2 2 2 1     2  0 0 0 0 1 1 2 1     4  1 0 0 1 2 2 2 2
2005 05 07    10  1 1 0 1 2 2 2 5     7  1 1 0 2 3 1 2 3    10  2 1 0 1 2 2 3 4
2005 05 08    38  6 4 3 4 6 5 3 3    80  6 4 5 7 7 7 5 3    64  6 6 4 5 7 6 4 4
2005 05 09    10  3 3 1 1 1 2 3 3     9  3 3 2 0 0 2 2 4    11  3 3 1 1 1 2 3 4
2005 05 10     6  3 1 2 1 1 0 2 2    11  2 3 4 3 2 1 2 1    10  3 3 3 2 2 2 2 2
2005 05 11     7  1 0 2 2 1 2 3 3    16  1 1 2 5 3 4 2 3    11  1 0 2 3 2 3 3 4
2005 05 12    13  2 4 2 3 2 2 3 3    25  3 3 3 6 2 5 2 3    17  3 4 3 4 2 3 3 3
2005 05 13    21  5 4 4 2 3 3 3 3    43  5 5 6 4 5 6 2 1    27  5 5 5 3 3 4 3 2
2005 05 14     4  1 1 2 1 1 1 1 1     8  1 1 3 2 3 2 2 1     8  2 1 3 2 2 2 2 2
2005 05 15    44  5 5 7 5 2 3 3 4    77  6 5 8 7 4 4 4 4   105  5 5 9 8 4 4 4 5
2005 05 16    18  4 4 5 3 2 2 1 2    78  4 7 7 6 6 7 2 2    33  4 6 5 3 4 5 2 2
2005 05 17    10  3 3 3 2 2 2 2 2    43  3 6 5 6 5 5 2 3    19  4 4 4 3 3 3 2 3
2005 05 18     6  2 2 2 2 2 1 1 1    36  2 3 5 4 6 5 3 5    13  3 3 4 3 4 3 2 2
2005 05 19     7  1 2 3 1 1 1 2 3     1  1 3 4 5 4 2 1 2    11  2 3 3 2 2 2 3 3
2005 05 20    17  2 5 4 3 3 2 2 2    29  3 5 6 3 5 3 2 2    30  3 6 6 4 4 3 2 3
2005 05 21    13  3 3 3 3 2 2 3 3    33  2 5 5 5 5 5 2 2    21  3 4 4 4 3 3 3 3
2005 05 22    10  4 2 2 3 2 1 2 2    19  3 4 4 4 5 1 1 1    14  4 2 3 4 3 2 3 2
2005 05 23     5  2 1 1 0 3 1 1 1    15  2 1 1 1 5 5 1 2     7  2 1 1 1 3 3 2 1
2005 05 24     2  0 0 0 1 1 0 1 2     1  0 0 0 0 0 0 1 2     5  1 1 1 1 1 1 2 2
2005 05 25     2  1 1 1 1 1 1 0 0     3  2 2 1 0 1 1 0 0     6  2 1 2 1 1 2 2 1
2005 05 26     1  0 0 0 0 1 0 1 0     0  0 0 0 0 0 0 0 0     4  1 1 0 1 1 1 1 1
2005 05 27     1  0 0 1 0 1 0 1 0     1  1 1 1 0 0 0 0 0     4  1 1 1 1 1 2 1 1
2005 05 28     9  0 2 2 2 2 3 3 3     7  0 2 1 2 1 2 3 3    13  1 3 2 2 2 4 4 4
2005 05 29    16  3 3 2 3 1 2 3 5    16  3 4 4 2 1 3 3 3    22  3 4 3 3 2 3 3 6
2005 05 30    32  3 3 5 5 5 4 4 4    80  4 3 7 6 6 7 7 3    67  4 3 6 7 6 7 5 4
2005 05 31    10  3 3 2 2 3 2 2 2    27  4 4 6 3 5 2 2 1    17  4 4 3 3 3 3 3 3
2005 06 01     5  2 3 1 1 1 0 1 1     8  3 3 2 2 2 2 2 0     8  3 3 1 2 1 2 2 1
2005 06 02     7  2 1 1 2 2 1 2 3     4  1 1 0 2 1 1 2 2     7  2 2 2 2 1 2 2 3
2005 06 03    10  4 3 3 1 2 1 1 2     6  2 2 2 2 2 1 1 1     8  2 3 3 2 2 2 2 2
2005 06 04    12  1 1 2 2 3 3 4 3    15  2 2 2 3 3 5 3 2    18  2 1 3 2 3 4 5 4
2005 06 05    14  3 2 4 2 2 3 3 3    31  5 5 5 5 3 3 3 2    20  4 3 5 3 2 3 3 3
2005 06 06     7  3 3 2 0 1 1 2 3    12  4 3 4 1 2 1 1 2    13  3 3 3 1 1 2 3 4
2005 06 07    11  3 4 3 2 2 1 2 2    23  3 4 5 5 4 2 1 2    18  4 5 4 2 3 2 3 3
2005 06 08     3  2 1 1 0 1 1 1 1     4  2 2 1 3 0 1 0 0     6  2 2 1 2 1 2 1 1
2005 06 09     3  1 0 0 1 2 1 1 1     5  1 1 0 1 3 3 0 0     5  1 1 0 2 2 2 2 1
2005 06 10     2  1 0 0 0 1 0 1 1     2  1 1 0 2 1 0 0 1     5  2 1 1 1 1 1 1 2
2005 06 11     6  2 1 1 1 1 1 2 3     2  1 0 1 1 0 0 1 2     6  2 1 1 1 1 2 2 3
2005 06 12    23  2 2 4 3 4 4 4 5    48  4 2 3 3 6 5 7 5    35  2 2 4 4 4 5 5 6
2005 06 13    17  5 4 3 2 3 2 3 1    36  4 6 6 4 5 3 2 1    33  5 6 4 4 4 3 3 2
2005 06 14     8  2 1 2 1 1 1 4 2     7  2 2 2 2 2 0 3 2    10  2 2 2 2 2 2 4 3
2005 06 15    14  3 4 3 2 3 2 3 2    30  2 4 6 5 5 3 1 2    21  3 5 5 3 4 3 3 2
2005 06 16    19  1 2 3 4 3 4 4 4    36  1 2 3 6 6 6 3 2    26  1 2 2 6 5 4 4 3
2005 06 17     9  4 3 1 1 2 2 2 1    20  4 4 2 4 4 4 2 2    14  4 4 3 2 2 3 3 2
2005 06 18     5  1 2 2 1 1 1 2 1     8  2 2 3 1 3 2 2 1     7  1 2 3 1 2 2 2 1
2005 06 19     3  1 1 1 1 1 1 1 1     4  1 1 1 1 2 2 0 2     7  2 1 2 2 2 2 2 2
2005 06 20     2  0 0 1 1 1 1 1 0     4  1 1 1 2 2 1 0 2     5  1 1 1 2 1 2 1 1
2005 06 21     1  0 0 0 0 0 1 1 1     1  0 0 0 0 0 0 0 2     4  1 0 0 0 1 1 2 1
2005 06 22     6  2 1 1 1 2 1 1 3     4  2 2 1 1 1 0 1 2     7  2 2 1 2 1 1 2 3
2005 06 23    30  3 4 6 5 4 3 3 3    49  3 5 7 5 6 4 3 3    48  4 4 7 5 5 4 4 3
2005 06 24     7  3 3 2 2 2 1 0 1    16  4 4 2 5 3 0 0 1    17  4 5 3 3 3 1 1 2
2005 06 25     9  2 3 1 1 2 2 3 3    14  3 3 1 4 3 3 2 3    11  3 3 1 2 2 3 2 3
2005 06 26     6  3 2 1 1 2 1 2 1    11  3 3 1 4 3 2 1 0     8  3 3 2 2 2 2 2 1
2005 06 27     3  1 0 0 0 1 1 2 2     3  2 1 0 1 2 1 1 0     4  1 0 0 1 2 2 2 1
2005 06 28     3  1 1 1 0 2 0 0 0     3  1 1 1 0 1 1 1 1     5  1 1 1 1 2 2 2 2
2005 06 29     4  1 1 1 2 1 1 1 1     5  1 2 1 2 2 1 1 1     6  2 1 1 2 2 2 2 2
2005 06 30     4  1 1 1 1 1 1 2 2     8  2 2 1 4 2 2 1 1     8  1 1 1 2 2 3 2 3
2005 07 01    12  2 1 1 1 2 3 4 4    12  3 2 2 1 2 4 3 3    16  2 2 2 1 3 4 4 4
2005 07 02    12  4 2 2 2 2 2 3 3    14  4 3 2 3 4 2 2 2    13  4 3 2 2 2 2 3 3
2005 07 03     9  4 2 2 2 2 1 2 2    14  3 3 3 4 4 2 1 1    11  4 3 2 3 3 2 2 2
2005 07 04     5  2 2 1 1 1 1 1 2     3  2 2 1 0 1 1 0 1     7  1 3 2 1 2 2 2 2
2005 07 05     3  1 1 1 1 2 1 0 1     4  1 2 1 1 3 0 0 0     5  1 1 1 2 2 1 1 1
2005 07 06     3  1 1 1 0 1 1 1 1     3  1 2 1 1 0 1 1 1     5  1 1 1 1 2 2 2 2
2005 07 07     6  1 1 2 1 2 2 1 3     6  1 2 1 1 3 2 1 2     8  2 1 2 1 2 2 2 3
2005 07 08     5  2 1 1 1 2 1 1 2     3  2 2 1 0 0 1 1 1     5  2 2 1 1 1 2 2 2
2005 07 09    13  2 2 3 3 3 3 3 3    33  2 2 4 4 4 7 3 3    19  3 3 3 3 4 4 3 4
2005 07 10    28  4 4 4 4 4 3 4 5    67  3 5 5 5 7 7 6 3    47  4 4 5 5 6 5 5 5
2005 07 11    14  3 3 4 2 2 2 4 2    29  3 3 4 4 6 3 5 2    23  4 3 5 3 4 3 4 3
2005 07 12    17  3 4 3 4 4 2 2 2    71  4 4 7 7 7 6 2 1    48  5 6 5 6 6 5 3 2
2005 07 13    20  3 4 4 3 4 3 3 3    47  2 4 5 6 7 5 3 2    30  3 4 5 5 5 4 3 4
2005 07 14     7  1 3 3 2 1 1 1 1    20  2 4 3 3 5 5 0 0    11  2 4 3 3 2 2 1 1
2005 07 15     4  0 1 1 1 1 1 2 2    -1  1 1 1 1 2 1-1-1     6  1 2 2 1 1 2 2 2
2005 07 16    10  3 2 3 0 2 2 3 3    -1 -1 3 5 1 2 2 2 2     9  2 2 2 1 1 3 3 3
2005 07 17    15  3 2 2 4 3 2 3 4    41  3 2 5 7 5 5 2 3    22  3 2 3 5 3 3 3 5
2005 07 18    19  3 4 5 3 2 1 2 4    49  4 4 8 4 5 3 1 2    34  5 6 6 3 3 2 2 3
2005 07 19     8  3 1 2 1 1 2 2 3     8  2 3 3 1 2 2 1 2    10  3 2 3 1 2 2 2 3
2005 07 20    14  3 3 3 2 3 3 3 3    33  3 3 3 6 6 4 3 3    20  4 3 3 3 4 3 3 4
2005 07 21    19  5 4 4 3 2 2 2 3    35  5 4 6 6 2 3 3 2    29  5 5 4 5 2 3 2 3
2005 07 22     8  3 2 1 1 2 2 3 2    15  3 3 2 2 4 3 3 3    13  3 3 2 2 3 3 3 3
2005 07 23     2  1 0 1 0 1 1 1 1     3  2 1 1 2 1 1 0 0     5  2 1 1 1 1 1 2 1
2005 07 24     3  0 1 0 1 2 1 1 1     3  1 1 1 1 1 1 1 1     5  1 1 1 1 3 2 2 1
2005 07 25     3  2 1 1 0 1 0 1 2     2  1 1 1 0 0 1 1 1     6  2 2 1 1 1 2 2 2
2005 07 26     4  1 1 1 1 1 1 1 2     3  1 1 2 2 0 1 1 1     6  1 1 2 1 2 2 2 2
2005 07 27    15  3 2 2 1 3 2 4 5    14  1 3 3 3 3 2 3 4    17  2 2 3 2 3 3 4 5
2005 07 28    18  3 5 3 2 4 2 2 3    27  3 4 3 4 6 4 2 3    28  3 5 4 4 5 3 3 4
2005 07 29    14  3 3 3 2 3 3 3 3    29  3 4 3 6 4 5 3 2    19  3 4 3 4 3 4 3 3
2005 07 30    11  4 3 3 3 1 1 1 2    17  3 4 5 4 1 1 2 1    16  4 4 4 3 1 1 2 2
2005 07 31    10  2 2 2 1 3 1 2 4     8  2 2 2 1 3 2 2 2     9  2 3 2 1 3 2 2 3
2005 08 01    18  4 5 3 3 2 2 2 3    21  3 2 5 4 4 4 2 2    16  4 1 3 4 3 3 3 3
2005 08 02     9  2 3 1 2 2 2 3 2    18  2 3 2 6 4 1 1 1    12  3 3 2 3 3 2 2 2
2005 08 03     6  1 2 1 1 1 2 2 3     7  3 2 1 1 1 2 2 2    11  2 3 2 1 2 3 3 3
2005 08 04     9  3 2 3 3 2 1 1 2    19  3 3 4 5 4 2 1 2    14  3 3 4 3 2 2 2 3
2005 08 05     6  1 2 1 2 2 2 2 2     9  1 1 2 1 3 3 3 2     9  2 2 1 1 2 3 3 3
2005 08 06    25  4 5 4 4 3 3 4 3    57  4 5 7 6 6 5 3 3    34  5 5 5 5 4 3 4 3
2005 08 07    12  2 3 3 4 3 1 2 2    24  3 4 4 6 3 3 2 2    18  3 5 4 4 2 2 2 3
2005 08 08     6  2 2 2 1 2 2 1 2     9  2 2 2 1 4 2 1 2     8  2 2 3 1 2 2 1 3
2005 08 09     8  2 3 2 2 2 0 3 2     9  2 2 2 3 2 3 3 2    10  3 3 2 2 2 2 3 3
