:Product: Daily Geomagnetic Data     2003_DGD.txt
:Issued: 1800 UT 07 Jan 2004
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
#  Please send comment and suggestions to sec.webmaster@noaa.gov
#
#                         2003 Daily Geomagnetic Data
#
#                Middle Latitude        High Latitude            Estimated
#              - Fredericksburg -     ---- College ----      --- Planetary ---
#  Date        A     K-indices        A     K-indices        A     K-indices
#------------------------------------------------------------------------------
2003 02 07     8  3 1 2 2 3 1 2 1    23  3 2 3 5 5 4 3 2    13  3 2 2 3 4 3 3 3
2003 02 08     9  2 2 2 2 3 2 2 3    21  2 2 3 2 6 4 3 2    13  3 2 3 3 4 3 3 3
2003 02 09    11  3 2 3 2 3 3 2 2    31  4 2 3 4 5 6 4 3    15  3 3 4 2 3 4 3 3
2003 02 10    10  3 3 3 2 2 1 1 3    34  2 3 7 5 4 3 3 2    16  3 4 4 3 3 3 3 3
2003 02 11     7  3 2 3 1 1 1 1 1    15  3 2 4 3 4 3 2 1    12  4 3 3 2 2 3 3 1
2003 02 12     8  2 2 1 2 2 3 2 2    18  1 0 2 5 3 5 3 2    12  2 2 2 3 3 4 3 3
2003 02 13     3  1 1 0 1 1 1 1 2     5  1 1 0 3 3 1 0 1     8  2 2 1 2 3 3 2 3
2003 02 14    16  5 3 1 2 4 3 2 2    30  3 3 1 5 6 5 4 2    19  4 3 2 3 4 4 4 3
2003 02 15    14  3 3 2 3 4 4 2 1    36  3 3 2 6 6 6 3 1    18  3 3 3 4 4 4 3 2
2003 02 16     9  2 2 3 2 2 2 2 3    28  2 3 3 5 6 4 3 3    15  2 3 4 3 4 3 3 4
2003 02 17     8  2 2 2 2 3 2 2 2    15  3 2 2 4 4 3 3 2    11  3 2 2 3 3 3 2 3
2003 02 18    17  2 5 4 3 2 2 2 3    19  2 4 3 5 4 3 2 2    17  2 4 3 4 3 3 2 3
2003 02 19    10  2 3 2 1 3 2 2 3    18  3 2 3 3 5 4 2 2    12  3 3 3 2 3 3 3 3
2003 02 20    12  2 3 3 3 3 2 3 2    22  1 3 3 5 4 4 4 3    16  3 3 4 4 3 4 3 3
2003 02 21    10  2 3 2 2 2 3 3 2    17  2 2 4 3 2 5 2 3    13  2 3 3 2 2 4 4 3
2003 02 22    11  4 3 1 2 3 3 1 1    25  1 1 3 5 6 5 1 0    11  2 3 2 3 3 4 2 1
2003 02 23    10  2 3 2 1 4 2 2 2    -1 -1-1-1-1-1-1-1-1    11  2 3 2 2 4 3 2 2
2003 02 24     5  2 1 1 2 2 2 1 1    -1 -1-1-1-1-1-1-1-1     6  2 1 0 3 2 2 2 2
2003 02 25     2  1 0 0 2 1 1 0 0     5  1 1 0 2 3 1 1 1     5  2 1 1 2 2 2 2 1
2003 02 26    12  0 2 4 3 2 2 2 4    25  0 1 4 6 5 3 3 3    16  1 2 4 4 3 3 3 4
2003 02 27    17  4 4 3 3 3 3 3 2    43  4 3 5 5 6 6 3 4    22  4 4 3 3 4 4 3 4
2003 02 28    11  2 0 2 3 2 3 2 4    36  3 2 3 6 6 5 4 3    17  3 2 3 4 3 4 3 4
2003 03 01     9  3 1 1 3 3 2 1 2    15  2 1 2 5 3 4 2 2    14  4 1 1 3 3 3 3 3
2003 03 02     9  1 2 3 2 3 2 2 2    21  1 3 3 5 5 3 3 2    14  2 3 3 3 4 3 3 3
2003 03 03    11  3 1 1 2 3 3 3 3    26  3 2 3 3 3 6 5 3    15  3 1 2 3 3 4 4 4
2003 03 04    15  3 3 3 3 3 3 3 3    44  3 3 5 6 6 6 3 3    26  4 4 5 4 5 4 3 3
2003 03 05    12  2 2 2 3 3 3 3 3    26  2 2 3 6 5 4 3 3    16  3 2 3 4 4 3 3 3
2003 03 06    15  4 2 4 2 3 3 2 3    59  4 3 4 7 7 6 4 3    25  4 4 4 4 5 3 3 3
2003 03 07    18  2 2 3 3 2 6 2 2    14  2 3 3 4 3 2 2 3    14  3 3 3 4 2 2 3 3
2003 03 08     7  1 0 1 2 2 3 3 1    16  1 1 2 2 4 5 4 1     9  1 1 2 1 3 3 3 2
2003 03 09     8  2 2 3 1 2 1 2 3    11  2 3 3 1 3 3 2 2    11  2 4 3 1 2 2 3 3
2003 03 10    10  1 3 2 3 3 2 2 2    22  2 2 3 4 6 4 2 2    16  2 3 3 3 4 3 3 4
2003 03 11     7  2 1 3 2 2 2 1 1    20  3 2 4 5 4 4 1 1    13  3 2 4 3 3 3 3 2
2003 03 12     9  2 2 2 1 3 3 2 3    -1 -1-1-1-1-1-1-1-1     9  2 2 2 2 3 3 3 3
2003 03 13     8  3 2 2 2 3 1 1 2    22  3 3 2 5 6 1 2 2    15  4 3 3 3 4 3 3 2
2003 03 14    16  2 2 4 4 4 2 3 3    45  2 1 5 6 7 4 4 4    25  2 2 4 4 6 3 4 3
2003 03 15    17  5 3 3 3 3 3 2 2    30  4 3 4 5 5 5 3 3    24  5 4 4 4 4 3 4 3
2003 03 16    12  2 2 2 3 3 3 3 3    52  2 1 2 7 6 6 6 3    23  3 3 2 5 4 4 5 4
2003 03 17    19  2 3 4 3 4 3 3 4    78  3 3 7 6 8 6 4 4    39  3 4 6 4 6 4 4 5
2003 03 18    16  4 4 3 3 4 2 1 2    43  4 4 6 6 6 4 2 3    26  4 4 4 5 4 3 3 3
2003 03 19     9  3 3 2 1 2 2 2 2    23  3 3 4 5 5 3 3 1    14  4 4 3 3 3 3 3 2
2003 03 20    12  1 3 3 3 3 2 2 3    48  1 3 4 6 6 6 6 3    21  1 3 3 5 4 4 4 4
2003 03 21    19  4 4 3 4 3 2 2 4    47  4 4 5 7 6 3 3 4    29  5 5 4 5 4 3 3 4
2003 03 22    11  3 3 3 2 2 1 2 3    29  4 3 4 6 5 2 3 3    16  3 4 4 4 3 3 2 3
2003 03 23    13  4 1 4 3 2 2 2 2    37  3 2 4 7 5 4 4 2    24  4 2 4 6 4 3 3 3
2003 03 24     5  3 2 2 2 1 1 0 0    14  2 2 5 4 1 1 0 3    10  3 2 4 3 2 2 2 2
2003 03 25     5  1 2 2 1 2 1 1 2    -1 -1-1-1-1-1-1-1-1     6  2 2 2 1 2 2 2 2
2003 03 26     7  0 3 1 1 2 1 3 2    11  0 1 3 4 4 1 2 1     8  1 3 2 3 2 2 2 3
2003 03 27    16  4 2 4 3 3 3 2 3    47  3 3 6 5 5 7 4 2    27  5 2 5 4 4 5 3 3
2003 03 28    23  5 3 4 2 2 3 3 5    38  3 3 7 2 2 6 3 4    24  4 4 3 2 3 4 4 5
2003 03 29    17  4 4 2 2 3 2 3 4    39  4 4 5 3 5 6 5 3    27  5 5 4 3 4 4 3 4
2003 03 30    19  3 3 3 3 3 3 3 5    33  4 3 5 4 5 5 4 4    26  4 5 3 3 3 3 4 5
2003 03 31    15  2 1 2 3 4 4 3 3    53  2 2 4 5 7 7 5 2    31  3 3 3 4 6 6 4 4
2003 04 01    11  4 2 1 2 2 3 3 2    -1 -1 3 2 5 3 4 5 2    12  5 4 1 3 2 3 3 3
2003 04 02    11  2 3 3 2 3 2 2 3    42  3 3 6 6 6 4 4 3    20  2 4 4 4 4 3 3 4
2003 04 03    11  2 2 3 2 2 2 2 4    15  3 3 3 3 3 3 3 3    14  3 2 3 3 3 3 3 4
2003 04 04    13  3 2 3 3 3 2 3 3    57  6 3 6 6 6 6 3 4    26  4 3 5 5 5 3 4 4
2003 04 05    16  4 4 2 2 3 3 3 3    35  4 4 3 4 6 5 5 2    23  5 4 3 3 4 4 4 4
2003 04 06     6  2 3 2 1 1 2 1 1    10  3 2 2 4 1 3 1 0     9  3 3 2 2 2 3 3 1
2003 04 07     4  1 0 0 2 2 2 1 1     9  1 0 0 4 4 3 0 0     6  2 1 1 2 3 3 1 1
2003 04 08    17  4 3 3 4 4 3 1 2    36  3 3 4 6 6 5 3 2    20  2 3 4 5 4 4 2 3
2003 04 09    14  4 2 4 3 3 2 2 2    41  3 4 6 6 6 4 3 2    25  4 3 5 4 5 3 3 2
2003 04 10    17  2 4 3 3 4 3 3 3    30  3 5 5 5 4 4 3 3    26  3 5 5 5 3 3 4 3
2003 04 11    13  3 3 2 2 2 2 3 4    22  3 3 2 5 3 5 3 3    14  3 3 2 3 3 3 3 3
2003 04 12     7  3 2 1 1 2 2 1 2    11  3 1 1 3 4 3 1 1     7  3 2 2 2 3 2 2 2
2003 04 13     8  3 3 2 2 2 1 1 2    13  2 2 2 4 5 1 1 1    10  3 3 2 2 3 2 2 2
2003 04 14    13  3 3 2 2 2 2 3 4    22  3 3 2 5 3 5 3 3    16  2 3 1 2 5 4 3 3
2003 04 15    13  3 3 2 2 2 2 3 4    34  3 4 4 7 5 1 2 2    22  4 4 4 5 4 2 2 3
2003 04 16    13  3 3 2 2 2 2 3 4    54  5 3 5 7 5 6 4 4    31  4 3 4 6 3 3 5 4
2003 04 17    20  3 4 4 4 3 4 3 2    50  3 5 6 6 6 6 3 2    30  3 5 5 5 4 5 3 3
2003 04 18    18  1 4 4 3 4 3 3 3    27  2 3 4 6 5 4 2 2    20  2 5 4 4 4 3 3 3
2003 04 19    10  3 2 3 2 2 2 2 3    -1  2 2 1-1 3 2 2 2    18  3 3 3 0 3 3 2 3
2003 04 20    12  3 3 2 2 2 2 3 4    16  3 4 4 3 2 3 3 2    16  4 4 4 2 3 3 2 4
2003 04 21    12  3 3 2 2 2 2 3 4    48  6 5 6 6 3 5 4 2    21  4 4 5 4 3 3 3 3
2003 04 22    13  3 3 2 2 2 2 3 4    30  3 4 5 5 5 4 3 3    22  4 4 4 4 3 3 3 4
2003 04 23    13  3 4 2 3 2 2 3 2    30  3 4 5 5 5 4 3 3    18  2 4 5 4 3 3 3 3
2003 04 24    24  3 2 4 3 4 4 4 5    38  3 3 4 5 6 6 4 3    24  3 3 4 5 4 4 4 4
2003 04 25    19  4 4 3 3 2 4 2 4    -1  4 4-1-1-1-1 2 3    32  4 5 5 5 3 4 3 5
2003 04 26     9  2 2 3 2 2 2 3 2    21  4 3 5 3 3 4 3 2    15  4 2 4 2 3 3 3 3
2003 04 27    11  3 3 2 2 2 2 3 3    18  3 3 3 4 4 4 2 2    15  3 4 3 3 3 4 3 3
2003 04 28     9  2 3 3 3 2 1 1 2    29  3 6 4 6 3 2 1 1    20  3 5 4 5 3 3 2 2
2003 04 29    13  2 2 1 0 3 3 4 4    39  2 2 2 0 6 6 6 5    20  2 3 2 1 4 4 5 5
2003 04 30    34  6 6 3 3 3 3 4 4    43  5 5 6 5 4 5 4 3    40  5 6 5 5 4 4 4 5
2003 05 01    29  6 5 4 3 3 3 3 3    48  5 5 6 6 5 5 3 3    40  6 5 5 5 4 4 4 3
2003 05 02    11  2 5 2 2 2 1 1 2    24  4 5 3 5 4 3 1 2    17  3 5 3 3 3 2 2 3
2003 05 03     7  2 3 1 2 2 2 1 2    14  2 3 3 4 4 3 1 1    10  2 3 3 3 2 2 2 2
2003 05 04     4  2 2 0 2 1 1 1 1    10  3 2 2 4 2 2 1 1     7  3 2 1 2 2 2 2 2
2003 05 05    11  1 2 2 2 2 4 3 3    13  1 2 1 3 3 4 3 3    12  2 2 1 2 2 4 4 4
2003 05 06    15  3 2 2 2 4 3 3 4    40  3 3 2 6 6 6 4 3    23  4 3 3 4 5 4 4 4
2003 05 07    24  5 4 5 3 3 3 3 2    61  4 5 7 7 5 5 4 2    36  5 5 6 5 4 4 3 3
2003 05 08    22  4 4 3 3 4 4 4 3    50  4 4 5 7 5 5 5 3    30  5 5 4 5 4 4 5 3
2003 05 09    20  4 4 4 3 4 3 2 3    46  3 4 5 7 6 5 2 2    29  4 4 5 5 5 3 3 3
2003 05 10    32  6 6 4 4 2 2 3 3    -1  5 6 6 6 1-1-1-1    43  6 6 6 5 2 3 3 3
2003 05 11    22  4 2 5 4 4 3 2 3    37  4 2 5 6 6 4 3 3    31  5 3 6 5 5 3 3 3
2003 05 12    14  3 4 3 2 2 2 3 3    23  3 3 4 5 5 3 2 2    18  3 4 4 3 4 3 3 3
2003 05 13    24  4 3 3 3 4 5 3 4    41  3 3 5 6 6 5 4 3    27  4 3 4 5 4 4 4 4
2003 05 14    17  4 3 3 3 3 3 3 3    42  4 5 6 5 5 5 4 2    27  5 5 5 4 3 4 4 3
2003 05 15    19  3 4 4 2 3 4 3 3    44  3 4 6 6 6 5 3 2    23  4 4 4 4 4 4 3 3
2003 05 16     9  3 1 2 2 2 1 3 3    10  2 2 3 3 3 2 2 2     9  3 2 2 2 2 2 3 3
2003 05 17     6  2 3 2 1 1 1 2 1    16  2 3 3 4 5 2 1 1     9  3 3 3 2 3 2 1 1
2003 05 18     7  2 2 2 1 1 1 2 3     8  1 3 3 1 1 2 2 2    10  2 2 2 2 3 3 3 3
2003 05 19     9  3 2 1 1 2 2 3 3    15  3 3 2 4 3 4 2 2    12  3 2 2 3 2 3 3 4
2003 05 20     9  3 2 2 2 3 1 2 2    20  5 3 3 4 3 4 1 2    12  3 3 3 3 3 2 3 3
2003 05 21    13  3 3 2 1 2 3 3 4    24  3 4 2 2 4 5 5 3    20  3 4 2 2 3 4 4 5
2003 05 22    15  4 4 3 2 3 2 3 2    45  4 5 4 5 7 5 3 2    25  5 5 4 3 4 4 3 2
2003 05 23    18  3 3 3 4 3 4 3 3    41  3 5 5 7 4 4 3 2    21  3 4 4 5 3 4 3 3
2003 05 24    14  2 3 4 2 3 2 3 3    33  2 5 5 4 6 4 3 3    22  3 5 5 3 4 3 4 3
2003 05 25    14  4 4 3 2 2 2 2 3    26  4 4 4 5 2 5 3 2    22  5 5 4 3 2 4 3 4
2003 05 26    13  4 2 3 2 3 2 2 3    23  5 3 5 4 3 2 2 3    18  4 3 4 3 3 3 3 4
2003 05 27    18  3 4 2 3 3 2 4 4    27  4 4 2 5 5 3 4 3    26  4 4 3 3 4 3 4 5
2003 05 28    22  5 4 4 3 3 3 3 3    52  5 5 6 6 5 6 3 3    36  6 5 5 5 4 4 4 4
2003 05 29    59  4 3 3 2 5 6 7 7   127  4 4 6 6 8 8 8 6    89  5 4 4 3 6 7 8 8
2003 05 30    36  7 4 3 2 3 4 4 4    41  7 4 3 4 4 5 3 4    49  8 4 4 3 4 5 4 5
2003 05 31    18  5 5 2 1 2 2 3 2    18  4 5 3 2 4 2 2 2    17  5 5 3 1 3 3 2 2
2003 06 01    18  2 4 3 2 3 3 4 4    21  3 4 4 3 4 3 4 3    19  3 3 3 2 3 3 4 4
2003 06 02    22  4 4 4 4 3 3 2 4    47  4 5 6 6 5 5 3 4    39  5 4 6 6 4 4 3 4
2003 06 03    19  3 3 3 3 3 3 3 5    44  4 3 3 7 6 4 4 4    26  4 3 4 4 4 4 4 5
2003 06 04    13  3 2 2 3 3 3 3 3    37  4 3 3 6 6 5 3 3    21  4 3 3 4 4 4 4 3
2003 06 05     9  2 3 2 2 2 3 2 2    16  2 3 4 3 4 3 3 2    13  3 3 3 3 3 3 3 2
2003 06 06    10  2 1 3 2 3 3 3 3    18  3 2 3 4 4 4 3 3    13  3 2 3 3 3 3 3 3
2003 06 07    26  5 4 3 3 3 3 4 5    32  3 4 3 6 5 4 3 4    24  4 4 4 4 4 4 4 5
2003 06 08    21  3 4 3 3 3 4 4 4    44  4 5 6 4 5 6 3 4    27  4 5 4 3 3 4 4 4
2003 06 09    20  3 3 2 2 3 2 3 6    36  3 4 5 6 5 4 3 4    28  3 4 4 4 3 3 4 6
2003 06 10    19  4 2 5 3 3 3 2 3    40  4 2 6 6 5 5 3 3    27  4 3 6 4 4 4 4 3
2003 06 11    10  2 3 3 2 2 2 3 2    20  3 3 4 4 4 3 2 4    15  3 3 4 3 3 3 3 3
2003 06 12     7  1 2 2 1 2 2 2 3    12  1 2 2 3 4 3 3 2    11  2 2 3 2 3 3 3 3
2003 06 13     8  1 1 1 1 1 2 4 3     7  1 2 1 2 0 2 3 3    11  3 2 1 2 2 3 4 4
2003 06 14    18  2 3 4 3 2 3 4 4    42  3 4 6 6 6 4 3 3    32  3 4 5 5 4 5 5 4
2003 06 15    13  3 4 2 2 2 2 3 3    27  4 5 4 4 5 3 2 3    20  4 5 3 3 3 3 4 3
2003 06 16    20  3 4 2 4 3 2 3 5    44  3 4 2 6 6 5 5 5    32  4 5 2 5 4 3 5 6
2003 06 17    30  5 5 5 4 3 3 4 3    41  5 5 5 6 4 5 2 4    50  5 6 6 6 4 4 4 4
2003 06 18    36  4 6 6 4 3 3 4 3    43  4 5 6 6 4 5 3 3    54  5 6 7 6 4 4 4 4
2003 06 19    16  5 2 3 2 3 3 3 2    21  4 4 4 5 3 3 2 1    18  5 4 4 3 3 3 3 2
2003 06 20    -1  2 2 3 2 3 2 3-1    20  2 3 4 5 4 4 2 2    12  3 2 3 3 3 3 3 3
2003 06 21    16  4 3 4 2 3 3 2 3    36  4 4 6 5 3 6 2 2    23  4 4 5 3 3 4 3 3
2003 06 22    11  3 2 3 2 2 2 3 3    24  3 3 5 5 3 3 4 3    16  3 3 4 3 3 3 3 3
2003 06 23    15  3 4 4 2 2 2 3 3    29  5 4 3 6 3 4 2 3    20  4 5 4 4 3 3 3 3
2003 06 24    20  3 4 4 5 3 2 2 3    45  4 4 6 6 6 5 2 2    31  4 5 5 5 5 3 3 3
2003 06 25    14  2 2 4 3 2 3 3 3    24  3 3 5 5 4 3 3 2    19  3 3 4 3 3 4 4 4
2003 06 26    16  3 3 3 3 4 3 2 3    24  3 3 3 5 5 3 2 4    19  4 3 4 4 4 3 3 3
2003 06 27    21  4 3 4 4 4 3 3 3    41  3 4 5 6 6 5 3 3    28  4 4 6 4 4 4 4 3
2003 06 28    30  3 4 3 6 4 3 3 5    46  3 5 3 7 5 5 4 4    32  3 5 3 6 5 4 4 4
2003 06 29    14  4 3 3 3 3 3 3 3    39  4 4 6 5 5 5 3 3    26  4 3 5 5 4 3 4 4
2003 06 30    14  3 3 4 3 2 2 3 2    41  4 5 7 4 5 4 2 2    20  4 4 5 4 3 3 3 3
2003 07 01    14  5 3 3 2 2 2 1 2    15  3 3 4 3 4 2 2 2    13  3 4 3 2 3 3 3 3
2003 07 02    11  1 2 3 3 2 2 4 2    21  1 2 3 5 5 3 3 3    15  1 3 3 4 3 3 4 3
2003 07 03    14  2 3 1 2 3 3 4 4    18  3 3 3 3 4 4 3 3    17  3 3 2 3 3 4 4 4
2003 07 04    15  3 3 2 4 3 3 3 3    40  4 4 4 7 4 5 3 3    25  4 5 3 5 4 4 3 4
2003 07 05    14  3 3 3 2 3 3 3 3    33  4 4 5 5 5 5 3 2    17  4 3 4 3 3 3 3 3
2003 07 06    10  3 2 1 2 3 3 2 2    17  2 2 2 5 4 4 2 1    12  3 3 2 3 3 3 3 3
2003 07 07     9  3 2 3 2 2 2 2 1    17  3 3 5 3 4 2 1 2    14  3 3 4 3 3 2 2 2
2003 07 08     3  1 0 0 1 1 2 1 1     2  0 0 1 1 2 0 1 0     5  1 1 1 1 2 2 3 2
2003 07 09     3  0 1 0 1 1 0 2 2     4  0 2 2 0 1 1 2 1     6  2 2 1 2 2 2 2 2
2003 07 10     6  1 1 2 2 2 1 1 3    18  2 1 4 5 5 1 1 2     8  2 2 2 2 3 2 3 3
2003 07 11    36  3 4 5 5 4 4 5 5    61  2 4 7 6 6 6 5 4    46  3 5 6 5 5 4 5 5
2003 07 12    25  4 6 4 3 3 2 3 3    33  5 6 5 4 4 3 2 3    46  6 7 6 4 3 3 4 3
2003 07 13     9  3 2 3 2 2 2 2 2    21  4 3 4 4 4 4 2 2    14  3 3 4 3 3 3 2 3
2003 07 14    13  2 3 3 1 3 3 3 3    18  3 4 4 4 3 3 2 2    15  3 3 4 2 3 3 3 4
2003 07 15    15  3 4 2 4 2 2 3 3    31  5 5 4 6 3 2 2 3    27  5 5 3 5 3 3 4 4
2003 07 16    23  4 3 4 5 3 2 3 4    63  4 4 6 7 7 5 3 4    48  4 5 6 6 6 4 4 5
2003 07 17    14  4 3 2 2 3 2 3 3    28  4 3 3 5 5 5 3 3    22  5 4 3 3 3 3 4 4
2003 07 18    11  2 3 2 1 2 2 3 4    15  3 4 3 3 3 3 2 2    14  3 3 2 2 2 3 3 4
2003 07 19    20  4 2 2 3 3 3 4 5    33  3 3 3 5 6 5 3 4    26  4 3 3 4 4 4 4 5
2003 07 20    16  4 3 3 3 3 2 3 3    22  5 3 3 5 3 3 2 3    19  5 4 4 3 3 3 3 3
2003 07 21     8  4 3 2 1 1 0 1 1    10  4 4 1 1 3 0 0 2    12  4 4 2 1 2 2 3 2
2003 07 22     5  2 0 2 2 2 2 1 1    -1 -1-1-1-1-1-1-1-1     9  3 1 2 3 2 2 3 2
2003 07 23    10  2 2 2 3 2 3 2 3    -1 -1-1-1-1-1-1-1-1    11  2 2 2 3 2 3 3 4
2003 07 24     6  2 1 1 1 2 1 2 3    -1 -1-1-1-1-1-1 2 2    10  3 2 1 0 2 3 3 4
2003 07 25     8  1 2 4 2 2 1 1 2    10  2 2 3 4 3 1 1 1    11  2 2 4 3 2 3 3 2
2003 07 26    20  2 3 2 3 4 3 4 5    37  2 3 4 3 5 6 6 4    26  3 3 3 3 4 5 5 5
2003 07 27    16  4 4 3 3 3 1 3 2    31  5 4 4 5 5 4 3 2    24  5 4 5 4 3 3 3 2
2003 07 28    15  2 2 3 3 4 4 2 3    -1  2-1-1-1-1-1 4 3    17  2 2 3 4 5 4 3 3
2003 07 29    24  4 5 4 2 3 3 4 4    57  3 4 6 6 6 6 6 4    36  4 5 4 4 5 5 5 5
2003 07 30    24  3 4 4 5 3 3 4 3    43  4 4 5 6 5 6 3 3    29  4 4 5 5 4 4 4 4
2003 07 31    22  3 3 4 5 3 3 3 4    59  3 5 6 7 6 6 3 3    32  4 5 4 5 4 4 3 4
2003 08 01    28  5 5 4 3 3 3 3 5    74  5 5 7 7 7 5 3 3    37  5 5 5 5 5 3 3 5
2003 08 02    15  4 3 3 2 2 2 4 3    37  4 4 6 6 4 4 3 3    21  4 4 4 3 3 3 4 4
2003 08 03    10  3 3 2 2 2 2 2 3    24  3 4 5 5 4 3 2 2    15  3 4 3 3 3 3 3 3
2003 08 04    12  3 2 3 3 1 2 3 3    14  2 2 4 5 0 2 2 2    14  2 2 4 4 1 2 4 4
2003 08 05     6  3 1 2 1 1 1 2 2     3  2 1 1 0 0 1 1 2     9  3 2 1 1 2 3 3 3
2003 08 06    34  5 6 6 4 3 2 2 2    37  4 5 6 6 5 2 2 1    43  6 6 7 5 4 3 3 2
2003 08 07    15  1 2 2 1 4 3 3 4    23  2 2 2 2 5 5 5 3    15  2 2 1 2 3 4 5 4
2003 08 08    22  5 4 4 3 3 3 3 3    41  5 5 6 6 3 4 3 3    32  5 5 5 4 3 4 3 3
2003 08 09    10  2 2 2 2 3 2 3 3    30  2 3 6 6 4 3 2 2    15  3 3 4 4 3 3 3 3
