:Product: Daily Geomagnetic Data     2007_DGD.txt
:Issued: 1800 UT 02 Jan 2008
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
#  Please send comment and suggestions to SWPC.Webmaster@noaa.gov
#
#                    2007 Daily Geomagnetic Data
#
#                Middle Latitude        High Latitude            Estimated
#              - Fredericksburg -     ---- College ----      --- Planetary ---
#  Date        A     K-indices        A     K-indices        A     K-indices
#------------------------------------------------------------------------------
2007 02 11     1  0 1 0 0 0 0 1 1     1  0 0 0 1 0 0 1 1     2  0 1 0 0 0 0 2 2
2007 02 12     4  0 1 0 1 2 2 2 2    11  0 0 0 4 4 4 2 1     7  0 1 0 2 3 3 2 3
2007 02 13    13  2 2 3 1 2 2 2 5    18  2 0 1 2 4 5 2 5    17  2 2 2 1 1 4 4 5
2007 02 14    16  3 3 4 4 2 3 3 2    29  4 3 4 6 4 3 4 3    18  4 3 3 3 3 3 4 2
2007 02 15    15  2 5 2 3 3 3 2 2    16  2 3 2 5 4 3 2 1    11  2 4 1 2 2 2 3 2
2007 02 16     6  3 2 1 0 1 1 2 2     9  1 1 3 2 4 2 1 1     6  1 2 2 1 1 1 2 3
2007 02 17     7  2 3 1 1 1 1 1 3     7  3 2 1 1 1 3 1 2     8  2 3 1 1 1 2 1 3
2007 02 18     3  2 0 1 1 1 1 1 0     7  1 1 1 3 3 3 1 0     5  1 0 1 1 2 2 1 2
2007 02 19     2  0 0 0 0 2 1 1 1     3  0 2 1 1 2 2 0 0     3  0 0 0 0 2 2 1 1
2007 02 20     1  0 1 0 0 1 0 0 1     1  0 0 0 1 0 0 0 1     2  0 0 0 0 1 1 0 1
2007 02 21     1  0 1 0 0 1 0 0 0     0  0 0 0 0 0 0 0 0     1  0 1 0 0 0 0 0 0
2007 02 22     2  0 0 0 0 1 1 1 1     0  0 0 0 0 0 0 0 0     2  0 0 0 0 1 1 0 1
2007 02 23     2  1 0 1 0 1 1 1 0     0  0 0 0 0 1 0 0 0     2  1 1 0 0 1 1 0 1
2007 02 24     2  0 0 1 0 2 1 0 1     0  0 0 0 0 0 0 0 0     1  1 0 0 0 0 0 0 1
2007 02 25     4  1 1 1 0 2 2 2 1     1  0 0 0 0 1 1 1 0     3  1 1 0 0 0 1 2 1
2007 02 26     4  2 3 1 1 1 1 0 0     3  1 2 1 2 0 0 0 0     4  2 3 1 1 0 0 0 0
2007 02 27     7  0 0 2 2 2 2 3 3    16  2 0 3 4 4 4 3 2    12  0 0 3 2 1 3 4 3
2007 02 28    12  3 3 3 3 2 2 2 3    38  3 4 6 6 5 4 3 3    23  3 5 5 4 3 3 3 3
2007 03 01     7  3 2 3 1 2 1 1 1    21  2 2 4 5 5 3 3 1    11  4 3 3 2 3 2 1 2
2007 03 02     4  0 2 2 1 1 1 1 1     3  0 0 2 2 2 0 1 0     5  1 2 2 1 1 2 2 1
2007 03 03     0  0 0 0 0 0 1 0 0     1  0 0 0 0 1 1 0 0     2  0 0 0 0 1 1 1 1
2007 03 04     4  0 1 1 1 2 1 1 2     2  0 0 1 2 1 0 1 0     3  0 0 1 1 1 0 1 2
2007 03 05     6  2 0 1 2 2 2 3 1    12  1 0 1 5 3 3 2 2     8  3 0 0 3 2 2 3 2
2007 03 06    14  4 4 2 3 3 1 1 3    26  3 5 2 5 6 1 1 1    18  4 5 2 3 3 2 1 3
2007 03 07    12  3 3 3 3 2 2 2 3    21  3 2 4 5 4 4 2 2    14  3 3 4 3 2 3 3 3
2007 03 08     3  3 2 0 0 0 0 1 0     5  3 1 1 3 0 0 1 0     4  2 2 0 0 0 1 0 1
2007 03 09     1  0 0 0 0 1 0 1 1     2  0 0 0 1 1 1 1 0     2  0 0 0 0 0 0 1 2
2007 03 10     2  1 1 0 1 1 0 1 1     2  1 1 1 1 0 1 1 0     4  2 1 1 1 0 0 1 1
2007 03 11     6  0 0 1 3 2 2 2 2    20  1 0 3 6 4 3 3 1     8  1 0 1 3 2 2 3 2
2007 03 12     7  1 2 1 2 3 2 2 2    17  1 0 0 3 6 4 2 2     9  1 1 0 2 4 2 3 3
2007 03 13    18  4 5 3 3 3 2 2 2    50  3 5 6 7 5 5 3 2    26  5 5 4 3 3 3 3 3
2007 03 14     9  3 2 1 3 3 2 2 1    21  3 2 4 5 5 3 1 1     8  3 2 1 2 3 2 2 1
2007 03 15     5  1 1 2 2 1 1 1 2    14  1 1 4 5 3 1 2 2     8  1 2 3 2 2 2 2 3
2007 03 16    11  4 4 1 1 1 1 2 3    10  3 2 0 2 4 1 1 3    10  3 4 1 1 2 1 1 3
2007 03 17     8  3 3 2 2 2 1 2 0     9  2 1 3 4 3 1 1 0     8  3 3 2 2 2 1 1 1
2007 03 18     1  0 0 0 0 1 1 1 0     2  0 0 0 1 2 1 0 0     3  1 0 0 0 1 1 1 1
2007 03 19     1  0 1 0 1 0 0 0 0     1  0 0 1 1 0 0 0 1     2  0 1 0 0 0 1 1 1
2007 03 20     1  0 0 0 0 1 1 0 0     1  0 0 0 0 1 1 0 0     2  0 0 0 0 1 0 1 1
2007 03 21     1  0 0 1 0 1 0 0 0     0  0 0 0 1 0 0 0 0     2  0 0 0 0 0 1 1 0
2007 03 22     1  1 1 0 0 0 1 0 0     3  0 0 0 3 1 1 0 0     2  1 0 0 1 0 1 0 1
2007 03 23     7  0 1 1 2 2 3 2 3    17  0 0 0 4 5 5 2 1    10  1 1 1 2 3 3 3 3
2007 03 24    16  4 3 4 4 3 1 1 2    31  2 5 5 6 5 2 1 1    21  4 5 4 5 3 1 1 2
2007 03 25     8  2 2 2 3 2 2 1 2    25  2 2 1 6 6 3 1 1    10  2 1 2 4 4 2 1 2
2007 03 26     7  1 2 2 1 2 3 2 2    19  1 1 3 4 3 6 2 1    11  1 1 2 1 2 4 3 3
2007 03 27     9  1 3 3 3 2 1 2 1    13  1 3 3 4 3 2 3 2    12  1 3 3 3 2 2 3 2
2007 03 28     6  2 3 2 1 1 1 1 1     8  2 2 3 3 2 1 1 1     7  3 3 2 1 0 1 0 1
2007 03 29     2  1 1 0 0 0 0 1 2     1  1 0 0 1 1 0 0 0     2  1 1 0 0 1 0 0 1
2007 03 30     3  2 1 1 2 2 0 0 0     7  2 1 1 4 3 0 0 0     4  2 1 0 2 2 0 0 1
2007 03 31     2  0 0 1 1 1 0 1 2     3  0 0 0 3 1 1 0 1     3  1 0 0 1 1 1 0 3
2007 04 01    17  3 3 4 3 3 2 3 4    40  4 4 6 5 6 4 3 3    30  5 4 5 4 4 3 3 4
2007 04 02    16  3 4 3 2 2 4 3 3    39  3 5 6 6 5 3 3 2    24  4 5 5 3 2 2 3 3
2007 04 03    10  3 3 2 2 2 3 1 2    16  3 2 4 4 1 4 3 2    11  2 4 2 2 1 3 3 2
2007 04 04     6  2 3 2 1 2 0 2 1    13  3 3 3 4 3 2 1 1     8  3 3 2 2 1 1 1 2
2007 04 05     3  1 1 1 0 1 1 1 1     4  1 1 2 0 1 2 0 2     4  1 1 2 1 1 1 0 2
2007 04 06     2  1 2 1 0 0 1 1 0     3  1 1 3 1 0 0 0 0     4  1 2 1 1 0 1 1 1
2007 04 07     2  2 1 0 0 1 1 0 0     2  2 1 0 0 1 0 0 0     3  3 1 0 0 0 0 0 1
2007 04 08     2  0 0 0 1 1 1 0 2     2  0 0 0 1 0 0 0 1     3  0 0 0 0 0 0 0 3
2007 04 09     8  3 3 3 2 1 1 1 1    11  3 3 3 4 3 0 0 1     9  4 3 3 1 1 0 1 1
2007 04 10     6  2 0 0 2 3 2 1 2     6  1 0 0 3 3 2 2 1     7  2 0 0 1 2 3 2 3
2007 04 11     3  1 2 1 1 0 0 1 1     2  1 1 1 0 0 0 0 1     4  2 2 1 0 0 1 0 1
2007 04 12     7  2 2 1 2 3 2 1 1    15  2 2 1 5 5 2 1 0     8  2 2 1 3 3 2 2 1
2007 04 13     1  0 0 1 1 0 0 0 0     0  1 0 0 0 0 0 0 0     2  1 0 1 0 0 0 0 1
2007 04 14     3  0 1 1 0 2 1 0 2     2  0 1 1 0 0 1 0 1     4  0 1 0 0 1 2 1 3
2007 04 15     2  1 1 1 1 1 1 0 0     4  1 2 2 2 1 1 1 0     4  2 2 1 1 1 1 0 0
2007 04 16     0  0 0 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0     1  0 0 0 0 0 0 0 1
2007 04 17     6  0 2 2 2 2 1 1 3    -1  0 1 1 4-1 3 3 1     8  1 1 1 2 2 2 3 3
2007 04 18     6  3 2 1 1 1 1 2 2     5  2 2 2 1 1 1 1 2     9  4 3 1 1 1 1 2 3
2007 04 19     4  2 2 2 1 1 0 1 0     8  2 1 3 4 2 1 1 0     6  3 2 2 1 1 0 0 1
2007 04 20     2  1 1 1 0 0 0 0 1     2  1 1 1 0 0 0 0 1     3  1 1 1 1 1 0 0 2
2007 04 21     2  1 1 0 0 1 0 1 1     0  1 0 0 0 0 0 0 0     2  1 1 0 0 0 1 1 1
2007 04 22     8  2 2 1 2 2 1 3 3    10  2 2 1 4 3 3 1 1    10  2 2 2 2 2 3 3 3
2007 04 23    10  3 4 4 1 1 1 0 0    11  4 4 4 1 0 2 0 0    18  4 5 4 1 1 2 1 1
2007 04 24     5  1 1 0 0 1 3 2 2     3  2 1 1 1 0 1 1 1     4  2 1 1 0 1 2 2 2
2007 04 25     4  2 2 1 1 2 1 1 0     3  2 1 0 0 1 2 2 0     5  3 1 0 0 2 2 1 1
2007 04 26     4  2 0 0 0 1 3 2 1     3  2 0 0 2 1 1 1 1     6  2 0 0 0 2 3 2 2
2007 04 27    10  2 2 2 2 3 3 2 3    14  1 1 1 4 4 3 2 4    16  3 1 1 3 2 4 4 4
2007 04 28    20  4 4 4 3 3 3 3 3    43  4 4 5 7 5 4 3 3    26  5 5 4 4 3 4 4 3
2007 04 29    16  5 3 3 3 2 1 2 3    20  3 4 4 5 3 3 2 2    23  5 5 5 4 2 2 2 3
2007 04 30    13  4 4 4 2 1 2 1 1    28  4 5 5 5 2 3 2 2    20  5 5 4 2 3 2 2 1
2007 05 01     5  2 2 3 0 1 1 1 1     9  1 2 5 1 2 1 0 1     8  3 3 3 1 1 2 2 2
2007 05 02     1  1 0 0 0 0 1 0 1     1  1 1 0 0 0 0 0 0     3  1 1 0 0 0 1 0 1
2007 05 03     2  0 1 1 1 1 1 1 1     3  0 0 2 1 1 1 1 1     4  1 0 2 1 1 1 2 1
2007 05 04     1  0 0 0 1 1 1 1 0     2  1 0 0 1 0 0 0 2     2  1 0 0 1 0 0 1 0
2007 05 05     0  0 0 0 0 0 0 0 0     1  0 0 1 1 0 0 0 1     3  1 0 1 1 0 0 0 1
2007 05 06     0  0 0 0 0 0 0 0 1     0  0 0 0 0 0 0 0 1     2  1 0 0 0 0 1 1 1
2007 05 07    11  1 0 3 2 3 3 3 3    23  1 1 3 4 3 6 3 4    18  1 1 3 2 3 5 4 4
2007 05 08    11  2 4 3 2 3 1 2 2    24  3 4 5 5 4 3 2 1    14  2 4 4 2 2 2 3 3
2007 05 09     3  1 1 1 1 1 1 1 1    10  2 3 3 4 2 1 1 1     5  1 2 2 1 1 1 1 1
2007 05 10     2  1 0 0 0 0 1 2 1     2  1 1 0 1 0 1 1 1     3  1 0 0 0 1 1 1 2
2007 05 11     2  0 0 0 0 1 1 1 1     2  0 1 0 0 0 0 2 1     2  0 0 0 0 1 1 1 1
2007 05 12     2  0 2 0 1 1 1 0 0     2  2 1 0 1 0 0 0 1     3  1 1 0 0 0 0 0 1
2007 05 13     2  0 2 1 0 1 0 0 0     2  1 1 1 0 0 0 0 1     3  1 2 1 0 1 0 1 1
2007 05 14     1  0 0 0 0 1 1 1 0     2  0 0 1 1 0 0 0 2     3  0 0 0 0 1 1 2 1
2007 05 15     4  1 1 1 1 2 1 2 1     5  0 2 2 2 3 1 0 0     6  1 1 1 1 2 2 2 2
2007 05 16     3  1 1 1 1 1 0 1 1     2  0 1 1 0 0 0 1 1     4  1 1 1 1 1 1 1 2
2007 05 17     4  2 1 0 0 1 1 2 2     3  0 1 1 1 2 0 1 2     6  1 2 1 1 1 1 2 3
2007 05 18    15  2 2 4 4 4 2 2 2    22  2 1 5 5 4 4 2 2    18  3 2 4 4 4 3 3 3
2007 05 19    10  2 2 3 2 3 2 3 2    16  3 3 3 5 3 2 2 1    12  2 3 3 2 2 3 3 3
2007 05 20     6  3 2 1 1 1 1 2 2     5  2 2 1 3 1 0 1 1     6  3 2 1 1 1 1 1 2
2007 05 21     6  3 1 0 0 1 1 2 3     3  2 1 0 0 0 1 1 2     6  3 1 0 0 1 1 2 3
2007 05 22    10  1 2 2 2 3 2 3 3    15  1 1 1 5 4 2 3 3    11  1 2 1 2 2 3 4 3
2007 05 23    28  4 4 4 5 3 2 5 4    51  4 3 6 7 6 3 4 4    42  4 3 5 6 5 2 6 5
2007 05 24    21  5 4 4 2 3 3 3 3    35  5 4 5 3 5 5 3 4    28  6 5 4 2 3 4 4 4
2007 05 25     9  1 2 3 2 2 2 3 2    31  2 3 5 6 4 5 3 2    16  2 4 4 3 3 3 4 2
2007 05 26    10  3 3 2 2 3 2 2 2    32  3 4 5 5 6 4 2 2    16  4 4 3 3 3 3 3 2
2007 05 27    10  2 3 3 3 2 2 2 2    17  3 3 3 5 3 3 2 2    12  3 3 3 3 2 2 2 2
2007 05 28     5  3 2 1 1 1 0 1 1     4  3 2 2 1 0 0 0 0     5  3 2 1 1 1 0 0 1
2007 05 29     5  1 1 2 1 1 2 1 2     3  1 1 1 1 2 1 0 0     4  1 1 1 0 1 2 1 1
2007 05 30     3  2 1 1 1 1 1 0 0     2  1 1 1 0 0 0 1 0     4  2 1 1 0 1 1 1 1
2007 05 31     2  1 0 0 0 1 1 1 2     1  1 0 0 0 0 0 0 2     4  1 0 0 0 1 1 1 3
2007 06 01     5  2 1 1 1 1 2 2 2     5  2 2 1 2 1 1 1 1     6  2 2 1 1 1 2 2 2
2007 06 02     5  2 2 2 1 1 1 1 2     4  2 2 2 0 0 1 1 1     7  2 2 2 1 1 2 1 2
2007 06 03     7  1 1 1 1 2 2 3 3     6  2 1 1 0 1 2 3 2    10  2 2 1 1 1 3 4 3
2007 06 04     8  3 3 1 1 2 2 2 1     5  2 3 1 1 1 1 2 0     8  3 3 1 1 2 3 2 2
2007 06 05     2  0 0 0 0 1 1 1 1     0  0 0 1 0 0 0 0 0     3  1 0 0 0 1 1 0 1
2007 06 06     2  0 1 0 0 2 1 0 1     0  0 1 0 0 0 0 0 0     2  0 0 0 0 1 1 0 1
2007 06 07     1  0 0 0 1 1 0 0 1     2  1 1 0 0 0 1 1 1     3  1 0 0 0 1 1 2 1
2007 06 08     7  3 2 2 0 2 2 2 1     6  2 3 2 0 1 2 2 1     8  3 3 1 1 2 2 2 2
2007 06 09     5  1 1 2 2 2 1 1 2    12  1 2 3 4 4 2 1 1     8  1 1 2 2 3 1 2 2
2007 06 10     6  3 1 3 1 1 0 1 1     9  3 2 4 3 1 1 1 0     8  3 2 3 2 1 1 2 1
2007 06 11     1  1 0 0 0 0 0 1 0     0  1 0 0 0 0 0 0 0     2  1 0 0 0 0 1 1 1
2007 06 12     3  1 1 0 0 1 0 1 1     2  0 1 1 0 0 0 1 0     4  1 1 1 0 1 1 1 2
2007 06 13     5  1 0 1 0 2 2 3 2    -1  1 0 0 3 1-1-1 1     5  1 0 1 1 1 2 2 2
2007 06 14    13  2 3 3 3 3 2 3 3    27  3 4 3 6 4 4 3 2    20  3 4 3 4 2 4 4 3
2007 06 15     7  2 3 2 1 2 1 1 2     9  2 3 2 3 3 2 1 1     8  2 3 2 1 2 2 1 2
2007 06 16     4  1 1 0 1 2 1 2 1     9  2 2 1 2 4 2 2 1     7  3 2 1 1 3 2 2 1
2007 06 17     3  1 1 1 1 2 1 1 0     9  2 2 1 3 4 1 1 1     6  1 1 1 1 2 2 1 1
2007 06 18     5  1 1 2 1 1 2 2 2     3  0 1 1 1 1 1 1 1     5  1 1 1 2 1 2 2 2
2007 06 19     5  2 2 2 1 2 1 0 1     4  1 1 2 2 1 2 1 0     7  2 3 2 2 1 2 1 1
2007 06 20     2  1 0 0 0 1 1 1 1     2  1 1 0 2 0 0 0 0     4  1 1 0 1 1 2 1 1
2007 06 21     8  0 1 1 2 3 2 3 3    11  1 1 2 2 4 4 2 2    14  1 2 3 3 3 3 3 4
2007 06 22    12  4 2 3 2 2 1 3 3    25  4 3 5 6 3 1 2 2    16  4 3 4 4 2 2 3 3
2007 06 23     8  3 2 3 1 1 1 2 2    14  3 4 5 2 1 1 1 2    11  3 3 3 1 1 2 3 2
2007 06 24     4  2 1 1 1 1 1 2 1     5  2 1 1 3 2 1 1 1     6  3 2 1 1 2 1 2 2
2007 06 25     3  2 1 0 0 1 1 1 1     2  2 1 0 0 1 1 0 1     5  2 1 0 0 2 2 2 2
2007 06 26     4  0 0 0 2 1 1 3 1     3  0 1 0 2 2 0 1 0     5  1 0 0 2 3 1 2 2
2007 06 27     5  2 2 2 1 1 1 1 1     4  2 2 2 0 0 1 1 1     5  2 2 2 0 1 1 2 2
2007 06 28     5  2 0 1 1 1 1 1 3     5  1 1 1 2 3 1 1 1     6  1 1 1 1 2 1 2 3
2007 06 29     5  1 1 1 1 1 1 3 2     6  1 2 1 1 1 1 3 2    13  2 1 2 1 3 2 5 3
2007 06 30     4  2 2 1 1 2 1 0 1     3  2 2 2 1 0 0 1 0     6  3 2 1 1 1 1 1 1
2007 07 01     4  1 1 1 1 1 2 1 2     3  0 1 2 2 1 0 0 1     5  2 2 1 1 1 1 1 2
2007 07 02     2  0 0 1 1 1 1 0 1     1  1 0 1 1 0 0 0 0     3  1 0 1 1 1 0 1 1
2007 07 03     6  0 1 1 1 2 2 2 3     8  0 1 1 1 3 4 1 2     9  1 1 1 1 2 3 2 4
2007 07 04    13  3 3 2 4 3 2 2 2    25  4 4 3 6 4 3 1 1    16  4 4 3 4 3 2 3 2
2007 07 05     3  1 1 1 1 1 1 1 1     5  2 2 2 2 3 0 0 0     5  1 1 2 1 2 1 1 2
2007 07 06     4  1 1 1 1 1 1 1 2     6  1 1 1 2 3 2 1 1     5  1 1 1 1 2 2 1 2
2007 07 07     4  2 1 1 0 1 1 2 2     4  2 3 1 1 0 1 0 1     6  2 1 1 1 1 2 2 2
2007 07 08     3  1 2 1 0 1 0 1 1     3  2 2 2 1 0 0 0 0     4  1 2 1 1 1 1 1 1
2007 07 09     2  1 1 0 0 1 1 1 0     1  1 1 0 0 0 0 0 0     3  1 1 0 0 1 1 1 1
2007 07 10     5  0 0 1 0 1 1 2 3     3  0 0 1 1 2 0 0 2     6  1 0 0 1 1 2 1 3
2007 07 11    14  3 3 4 4 2 2 2 2    32  2 4 6 6 3 4 2 2    23  5 5 5 4 2 2 2 2
2007 07 12     6  2 2 3 0 1 1 1 2    10  2 3 4 0 3 1 1 1     8  2 3 3 0 1 2 2 2
2007 07 13     5  1 1 0 0 1 3 3 3     2  1 1 0 0 0 0 0 1     4  1 1 0 0 0 1 1 3
2007 07 14    12  2 1 2 3 3 3 3 3    39  1 1 1 6 6 6 5 3    23  2 1 2 4 4 4 6 3
2007 07 15    11  4 4 3 2 1 1 1 1    19  4 4 3 5 4 1 1 1    13  4 4 3 2 2 2 1 2
2007 07 16     4  1 1 1 1 1 2 2 0     7  1 2 2 3 1 1 3 1     6  1 2 2 1 2 1 1 2
2007 07 17     2  1 0 1 1 0 1 1 0     2  1 1 1 2 0 0 0 0     5  1 1 1 1 1 2 2 2
2007 07 18     3  1 1 1 0 1 1 1 1     2  1 1 1 0 0 0 1 0     3  1 1 0 0 1 0 1 1
2007 07 19     3  0 0 0 1 2 2 0 1     0  0 0 1 0 0 0 0 0     3  1 0 0 0 2 1 1 1
2007 07 20     9  0 2 2 3 4 1 2 2    17  0 2 2 5 5 3 2 2    12  0 1 3 3 4 3 2 2
2007 07 21    10  2 4 2 2 3 1 2 1    17  4 4 3 4 4 2 1 1    12  2 5 2 2 2 2 3 2
2007 07 22     3  1 1 1 1 1 1 1 0     3  1 2 2 2 0 0 0 0     4  1 2 1 0 1 1 1 1
2007 07 23     4  1 1 1 1 1 1 1 2     3  1 1 0 2 1 0 1 1     3  1 1 1 1 0 0 1 2
2007 07 24     2  0 0 0 0 2 1 1 0     1  0 1 0 0 0 0 1 1     2  0 0 0 0 1 1 0 1
2007 07 25     2  1 0 0 1 1 1 1 0     0  0 0 0 0 0 0 0 0     2  0 0 0 1 1 1 1 0
2007 07 26     6  0 0 0 1 1 2 3 3     5  0 0 0 0 1 2 2 3     9  0 0 0 1 1 4 3 3
2007 07 27     6  2 3 1 2 2 1 0 1    13  2 3 2 4 5 1 0 0     8  3 3 2 2 2 1 0 1
2007 07 28     3  1 1 1 0 1 1 1 2     2  1 1 1 2 1 0 0 0     4  2 1 1 1 0 1 0 2
2007 07 29    11  3 3 2 2 2 2 3 3    21  3 4 2 5 5 2 2 2    14  3 4 2 3 3 2 3 3
2007 07 30    10  4 3 2 2 2 2 2 1    18  3 4 5 2 2 2 1 4    10  3 4 3 1 1 2 2 2
2007 07 31     4  0 1 2 1 1 1 1 2     7  1 1 2 3 3 1 1 1     6  1 1 2 2 1 1 1 2
2007 08 01    15  3 4 4 2 3 2 2 3    24  3 3 4 6 4 3 1 2    17  3 4 4 3 2 2 3 3
2007 08 02     5  2 1 2 1 1 2 2 1     8  2 1 2 1 3 4 1 0     5  1 2 2 0 2 2 1 2
2007 08 03     4  1 2 2 0 2 1 1 1     4  1 2 2 0 2 0 1 1     4  1 2 2 0 1 1 1 2
2007 08 04     0  0 0 0 0 0 0 0 1     1  0 1 0 0 0 0 0 1     2  1 0 1 0 0 0 0 1
2007 08 05     2  0 0 0 0 1 0 2 1     0  0 0 0 0 0 0 1 0     2  1 0 0 0 0 1 1 1
2007 08 06     8  0 0 2 2 1 2 3 4    12  0 0 3 2 3 3 3 4    12  1 0 2 2 1 2 4 5
2007 08 07    23  6 3 4 3 2 2 3 3    34  4 3 6 6 4 4 2 2    23  6 4 4 3 3 3 2 3
2007 08 08     5  2 2 3 0 1 1 1 1     7  2 2 4 2 1 1 1 0     6  2 3 2 1 1 1 0 1
2007 08 09     2  1 0 1 1 0 1 1 1     4  1 1 2 3 1 0 1 1     4  1 0 2 2 1 0 1 1
