:Product: Daily Geomagnetic Data     2009_DGD.txt
:Issued: 2100 UT 07 Jan 2010
#
#  Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
#  Please send comment and suggestions to SWPC.Webmaster@noaa.gov
#
#                       2009 Daily Geomagnetic Data
#
#                 Middle Latitude        High Latitude            Estimated
#               - Fredericksburg -     ---- College ----      --- Planetary ---
#   Date        A     K-indices        A     K-indices        A     K-indices
#------------------------------------------------------------------------------
2009 04 23     0  0 0 0 0 1 0 0 0     1  1 0 0 1 0 0 0 0     3  0 0 0 1 1 1 2 1
2009 04 24     5  2 1 2 1 2 1 1 1     4  2 1 1 1 1 0 2 1     5  2 1 2 1 2 1 2 1
2009 04 25     2  0 1 0 1 1 1 1 1     2  1 1 0 1 1 1 0 1     4  1 1 0 1 1 2 1 2
2009 04 26     3  1 1 1 1 1 1 0 1     2  1 1 0 2 0 0 0 1     5  1 1 1 1 1 2 1 2
2009 04 27     3  2 1 0 1 0 1 1 1     2  1 1 0 2 0 0 1 0     4  2 2 0 1 1 1 1 1
2009 04 28     2  0 0 0 0 1 1 1 1     1  0 1 0 0 0 0 1 1     2  0 0 0 0 1 1 1 1
2009 04 29     3  0 0 1 1 1 1 2 1     3  0 1 0 2 2 0 1 0     3  0 0 0 0 1 1 1 1
2009 04 30     2  1 1 0 1 1 0 0 0     1  1 1 0 1 0 0 0 0     3  1 0 0 0 2 1 0 1
2009 05 01     2  0 0 1 1 1 0 0 2     1  0 0 1 2 0 0 0 0     5  1 0 1 1 1 2 1 2
2009 05 02     3  0 1 1 1 2 0 0 2     2  0 1 2 1 0 0 0 1     5  1 1 2 0 2 1 1 2
2009 05 03     2  0 0 0 1 2 1 0 1     1  1 0 0 1 0 1 0 0     5  2 0 0 1 1 2 2 2
2009 05 04     2  0 1 1 1 1 0 0 0     3  1 1 1 3 1 0 0 0     4  1 1 1 2 1 1 1 1
2009 05 05     2  0 0 0 1 1 0 0 2     0  0 0 0 0 0 0 0 1     2  0 0 0 0 1 2 1 2
2009 05 06     6  2 2 1 1 2 1 2 2     3  2 1 0 1 1 1 1 1     6  2 1 1 1 2 2 2 3
2009 05 07     7  3 3 1 1 1 1 2 2     7  3 2 2 3 1 2 1 1    10  2 4 1 2 2 2 1 3
2009 05 08    12  4 3 4 1 2 1 2 2    23  4 5 5 4 4 1 1 1    13  4 4 4 1 2 2 2 2
2009 05 09     6  0 2 1 2 2 2 2 2    11  0 2 3 5 2 2 1 0     6  1 2 1 2 2 2 1 2
2009 05 10     3  0 2 0 1 2 1 1 1     4  1 2 1 1 2 1 0 1     4  1 2 0 0 1 0 2 2
2009 05 11     2  1 1 0 1 1 1 1 0     3  1 1 1 2 2 1 0 0     4  2 1 1 1 1 1 1 1
2009 05 12     0  0 0 0 0 0 0 0 0     0  0 0 0 0 0 0 0 0     2  0 0 0 0 0 1 1 1
2009 05 13     2  1 0 0 0 1 1 0 1     1  1 0 0 0 1 0 0 0     3  1 0 0 0 1 1 1 1
2009 05 14     8  1 1 1 2 3 2 3 2     4  0 2 1 2 1 1 2 1     8  1 2 1 2 2 2 4 2
2009 05 15     2  1 0 0 1 1 1 0 1     1  1 1 0 0 0 0 0 1     2  1 0 0 0 1 1 0 2
2009 05 16     3  1 1 0 1 1 1 1 1     2  1 1 0 0 1 0 1 1     5  1 1 0 2 1 2 2 2
2009 05 17     2  1 1 0 0 1 0 0 1     1  1 0 0 0 0 0 1 1     3  1 1 0 0 0 1 1 2
2009 05 18     2  1 0 0 0 1 0 0 2     1  0 0 1 0 0 1 0 1     4  2 1 0 0 1 1 0 2
2009 05 19     2  1 1 1 0 1 1 0 0     3  1 1 2 2 0 0 0 0     5  2 2 1 1 1 1 1 2
2009 05 20     4  1 1 0 0 1 0 3 2     2  1 1 0 0 0 0 1 1     4  1 1 0 0 1 1 2 2
2009 05 21     2  1 0 1 1 1 0 1 1     3  1 1 1 3 0 0 0 1     5  2 1 1 1 1 1 2 2
2009 05 22     4  0 0 1 2 2 2 1 1     5  1 1 1 1 4 1 0 0     5  1 0 1 2 2 2 1 2
2009 05 23     3  0 0 1 1 0 1 2 2     2  0 0 1 1 0 1 1 1     4  0 0 1 1 0 2 2 2
2009 05 24     4  1 2 1 1 1 1 1 1     3  2 1 1 1 1 0 0 1     4  2 2 1 0 0 1 1 2
2009 05 25     1  0 0 0 1 1 0 1 0     1  0 0 1 0 0 0 1 0     3  1 0 0 1 1 1 0 2
2009 05 26     2  1 0 1 0 1 0 0 1     1  1 0 1 0 0 0 0 0     4  1 0 1 0 1 1 1 2
2009 05 27     2  0 0 0 0 1 1 1 1     0  1 0 0 0 0 0 0 0     3  1 0 0 0 0 2 1 2
2009 05 28     5  0 3 2 2 2 1 1 0     9  0 3 3 4 3 1 1 0     7  1 3 2 3 2 2 1 2
2009 05 29     4  1 1 1 1 2 1 1 2     3  1 1 0 1 2 1 1 1     5  1 2 1 1 2 2 2 2
2009 05 30     2  1 1 0 0 0 0 1 1     2  1 1 1 1 0 1 1 0     3  2 2 0 0 0 0 0 1
2009 05 31     3  1 0 2 0 1 1 2 1     1  0 0 1 0 0 0 1 0     3  1 0 1 0 1 1 1 1
2009 06 01     2  0 0 1 0 1 1 1 0     0  0 0 1 0 0 0 0 0     3  1 1 1 0 1 1 1 1
2009 06 02     2  0 0 1 1 0 0 1 1     1  0 0 0 0 0 1 1 0     2  1 0 0 1 1 0 0 1
2009 06 03     4  0 0 1 0 2 3 2 1     3  0 0 0 0 2 2 1 1     4  1 0 0 1 0 2 2 2
2009 06 04     5  3 2 1 1 1 1 1 1     3  2 2 1 1 0 0 1 1     6  1 3 2 1 2 2 1 2
2009 06 05     5  1 2 2 2 2 0 1 1     6  1 2 3 3 2 0 0 1     6  1 2 2 2 2 2 1 1
2009 06 06     2  0 2 1 0 0 1 1 1     2  0 2 2 0 1 0 0 0     5  1 2 1 0 1 1 2 1
2009 06 07     3  0 0 1 1 2 2 1 1     1  0 0 1 0 1 0 1 0     6  1 0 1 1 2 3 2 2
2009 06 08     2  2 1 0 1 0 1 0 0     2  1 1 1 1 0 0 0 0     4  2 1 1 1 1 1 1 1
2009 06 09     2  0 0 0 1 1 1 0 1     1  0 0 0 0 1 1 0 0     3  1 0 0 1 1 1 2 2
2009 06 10     2  1 1 2 0 1 0 1 0     3  1 1 2 0 0 0 0 2     5  1 1 2 0 2 1 2 1
2009 06 11     2  0 1 0 2 0 0 1 0     0  1 0 0 0 0 0 0 0     3  1 1 0 0 1 1 1 1
2009 06 12     1  0 0 0 0 1 1 1 0     0  0 0 0 0 0 0 0 0     2  0 0 0 0 1 1 1 1
2009 06 13     3  0 0 2 0 1 1 1 2     1  0 0 1 0 0 0 0 1     4  1 0 1 0 1 1 2 2
2009 06 14     4  2 0 0 0 2 0 2 2     3  2 0 0 2 1 1 1 1     6  3 0 0 1 1 1 2 2
2009 06 15     4  1 2 1 1 1 1 1 1     3  1 3 1 0 0 0 0 0     4  2 2 1 0 1 2 1 1
2009 06 16     4  0 0 3 1 2 1 1 0     1  0 0 0 0 1 1 1 0     3  1 0 0 1 2 1 1 1
2009 06 17     1  0 0 1 0 1 1 0 0     0  0 1 0 0 0 0 0 0     3  1 0 0 0 1 2 0 2
2009 06 18     2  0 0 0 1 1 1 1 2     0  0 0 0 0 0 0 0 1     4  1 0 0 1 1 1 1 2
2009 06 19     1  1 0 0 0 1 1 0 0     0  1 0 0 0 0 0 0 0     4  2 0 0 0 1 2 2 2
2009 06 20     5  0 2 2 1 1 1 2 2     4  0 2 2 1 0 1 2 1     6  1 2 2 1 2 2 2 2
2009 06 21     6  2 3 2 1 2 1 1 1     3  2 2 1 1 1 0 0 0     7  2 3 2 1 2 1 0 1
2009 06 22     2  1 1 0 0 1 1 1 0     1  1 2 0 0 0 0 0 0     3  1 1 0 0 1 1 1 1
2009 06 23     5  1 0 0 1 0 1 1 4     2  1 0 0 0 0 0 1 2     4  1 0 0 1 0 0 2 3
2009 06 24    16  2 4 4 2 2 2 4 3    11  2 3 4 1 1 1 3 2    19  3 3 4 2 2 2 5 3
2009 06 25     6  2 1 1 1 2 3 1 2     7  2 1 0 2 4 1 0 2     7  2 1 1 1 2 2 2 3
2009 06 26     2  1 1 0 1 1 0 1 1     2  2 1 0 1 0 0 1 0     3  2 1 0 0 1 0 1 1
2009 06 27     4  1 0 0 1 1 2 2 2     2  0 0 1 0 0 1 1 1     3  1 0 0 1 1 2 2 2
2009 06 28     8  2 1 1 1 2 2 3 3     9  2 1 1 0 1 4 3 3    11  2 2 1 0 1 3 4 3
2009 06 29     7  4 2 1 2 2 1 1 0    13  4 3 2 3 4 2 1 1    10  4 3 1 2 2 2 1 1
2009 06 30     5  1 3 1 0 1 2 1 1     4  2 2 1 2 0 2 1 0     5  1 2 1 1 0 2 2 1
2009 07 01     3  1 2 1 1 1 1 0 1     3  1 2 1 0 0 1 1 1     4  2 2 1 0 0 1 1 1
2009 07 02     2  0 1 0 1 1 1 1 0     1  0 1 0 1 0 0 0 1     3  1 1 1 0 0 0 1 2
2009 07 03     3  0 0 0 0 1 2 2 1     2  1 0 0 2 1 0 1 0     5  1 1 0 1 1 2 2 2
2009 07 04     2  2 0 0 0 1 1 1 1     2  1 0 1 1 1 1 0 0     3  2 0 0 0 1 1 1 1
2009 07 05     4  2 2 0 0 1 1 1 2     4  2 2 0 0 0 0 2 2     6  2 2 0 0 1 2 2 2
2009 07 06     3  2 2 0 0 1 0 1 1     3  1 2 1 0 1 0 1 1     4  1 2 1 0 2 1 2 1
2009 07 07     3  0 1 0 1 1 2 2 1     2  1 1 0 1 0 2 1 0     5  1 1 0 1 1 2 2 2
2009 07 08     3  1 0 2 2 1 1 1 0     7  1 0 2 4 3 0 0 0     6  1 1 2 2 1 2 2 1
2009 07 09     6  1 0 2 2 1 1 3 2     3  0 0 2 1 1 1 2 1     6  1 0 2 1 0 1 3 3
2009 07 10     7  3 3 1 1 2 2 1 1     5  2 3 1 1 1 1 1 0     7  3 3 1 1 1 1 1 2
2009 07 11     2  1 1 1 0 1 0 0 1     2  1 1 1 1 1 0 0 0     4  1 1 0 0 1 1 1 2
2009 07 12     4  1 1 1 1 2 2 0 2     2  1 1 1 0 0 0 0 1     5  1 1 1 1 1 2 1 2
2009 07 13     5  0 1 0 1 2 2 2 3     8  1 0 0 1 4 3 2 2    10  1 1 0 1 3 3 2 4
2009 07 14     6  3 3 1 1 1 1 1 1    11  3 2 2 4 4 1 1 0     8  4 3 2 1 2 1 1 2
2009 07 15     3  1 2 1 1 1 0 0 1     5  2 2 2 1 3 2 0 0     5  1 3 2 1 2 0 1 1
2009 07 16     2  0 0 1 0 1 1 1 1     1  0 0 1 1 0 0 0 0     4  1 0 1 0 2 1 1 1
2009 07 17     0  0 0 0 0 0 0 0 0    -1  0-1-1 0 0 0 0 0     2  0 0 0 0 1 1 1 1
2009 07 18     1  0 0 0 0 2 0 1 0     0  0 0 0 0 0 0 0 1     3  0 1 1 0 1 1 1 1
2009 07 19     1  0 0 0 0 1 1 1 0     0  0 0 0 0 0 0 0 0     2  0 0 0 0 1 0 1 1
2009 07 20     3  1 1 1 1 2 1 0 0    17  0 2 2 4 5 5 0 0     6  1 1 1 2 2 1 1 1
2009 07 21     3  1 2 1 1 1 1 1 0     2  1 1 1 2 0 0 0 0     4  2 1 1 1 1 1 2 1
2009 07 22    18  4 5 4 3 3 0 2 1    27  3 5 5 6 2 2 2 1    24  3 6 5 4 2 2 2 2
2009 07 23     8  0 2 3 2 2 2 3 2     8  1 1 3 2 3 2 2 2     8  1 2 3 2 1 2 2 2
2009 07 24     5  2 0 2 2 1 2 1 1     7  2 1 2 2 2 3 1 1     6  2 1 2 2 1 2 2 2
2009 07 25     5  3 3 0 1 1 0 1 1     4  0 0 0 2 3 1 0 1     7  3 3 0 1 1 1 2 2
2009 07 26     1  0 0 1 0 1 1 0 0     1  0 1 0 0 0 0 1 1     3  1 0 0 0 1 1 1 1
2009 07 27     2  1 0 1 0 1 1 1 1     2  1 1 0 1 1 1 1 0     4  1 1 1 0 1 1 1 1
2009 07 28     3  1 1 1 1 1 1 0 1     2  1 1 1 2 1 0 0 0     4  1 2 1 1 1 1 1 1
2009 07 29     2  1 1 0 1 1 1 0 0     1  1 1 0 0 0 0 0 1     2  1 1 0 0 0 1 0 1
2009 07 30     2  0 0 0 1 1 1 1 1    -1  1 0 0 1-1 1-1-1     3  0 0 0 1 1 2 1 1
2009 07 31     4  0 0 3 1 1 1 1 1    -1  1 1 4-1-1 2 1 1     5  0 1 3 1 2 1 1 2
2009 08 01     3  1 1 1 1 1 1 1 1     3  0 1 0 1 2 2 1 1     4  1 1 1 1 2 2 0 2
2009 08 02     2  1 1 0 0 1 0 1 2     2  1 1 0 0 0 0 1 2     3  1 0 0 0 1 1 2 2
2009 08 03     7  3 3 2 2 1 1 1 1     6  2 2 3 3 0 0 0 0    10  3 3 3 2 2 2 2 1
2009 08 04     4  1 2 1 0 1 1 2 1     4  2 2 1 0 2 2 1 0     4  1 1 1 0 1 0 1 1
2009 08 05     5  1 1 2 2 2 1 0 2     8  1 1 3 4 3 0 0 1     6  2 2 2 2 2 2 2 2
2009 08 06     8  2 2 3 1 2 2 2 2    11  2 3 4 3 2 2 1 1    14  3 4 4 2 2 3 2 2
2009 08 07     8  3 2 1 2 1 2 1 3     6  1 1 1 3 1 2 1 2     8  2 2 1 2 1 2 3 3
2009 08 08     2  1 1 0 0 1 1 1 0     3  2 2 0 0 0 1 1 0     4  2 1 0 0 1 1 1 1
2009 08 09     6  2 2 3 1 1 1 1 1    15  2 2 4 5 4 1 1 0     8  2 3 3 2 1 1 2 2
